K,m,v,q
10580241,135150-12,4685,1
10580300,123580-01,4686,1
10580357,135100-01,4687,1
10580590,111260-01,4688,1
10580682,135150-17,4689,1
10580684,123540-05,4690,1
10580718,135150-07,4691,1
10580860,100610-70,4692,1
10581044,135150-17,4693,1
10581250,111230-06,4694,1
10581250,111230-06,4695,1
10581270,100710-10,4696,1
10582039,123420-17,4697,1
10582364,123580-01,4698,1
10582753,123410-15,4699,1
10582753,123410-15,4700,1
10582809,111350-16,4701,1
10582809,111350-18,4702,1
10582894,124930-52,4703,1
10582894,124930-52,4704,1
10582894,124930-52,4705,1
10582937,135150-17,4706,1
10583107,100660-01,4707,1
10583107,100660-01,4708,1
10583292,151210-53,4709,1
10583533,111990-01,4710,1
10583533,111990-01,4711,1
10583546,135150-14,4712,1
10583546,135150-15,4713,1
10583972,111190-03,4714,1
10584024,111400-03,4715,1
10584040,111350-16,4716,1
10584040,111350-18,4717,1
10584117,111350-14,4718,1
10584117,111350-16,4719,1
10584117,111350-17,4720,1
10584117,111350-18,4721,1
10584121,111350-14,4722,1
10584121,111350-14,4723,1
10584121,111350-16,4724,1
10584121,111350-17,4725,1
10584121,111350-18,4726,1
10584168,111400-03,4727,1
10584170,111400-03,4728,1
10584172,111400-03,4729,1
10584257,100680-10,4730,1
10584292,123680-12,4731,1
10584331,100710-20,4732,1
10584345,123680-18,4733,1
10584347,124930-52,4734,1
10584347,124930-52,4735,1
10584347,124930-52,4736,1
10584577,100600-01,4737,1
10584579,100650-01,4738,1
10584579,100650-01,4739,1
10584580,100650-02,4740,1
10584838,135150-17,4741,1
10584840,135150-17,4742,1
10584895,124930-21,4743,1
10584916,123590-01,4744,1
10584916,123590-06,4745,1
10584916,123590-08,4746,1
10584918,123680-01,4747,1
10584918,123680-03,4748,1
10584977,123580-01,4749,1
10585243,123510-02,4750,1
10585243,123510-05,4751,1
10585296,111400-03,4752,1
10585404,111350-14,4753,1
10585404,111350-16,4754,1
10585404,111350-17,4755,1
10585404,111350-18,4756,1
10585445,111350-14,4757,1
10585445,111350-17,4758,1
10585445,111350-18,4759,1
10585451,111190-03,4760,1
10585641,111350-14,4761,1
10585641,111350-16,4762,1
10585641,111350-17,4763,1
10585641,111350-18,4764,1
10585767,111180-09,4765,1
10585767,111180-12,4766,1
10585767,111180-12,4767,1
10585864,111580-07,4768,1
10585870,100700-10,4769,1
10585877,100610-10,4770,1
10585877,100700-60,4771,1
10586240,134130-05,4772,1
10586240,134130-41,4773,1
10586299,124930-54,4774,1
10586299,124930-54,4775,1
10586299,124930-70,4776,1
10586299,124930-70,4777,1
10586341,111240-12,4778,1
10586345,111180-09,4779,1
10586345,111180-12,4780,1
10586435,134130-01,4781,1
10586479,111190-01,4782,1
10586479,111190-01,4783,1
10586479,111190-01,4784,1
10586643,100680-10,4785,1
10586658,123580-02,4786,1
10586660,100610-10,4787,1
10586660,100610-10,4788,1
10586660,100610-10,4789,1
10586660,100610-10,4790,1
10586867,111180-09,4791,1
10587624,151190-01,4792,1
10587921,151210-06,4793,1
10587921,151210-06,4794,1
10588163,134130-08,4795,1
10588306,111350-13,4796,1
10588306,111350-14,4797,1
10588306,111350-16,4798,1
10588306,111350-17,4799,1
10588306,111350-18,4800,1
10588306,111400-02,4801,1
10588411,110980-01,4802,1
10588411,110980-01,4803,1
10588411,110980-01,4804,1
10588411,110980-01,4805,1
10588479,111700-09,4806,1
10588504,151210-06,4807,1
10588504,151210-06,4808,1
10588629,151210-06,4809,1
10588629,151210-06,4810,1
10588639,111260-01,4811,1
10588639,111260-02,4812,1
10588639,111260-02,4813,1
10588639,111260-11,4814,1
10588639,111260-11,4815,1
10588724,123380-03,4816,1
10588724,123380-03,4817,1
10588840,111260-01,4818,1
10588840,111260-10,4819,1
10588906,111990-01,4820,1
10588906,111990-01,4821,1
10588906,111990-02,4822,1
10588920,123580-01,4823,1
10589005,134130-05,4824,1
10589006,134130-05,4825,1
10589007,134130-05,4826,1
10589082,111240-06,4827,1
10589091,123470-31,4828,1
10589373,100600-01,4829,1
10589380,123580-01,4830,1
10589381,123580-01,4831,1
10589394,123580-02,4832,1
10589430,124870-08,4833,1
10589430,124870-08,4834,1
10589430,124870-08,4835,1
10589430,124870-08,4836,1
10589479,111120-07,4837,1
10589790,111260-01,4838,1
10589790,111260-11,4839,1
10590148,100680-10,4840,1
10590549,123410-15,4841,1
10590685,111120-07,4842,1
10590861,134130-35,4843,1
10591535,124270-01,4844,1
10591539,124270-01,4845,1
10591540,124270-01,4846,1
10591541,124270-01,4847,1
10591551,124270-01,4848,1
10591556,124270-01,4849,1
10591559,124270-02,4850,1
10591561,124270-01,4851,1
10591561,124270-01,4852,1
10591562,124270-01,4853,1
10591568,124270-01,4854,1
10591579,124270-01,4855,1
10591582,124270-01,4856,1
10591640,124270-01,4857,1
10591655,111190-01,4858,1
10591655,111190-01,4859,1
10591655,111190-01,4860,1
10591809,123580-02,4861,1
10591909,111190-03,4862,1
10592242,123680-12,4863,1
10592450,123540-12,4864,1
10592450,124270-01,4865,1
10592454,124270-01,4866,1
10592458,124270-01,4867,1
10592459,124270-01,4868,1
10592460,124270-01,4869,1
10592481,124270-01,4870,1
10592486,124270-01,4871,1
10592487,124270-01,4872,1
10592492,124270-02,4873,1
10592500,124270-01,4874,1
10592502,124270-01,4875,1
10592504,124270-01,4876,1
10592505,124270-01,4877,1
10592509,124270-01,4878,1
10592922,100680-10,4879,1
10592956,111120-07,4880,1
10592961,111120-07,4881,1
10593029,111500-02,4882,1
10593120,135150-10,4883,1
10593120,135150-12,4884,1
10593121,135150-07,4885,1
10593283,151210-02,4886,1
10593589,111700-11,4887,1
10593647,123470-31,4888,1
10593713,162430-09,4889,1
10594020,111400-03,4890,1
10594412,140010-01,4891,1
10594412,140090-01,4892,1
10594532,124860-02,4893,1
10594532,124860-02,4894,1
10594532,124860-02,4895,1
10594606,123590-05,4896,1
10594793,123510-03,4897,1
10594793,123510-03,4898,1
10594890,123080-12,4899,1
10594890,123080-06,4900,1
10594893,123080-15,4901,1
10594895,123080-08,4902,1
10594904,123080-08,4903,1
10595091,123580-01,4904,1
10595328,100600-01,4905,1
10595328,100600-01,4906,1
10595328,100600-01,4907,1
10595405,123020-24,4908,1
10595617,134130-02,4909,1
10595708,100680-10,4910,1
10596247,134130-05,4911,1
10596319,135150-02,4912,1
10596644,100600-01,4913,1
10596644,100600-01,4914,1
10596645,111220-03,4915,1
10596645,111220-07,4916,1
10596645,111240-06,4917,1
10596700,136040-15,4918,1
10596747,100630-10,4919,1
10596825,111230-06,4920,1
10596825,111230-06,4921,1
10596827,111220-07,4922,1
10596860,111190-03,4923,1
10596994,135100-21,4924,1
10596995,135100-21,4925,1
10597269,100680-10,4926,1
10597463,123550-11,4927,1
10597593,123580-01,4928,1
10597636,100610-70,4929,1
10597735,110320-03,4930,1
10597905,111190-01,4931,1
10597905,111190-01,4932,1
10597905,111190-01,4933,1
10597905,111190-03,4934,1
10598111,100470-06,4935,1
10598122,123520-15,4936,1
10598137,111610-01,4937,1
10598140,100470-08,4938,1
10598261,135130-24,4939,1
10598277,100660-01,4940,1
10598277,100660-01,4941,1
10598352,162140-01,4942,1
10599005,100610-70,4943,1
10599350,100600-01,4944,1
10599402,111180-09,4945,1
10599402,111180-12,4946,1
10599454,100610-10,4947,1
10599454,100610-10,4948,1
10599454,100610-10,4949,1
10599454,100610-10,4950,1
10599480,100610-10,4951,1
10599480,100610-10,4952,1
10599480,100610-10,4953,1
10599480,100610-10,4954,1
10599526,124210-01,4955,1
10599536,111400-03,4956,1
10599651,123020-73,4957,1
10599651,123020-84,4958,1
10602857,123590-04,4959,1
10602857,123590-06,4960,1
10602903,162080-01,4961,1
10603449,111230-06,4962,1
10603449,111230-06,4963,1
10603473,123580-02,4964,1
10603622,135100-21,4965,1
10603624,111120-07,4966,1
10603731,111230-06,4967,1
10603731,111230-06,4968,1
10603731,111260-01,4969,1
10603819,123020-24,4970,1
10603894,111120-07,4971,1
10604205,112020-01,4972,1
10604227,110980-01,4973,1
10604227,110980-01,4974,1
10604227,110980-01,4975,1
10604227,110980-01,4976,1
10604227,110980-02,4977,1
10604281,134130-35,4978,1
10604391,111190-02,4979,1
10604399,111190-02,4980,1
10604400,111190-02,4981,1
10604591,111230-06,4982,1
10604591,111230-06,4983,1
10604706,134130-35,4984,1
10604774,111350-13,4985,1
10606470,151580-01,4986,1
10606470,151580-01,4987,1
10606472,111120-07,4988,1
10606482,124870-02,4989,1
10606510,111610-04,4990,1
10606568,123540-14,4991,1
10606657,135100-21,4992,1
10606743,100610-10,4993,1
10606743,100610-10,4994,1
10606743,100610-10,4995,1
10606743,100610-10,4996,1
10606744,124270-01,4997,1
10606772,111260-02,4998,1
10606773,111230-06,4999,1
10606773,111230-06,5000,1
10606773,111260-11,5001,1
10606773,111260-11,5002,1
10606813,100680-10,5003,1
10606814,100600-01,5004,1
10606847,111190-03,5005,1
10606955,123590-08,5006,1
10607264,123020-03,5007,1
10607294,135130-25,5008,1
10607486,124270-01,5009,1
10607569,135120-07,5010,1
10607694,135120-16,5011,1
10608382,134130-35,5012,1
10608407,111180-08,5013,1
10608519,135130-22,5014,1
10608539,111120-07,5015,1
10608729,134130-35,5016,1
10608732,112020-03,5017,1
10608733,112020-03,5018,1
10609091,100680-20,5019,1
10609377,134130-05,5020,1
10609379,134130-04,5021,1
10609381,134130-05,5022,1
10609383,134130-05,5023,1
10609384,134130-05,5024,1
10609384,134130-41,5025,1
10609448,134130-02,5026,1
10609452,134130-05,5027,1
10609460,134130-05,5028,1
10609463,134130-05,5029,1
10609463,134130-41,5030,1
10609564,134130-05,5031,1
10609566,134130-05,5032,1
10609567,134130-05,5033,1
10609568,134130-05,5034,1
10609858,111230-05,5035,1
10609863,151210-01,5036,1
10609864,151210-01,5037,1
10610449,135150-02,5038,1
10610466,134130-35,5039,1
10610528,123020-84,5040,1
10610654,123520-07,5041,1
10610654,123520-07,5042,1
10610736,111190-01,5043,1
10610736,111190-01,5044,1
10610736,111190-01,5045,1
10611014,111180-15,5046,1
10611145,124930-52,5047,1
10611145,124930-52,5048,1
10611145,124930-52,5049,1
10611550,100450-26,5050,1
10612120,100650-02,5051,1
10612211,140010-02,5052,1
10612213,140010-02,5053,1
10612561,124930-52,5054,1
10612561,124930-52,5055,1
10612561,124930-52,5056,1
10612562,124930-52,5057,1
10612684,134130-05,5058,1
10700091,135100-08,5059,1
10700091,135100-21,5060,1
10700094,123590-08,5061,1
10700096,123590-08,5062,1
10700274,134130-05,5063,1
10700485,134130-35,5064,1
10700537,124270-01,5065,1
10700539,123570-05,5066,1
10700608,134130-35,5067,1
10700726,123540-03,5068,1
10700776,100610-70,5069,1
10700941,111190-01,5070,1
10700941,111190-01,5071,1
10700941,111190-01,5072,1
10700941,111190-03,5073,1
10700941,111190-03,5074,1
10700959,134130-35,5075,1
10701220,111150-07,5076,1
10701283,123580-01,5077,1
10701302,123580-01,5078,1
10701385,100680-10,5079,1
10701494,100600-01,5080,1
10701495,100600-01,5081,1
10701693,134130-03,5082,1
10701694,134130-05,5083,1
10701695,124870-02,5084,1
10701710,111180-09,5085,1
10701796,110980-01,5086,1
10701796,110980-01,5087,1
10701796,110980-01,5088,1
10701796,110980-01,5089,1
10701796,110980-02,5090,1
10701797,110980-01,5091,1
10701797,110980-01,5092,1
10701797,110980-01,5093,1
10701797,110980-01,5094,1
10701797,110980-02,5095,1
10701832,151450-01,5096,1
10701859,111640-08,5097,1
10701912,100680-10,5098,1
10702082,123080-12,5099,1
10702082,123080-06,5100,1
10702089,123530-04,5101,1
10702111,111190-01,5102,1
10702111,111190-01,5103,1
10702111,111190-01,5104,1
10702111,111190-03,5105,1
10702664,135120-12,5106,1
10702798,123080-09,5107,1
10702986,100660-01,5108,1
10702986,100660-01,5109,1
10703004,111190-02,5110,1
10703199,123580-01,5111,1
10703297,135150-14,5112,1
10703305,151450-01,5113,1
10703380,124870-02,5114,1
10703764,124270-02,5115,1
10703850,111230-06,5116,1
10703850,111230-06,5117,1
10703866,123510-05,5118,1
10703871,134270-03,5119,1
10704006,124870-03,5120,1
10704066,124270-01,5121,1
10704198,123080-15,5122,1
10704258,100610-10,5123,1
10704395,111860-40,5124,1
10704395,111860-40,5125,1
10704395,111860-40,5126,1
10704395,111860-40,5127,1
10704501,100620-01,5128,1
10704502,124930-13,5129,1
10704522,111190-01,5130,1
10704522,111190-01,5131,1
10704522,111190-01,5132,1
10704538,100600-01,5133,1
10704620,123510-03,5134,1
10704791,135090-09,5135,1
10704952,134130-08,5136,1
10705035,111480-01,5137,1
10705052,111120-07,5138,1
10705173,111230-06,5139,1
10705173,111230-06,5140,1
10705585,110980-01,5141,1
10705585,110980-01,5142,1
10705585,110980-01,5143,1
10705585,110980-01,5144,1
10705585,110980-01,5145,1
10706125,111480-01,5146,1
10706176,100610-70,5147,1
10706231,100610-10,5148,1
10706231,100610-10,5149,1
10706231,100610-10,5150,1
10706231,100610-10,5151,1
10706750,151210-01,5152,1
10706751,151210-01,5153,1
10706753,151210-01,5154,1
10706761,111190-03,5155,1
10706902,124270-02,5156,1
10707104,111500-02,5157,1
10707410,123020-73,5158,1
10707437,111480-01,5159,1
10707462,123680-01,5160,1
10707526,100610-70,5161,1
10707537,123590-08,5162,1
10707853,135150-07,5163,1
10707854,135150-07,5164,1
10709136,111260-02,5165,1
10709136,111260-02,5166,1
10709148,111260-01,5167,1
10709148,111260-02,5168,1
10709255,111240-06,5169,1
10710137,124270-02,5170,1
10710167,123680-18,5171,1
10710167,123680-20,5172,1
10712321,111240-16,5173,1
10712493,134130-31,5174,1
10712519,123580-02,5175,1
10713117,100600-01,5176,1
10713175,111190-01,5177,1
10713175,111190-01,5178,1
10713175,111190-03,5179,1
10713256,123580-02,5180,1
10713425,111350-18,5181,1
10713425,111350-18,5182,1
10713425,111400-02,5183,1
10713748,111230-06,5184,1
10713748,111230-06,5185,1
10713766,123530-01,5186,1
10713766,123530-03,5187,1
10713816,134130-04,5188,1
10714021,123510-05,5189,1
10714067,135150-12,5190,1
10714069,135150-12,5191,1
10714352,134130-05,5192,1
10714353,134130-05,5193,1
10714440,124270-02,5194,1
10715100,123530-05,5195,1
10715100,123530-05,5196,1
10715100,123530-05,5197,1
10715101,110980-01,5198,1
10715495,134130-05,5199,1
10715496,134130-05,5200,1
10715545,123080-13,5201,1
10715562,100680-10,5202,1
10716337,100680-10,5203,1
10716549,100610-50,5204,1
10716549,100610-50,5205,1
10716549,100610-50,5206,1
10716549,100610-50,5207,1
10716569,134130-08,5208,1
10716755,134130-35,5209,1
10716912,111350-14,5210,1
10716912,111350-16,5211,1
10716912,111350-17,5212,1
10716916,111400-03,5213,1
10716959,134130-31,5214,1
10716959,134130-32,5215,1
10716969,111400-03,5216,1
10719804,100660-01,5217,1
10719804,100660-01,5218,1
10719907,111350-16,5219,1
10722674,100630-10,5220,1
10728158,111350-13,5221,1
10730297,123540-05,5222,1
10736532,111230-05,5223,1
10736637,124270-01,5224,1
10736640,111230-06,5225,1
10736640,111230-06,5226,1
10736856,111260-01,5227,1
10739817,111230-06,5228,1
10739817,111230-06,5229,1
10739817,111260-01,5230,1
10739817,111260-11,5231,1
10739817,111260-11,5232,1
10739817,111260-11,5233,1
10740309,100610-10,5234,1
10740689,111040-06,5235,1
10740689,111040-06,5236,1
10743212,140320-01,5237,1
10745466,110980-01,5238,1
10745466,110980-01,5239,1
10745466,110980-01,5240,1
10745466,110980-01,5241,1
10745466,110980-01,5242,1
10745466,110980-02,5243,1
10745467,110980-01,5244,1
10745467,110980-01,5245,1
10745467,110980-01,5246,1
10745467,110980-01,5247,1
10745467,110980-02,5248,1
10745469,110980-01,5249,1
10745469,110980-01,5250,1
10745469,110980-01,5251,1
10745469,110980-01,5252,1
10745469,110980-02,5253,1
10747987,100680-10,5254,1
10748624,111230-06,5255,1
10748624,111230-06,5256,1
10748671,134130-01,5257,1
10748855,123020-84,5258,1
10748892,111260-01,5259,1
10748892,111260-02,5260,1
10748892,111260-02,5261,1
10751609,123410-15,5262,1
10755801,124270-02,5263,1
10756167,111180-09,5264,1
10756167,111180-12,5265,1
10756229,134130-35,5266,1
10756422,111820-02,5267,1
10756422,111820-02,5268,1
10756427,110980-01,5269,1
10756427,110980-01,5270,1
10756427,110980-01,5271,1
10756427,110980-01,5272,1
10756512,110980-01,5273,1
10756537,100650-01,5274,1
10756537,100650-01,5275,1
10756537,100650-01,5276,1
10756537,100650-01,5277,1
10756611,135130-25,5278,1
10756753,151450-01,5279,1
10756942,100710-10,5280,1
10757256,100710-20,5281,1
10757257,100710-30,5282,1
10757675,135150-06,5283,1
10757676,135150-07,5284,1
10757683,111360-04,5285,1
10758789,111190-01,5286,1
10758789,111190-01,5287,1
10758789,111190-01,5288,1
10759038,111400-03,5289,1
10759039,111400-03,5290,1
10759076,123590-08,5291,1
10759168,124270-01,5292,1
10759172,111190-01,5293,1
10759763,124930-30,5294,1
10759975,123400-15,5295,1
10760231,123580-01,5296,1
10760692,123530-01,5297,1
10760692,123530-01,5298,1
10761190,111190-01,5299,1
10761190,111190-01,5300,1
10761190,111190-01,5301,1
10761199,111190-01,5302,1
10761201,111190-01,5303,1
10761201,111190-01,5304,1
10761201,111190-01,5305,1
10761806,111190-01,5306,1
10761806,111190-01,5307,1
10761806,111190-01,5308,1
10763942,100660-01,5309,1
10763942,100660-01,5310,1
10765651,100450-26,5311,1
10767567,123540-03,5312,1
10772187,135150-12,5313,1
10773102,100630-10,5314,1
10773550,111190-01,5315,1
10773550,111190-01,5316,1
10773608,135150-15,5317,1
10773805,111120-07,5318,1
10773913,124870-01,5319,1
10774644,124930-21,5320,1
10775303,124270-01,5321,1
10775686,123580-01,5322,1
10775687,123580-01,5323,1
10775766,111230-06,5324,1
10775766,111230-06,5325,1
10775768,123380-03,5326,1
10775768,123380-03,5327,1
10775768,123380-03,5328,1
10775768,123380-03,5329,1
10777106,111230-06,5330,1
10777106,111230-06,5331,1
10778279,110980-01,5332,1
10778279,110980-01,5333,1
10778279,110980-01,5334,1
10778279,110980-01,5335,1
10778949,123680-18,5336,1
10778992,123580-01,5337,1
10779519,135150-14,5338,1
10779531,111580-04,5339,1
10780647,123530-01,5340,1
10780647,123530-02,5341,1
10781133,135150-02,5342,1
10781412,124270-02,5343,1
10781459,111120-07,5344,1
10781543,111260-01,5345,1
10781588,125040-05,5346,1
10781664,111240-05,5347,1
10781664,123590-06,5348,1
10781723,135150-02,5349,1
10781729,135150-15,5350,1
10781731,111190-01,5351,1
10781731,111190-01,5352,1
