K,Q_max
10070932,1000000
10070932,1000000
10070932,1000000
10070961,1000000
10070961,1000000
10070961,1000000
10070961,1000000
10070961,1000000
10071048,1000000
10071048,1000000
10071048,1000000
10071048,1000000
10071048,1000000
10071048,1000000
10071104,1000000
10071124,1000000
10071124,1000000
10071134,1000000
10071182,1000000
10071199,1000000
10071235,1000000
10071258,1000000
10071258,1000000
10071258,1000000
10071258,1000000
10071258,1000000
10071259,1000000
10071259,1000000
10071260,1000000
10071262,1000000
10071262,1000000
10071349,1000000
10071360,1000000
10071519,1000000
10071519,1000000
10071519,1000000
10071545,1000000
10071687,1000000
10071687,1000000
10071740,1000000
10071787,1000000
10071819,1000000
10071836,1000000
10071918,1000000
10071918,1000000
10071918,1000000
10071918,1000000
10071922,1000000
10072008,1000000
10072008,1000000
10072053,1000000
10072056,1000000
10072058,1000000
10072058,1000000
10072075,1000000
10072075,1000000
10072163,1000000
10072163,1000000
10072163,1000000
10072164,1000000
10072167,1000000
10072167,1000000
10072180,1000000
10072180,1000000
10072210,1000000
10072240,1000000
10072286,1000000
10072287,1000000
10072297,1000000
10072346,1000000
10072350,1000000
10072351,1000000
10072354,1000000
10072354,1000000
10072356,1000000
10072362,1000000
10072362,1000000
10072374,1000000
10072378,1000000
10072390,1000000
10072390,1000000
10072468,1000000
10072468,1000000
10072488,1000000
10072501,1000000
10072501,1000000
10072547,1000000
10072584,1000000
10072584,1000000
10072724,1000000
10072733,1000000
10072752,1000000
10072780,1000000
10072799,1000000
10072799,1000000
10072807,1000000
10072807,1000000
10072809,1000000
10072844,1000000
10072844,1000000
10072846,1000000
10072851,1000000
10072851,1000000
10072866,1000000
10072875,1000000
10073010,1000000
10073038,1000000
10073038,1000000
10073129,1000000
10073208,1000000
10073208,1000000
10073224,1000000
10073224,1000000
10073276,1000000
10073298,1000000
10073316,1000000
10073316,1000000
10073387,1000000
10073572,1000000
10073572,1000000
10073573,1000000
10073594,1000000
10073594,1000000
10073662,1000000
10073709,1000000
10073709,1000000
10073852,1000000
10073852,1000000
10073883,1000000
10073920,1000000
10073996,1000000
10073996,1000000
10074093,1000000
10074093,1000000
10074093,1000000
10074093,1000000
10074093,1000000
10074093,1000000
10074093,1000000
10074093,1000000
10074143,1000000
10074217,1000000
10074217,1000000
10074217,1000000
10074217,1000000
10074217,1000000
10074287,1000000
10074287,1000000
10074287,1000000
10074287,1000000
10074299,1000000
10074299,1000000
10074444,1000000
10074454,1000000
10074454,1000000
10074572,1000000
10074572,1000000
10074572,1000000
10074572,1000000
10074716,1000000
10074826,1000000
10074884,1000000
10074927,1000000
10074927,1000000
10075141,1000000
10075141,1000000
10075303,1000000
10075331,1000000
10075331,1000000
10075343,1000000
10075402,1000000
10075511,1000000
10075658,1000000
10075798,1000000
10075809,1000000
10075810,1000000
10075817,1000000
10075869,1000000
10075916,1000000
10075916,1000000
10076068,1000000
10076068,1000000
10076068,1000000
10076068,1000000
10076068,1000000
10076069,1000000
10076069,1000000
10076069,1000000
10076070,1000000
10076070,1000000
10076070,1000000
10076070,1000000
10076070,1000000
10076071,1000000
10076071,1000000
10076071,1000000
10076071,1000000
10076071,1000000
10076071,1000000
10076071,1000000
10076071,1000000
10076072,1000000
10076072,1000000
10076072,1000000
10076072,1000000
10076072,1000000
10076072,1000000
10076072,1000000
10076073,1000000
10076073,1000000
10076073,1000000
10076074,1000000
10076074,1000000
10076074,1000000
10076074,1000000
10076074,1000000
10076125,1000000
10076126,1000000
10076196,1000000
10076235,1000000
10076235,1000000
10076275,1000000
10076417,1000000
10076425,1000000
10076425,1000000
10076484,1000000
10076780,1000000
10076850,1000000
10076922,1000000
10076964,1000000
10076964,1000000
10076964,1000000
10076964,1000000
10076964,1000000
10076964,1000000
10077024,1000000
10077071,1000000
10077072,1000000
10077072,1000000
10077073,1000000
10077093,1000000
10077093,1000000
10077149,1000000
10077202,1000000
10077205,1000000
10077239,1000000
10077239,1000000
10077239,1000000
10077239,1000000
10077239,1000000
10077239,1000000
10077239,1000000
10077239,1000000
10077239,1000000
10077278,1000000
10077278,1000000
10077278,1000000
10077278,1000000
10077348,1000000
10077426,1000000
10077426,1000000
10077451,1000000
10077490,1000000
10077490,1000000
10077514,1000000
10077606,1000000
10077723,1000000
10077801,1000000
10077801,1000000
10077801,1000000
10077955,1000000
10077955,1000000
10077955,1000000
10077955,1000000
10077955,1000000
10077955,1000000
10078236,1000000
10078279,1000000
10078308,1000000
10078334,1000000
10078334,1000000
10078423,1000000
10078596,1000000
10078614,1000000
10078623,1000000
10078634,1000000
10078682,1000000
10078682,1000000
10078682,1000000
10078682,1000000
10078682,1000000
10078988,1000000
10078988,1000000
10079216,1000000
10079216,1000000
10079231,1000000
10079231,1000000
10079313,1000000
10079313,1000000
10079411,1000000
10079429,1000000
10079726,1000000
10079792,1000000
10079828,1000000
10079828,1000000
10079859,1000000
10079859,1000000
10079931,1000000
10080123,1000000
10080123,1000000
10080123,1000000
10080123,1000000
10080123,1000000
10080123,1000000
10080123,1000000
10080123,1000000
10080123,1000000
10080123,1000000
10080123,1000000
10080123,1000000
10080123,1000000
10080123,1000000
10080149,1000000
10080289,1000000
10080336,1000000
10080448,1000000
10080448,1000000
10080496,1000000
10080496,1000000
10080496,1000000
10080646,1000000
10080654,1000000
10080689,1000000
10080690,1000000
10080691,1000000
10080692,1000000
10080694,1000000
10080696,1000000
10080697,1000000
10080698,1000000
10080702,1000000
10080775,1000000
10080779,1000000
10080779,1000000
10080798,1000000
10080798,1000000
10080798,1000000
10080901,1000000
10080901,1000000
10080978,1000000
10081053,1000000
10081062,1000000
10081266,1000000
10081315,1000000
10081315,1000000
10081315,1000000
10081315,1000000
10081315,1000000
10081315,1000000
10081315,1000000
10081315,1000000
10081315,1000000
10081315,1000000
10081315,1000000
10081316,1000000
10081316,1000000
10081316,1000000
10081316,1000000
10081316,1000000
10081316,1000000
10081316,1000000
10081316,1000000
10081316,1000000
10081316,1000000
10081352,1000000
10081373,1000000
10081385,1000000
10081481,1000000
10081481,1000000
10081481,1000000
10081481,1000000
10081492,1000000
10081541,1000000
10081542,1000000
10081624,1000000
10081624,1000000
10081708,1000000
10081708,1000000
10081708,1000000
10081708,1000000
10081708,1000000
10081708,1000000
10081708,1000000
10081708,1000000
10081833,1000000
10081833,1000000
10081835,1000000
10081917,1000000
10081917,1000000
10081917,1000000
10082136,1000000
10082187,1000000
10082187,1000000
10082235,1000000
10082342,1000000
10082342,1000000
10082355,1000000
10082355,1000000
10082360,1000000
10082372,1000000
10082411,1000000
10082444,1000000
10082467,1000000
10082468,1000000
10082469,1000000
10082486,1000000
10082532,1000000
10082536,1000000
10082541,1000000
10082569,1000000
10082596,1000000
10082858,1000000
10082858,1000000
10082913,1000000
10082944,1000000
10082944,1000000
10082972,1000000
10082972,1000000
10082972,1000000
10082972,1000000
10082972,1000000
10082972,1000000
10082972,1000000
10083117,1000000
10083122,1000000
10083190,1000000
10083427,1000000
10083708,1000000
10083708,1000000
10083708,1000000
10083799,1000000
10083829,1000000
10083872,1000000
10083872,1000000
10083872,1000000
10083872,1000000
10083872,1000000
10083872,1000000
10083932,1000000
10083935,1000000
10083935,1000000
10083973,1000000
10084106,1000000
10084121,1000000
10084121,1000000
10084321,1000000
10084321,1000000
10084321,1000000
10084321,1000000
10084334,1000000
10084334,1000000
10084334,1000000
10084334,1000000
10084364,1000000
10084364,1000000
10084393,1000000
10084555,1000000
10084593,1000000
10084596,1000000
10084624,1000000
10084756,1000000
10084841,1000000
10084925,1000000
10084926,1000000
10084926,1000000
10085070,1000000
10085089,1000000
10085107,1000000
10085108,1000000
10085388,1000000
10085415,1000000
10085539,1000000
10085539,1000000
10085548,1000000
10085653,1000000
10085701,1000000
10085701,1000000
10085701,1000000
10085701,1000000
10085708,1000000
10085796,1000000
10085796,1000000
10085842,1000000
10086057,1000000
10086120,1000000
10086120,1000000
10086120,1000000
10086130,1000000
10086130,1000000
10086190,1000000
10086190,1000000
10086190,1000000
10086190,1000000
10086190,1000000
10086190,1000000
10086190,1000000
10086190,1000000
10086190,1000000
10086190,1000000
10086190,1000000
10086190,1000000
10086324,1000000
10086660,1000000
10086660,1000000
10086660,1000000
10086722,1000000
10086775,1000000
10086821,1000000
10086876,1000000
10086877,1000000
10086915,1000000
10086915,1000000
10086950,1000000
10086960,1000000
10086960,1000000
10086961,1000000
10086961,1000000
10086963,1000000
10087059,1000000
10087071,1000000
10087071,1000000
10087119,1000000
10087140,1000000
10087140,1000000
10087140,1000000
10087140,1000000
10087140,1000000
10087140,1000000
10087140,1000000
10087140,1000000
10087140,1000000
10087140,1000000
10087151,1000000
10087151,1000000
10087151,1000000
10087151,1000000
10087151,1000000
10087184,1000000
10087187,1000000
10087187,1000000
10087187,1000000
10087394,1000000
10087394,1000000
10087509,1000000
10087509,1000000
10087667,1000000
10087855,1000000
10087856,1000000
10087992,1000000
10087992,1000000
10087992,1000000
10087992,1000000
10087997,1000000
10088013,1000000
10088015,1000000
10088021,1000000
10088092,1000000
10088092,1000000
10088092,1000000
10088134,1000000
10088146,1000000
10088146,1000000
10088146,1000000
10088146,1000000
10088146,1000000
10088146,1000000
10088146,1000000
10088146,1000000
10088210,1000000
10088210,1000000
10088210,1000000
10088210,1000000
10088477,1000000
10088477,1000000
10088477,1000000
10088477,1000000
10088477,1000000
10088477,1000000
10088477,1000000
10088500,1000000
10088500,1000000
10088651,1000000
10088735,1000000
10088735,1000000
10088759,1000000
10088759,1000000
10088833,1000000
10088833,1000000
10088833,1000000
10088833,1000000
10088833,1000000
10088833,1000000
10088833,1000000
10088833,1000000
10088926,1000000
10088926,1000000
10088926,1000000
10088926,1000000
10088926,1000000
10088926,1000000
10088926,1000000
10088927,1000000
10088927,1000000
10088927,1000000
10088927,1000000
10088927,1000000
10088931,1000000
10088931,1000000
10088931,1000000
10088931,1000000
10088986,1000000
10089008,1000000
10089008,1000000
10089184,1000000
10089368,1000000
10089368,1000000
10089368,1000000
10089368,1000000
10089368,1000000
10089368,1000000
10089368,1000000
10089368,1000000
10089368,1000000
10089392,1000000
10089392,1000000
10089392,1000000
10089392,1000000
10089403,1000000
10089438,1000000
10089440,1000000
10089440,1000000
10089440,1000000
10089444,1000000
10089481,1000000
10089481,1000000
10089545,1000000
10089545,1000000
10089545,1000000
10089545,1000000
10089601,1000000
10089662,1000000
10089748,1000000
10089804,1000000
10089831,1000000
10089831,1000000
10089832,1000000
10089832,1000000
10089938,1000000
10089951,1000000
10089951,1000000
10095046,1000000
10095046,1000000
10095046,1000000
10095144,1000000
10095145,1000000
10095146,1000000
10095146,1000000
10095146,1000000
10095146,1000000
10095146,1000000
10095146,1000000
10095146,1000000
10095146,1000000
10095147,1000000
10095147,1000000
10095147,1000000
10095147,1000000
10095147,1000000
10095147,1000000
10095148,1000000
10095148,1000000
10095155,1000000
10095167,1000000
10095240,1000000
10095240,1000000
10095275,1000000
10095303,1000000
10095384,1000000
10095618,1000000
10095618,1000000
10095682,1000000
10095682,1000000
10095682,1000000
10095682,1000000
10095735,1000000
10095735,1000000
10095736,1000000
10095803,1000000
10095837,1000000
10095837,1000000
10095837,1000000
10095844,1000000
10095844,1000000
10095844,1000000
10095844,1000000
10095844,1000000
10095849,1000000
10095849,1000000
10095852,1000000
10095852,1000000
10095856,1000000
10095856,1000000
10095878,1000000
10095915,1000000
10095994,1000000
10095994,1000000
10095994,1000000
10095994,1000000
10095994,1000000
10095994,1000000
10096123,1000000
10096123,1000000
10096247,1000000
10096247,1000000
10096247,1000000
10096247,1000000
10096275,1000000
10096275,1000000
10096281,1000000
10096282,1000000
10096297,1000000
10096297,1000000
10096334,1000000
10096334,1000000
10096334,1000000
10096345,1000000
10096426,1000000
10096426,1000000
10096426,1000000
10096426,1000000
10096427,1000000
10096457,1000000
10096457,1000000
10096575,1000000
10096599,1000000
10096601,1000000
10096602,1000000
10096602,1000000
10096602,1000000
10096602,1000000
10096604,1000000
10096620,1000000
10096716,1000000
10096718,1000000
10096728,1000000
10096728,1000000
10096728,1000000
10096728,1000000
10096728,1000000
10096728,1000000
10096728,1000000
10096728,1000000
10096728,1000000
10096850,1000000
10096850,1000000
10096850,1000000
10096850,1000000
10096860,1000000
10096860,1000000
10096860,1000000
10096860,1000000
10096860,1000000
10096894,1000000
10096959,1000000
10097089,1000000
10097091,1000000
10097098,1000000
10097098,1000000
10097098,1000000
10097125,1000000
10097260,1000000
10097316,1000000
10097402,1000000
10097432,1000000
10097475,1000000
10097475,1000000
10097475,1000000
10097475,1000000
10097505,1000000
10097565,1000000
10097600,1000000
10097600,1000000
10097740,1000000
10097803,1000000
10097803,1000000
10097808,1000000
10097808,1000000
10097808,1000000
10097808,1000000
10097808,1000000
10097919,1000000
10097919,1000000
10097919,1000000
10097919,1000000
10097919,1000000
10097919,1000000
10097919,1000000
10097919,1000000
10123558,1000000
10123885,1000000
10123885,1000000
10124196,1000000
10124639,1000000
10124888,1000000
10134407,1000000
10134408,1000000
10134410,1000000
10138795,1000000
10141654,1000000
10142212,1000000
10175465,1000000
10175465,1000000
10175466,1000000
10175467,1000000
10175467,1000000
10193317,1000000
10193336,1000000
10193370,1000000
10193372,1000000
10193373,1000000
10200021,1000000
10200021,1000000
10200358,1000000
10200389,1000000
10200397,1000000
10200397,1000000
10200397,1000000
10200423,1000000
10200486,1000000
10200685,1000000
10200729,1000000
10200730,1000000
10200732,1000000
10200778,1000000
10200837,1000000
10200841,1000000
10200990,1000000
10200990,1000000
10201018,1000000
10201018,1000000
10201018,1000000
10201018,1000000
10201018,1000000
10201074,1000000
10201074,1000000
10201074,1000000
10201074,1000000
10201117,1000000
10201117,1000000
10201117,1000000
10201120,1000000
10201120,1000000
10201120,1000000
10201120,1000000
10201120,1000000
10201120,1000000
10201120,1000000
10201120,1000000
10201120,1000000
10201120,1000000
10201152,1000000
10201152,1000000
10201152,1000000
10201152,1000000
10201152,1000000
10201153,1000000
10201153,1000000
10201153,1000000
10201153,1000000
10201153,1000000
10201153,1000000
10201153,1000000
10201154,1000000
10201154,1000000
10201154,1000000
10201154,1000000
10201176,1000000
10201189,1000000
10201189,1000000
10201216,1000000
10201216,1000000
10201341,1000000
10201342,1000000
10201370,1000000
10201370,1000000
10201370,1000000
10201370,1000000
10201370,1000000
10201370,1000000
10201370,1000000
10201370,1000000
10201370,1000000
10201370,1000000
10201370,1000000
10201370,1000000
10201370,1000000
10201370,1000000
10201370,1000000
10201370,1000000
10201370,1000000
10201370,1000000
10201370,1000000
10201370,1000000
10201370,1000000
10201370,1000000
10201370,1000000
10201370,1000000
10201533,1000000
10201549,1000000
10201554,1000000
10201630,1000000
10201630,1000000
10201630,1000000
10201631,1000000
10201631,1000000
10201631,1000000
10201631,1000000
10201647,1000000
10201669,1000000
10201669,1000000
10201669,1000000
10201720,1000000
10201765,1000000
10201765,1000000
10201765,1000000
10201790,1000000
10201798,1000000
10201798,1000000
10201835,1000000
10201835,1000000
10201910,1000000
10201941,1000000
10201966,1000000
10201966,1000000
10201997,1000000
10202061,1000000
10202061,1000000
10202079,1000000
10202079,1000000
10202113,1000000
10202135,1000000
10202135,1000000
10202137,1000000
10202166,1000000
10202170,1000000
10202171,1000000
10202203,1000000
10202203,1000000
10202203,1000000
10202203,1000000
10202324,1000000
10202334,1000000
10202391,1000000
10202392,1000000
10202393,1000000
10202394,1000000
10202410,1000000
10202410,1000000
10202469,1000000
10202469,1000000
10202470,1000000
10202470,1000000
10202507,1000000
10202507,1000000
10202507,1000000
10202508,1000000
10202508,1000000
10202508,1000000
10202509,1000000
10202510,1000000
10202510,1000000
10202511,1000000
10202511,1000000
10202512,1000000
10202512,1000000
10202512,1000000
10202512,1000000
10202513,1000000
10202513,1000000
10202513,1000000
10202513,1000000
10202515,1000000
10202515,1000000
10202515,1000000
10202574,1000000
10202575,1000000
10202576,1000000
10202584,1000000
10202625,1000000
10202681,1000000
10202681,1000000
10202682,1000000
10202682,1000000
10202683,1000000
10202683,1000000
10202683,1000000
10202683,1000000
10202684,1000000
10202684,1000000
10202684,1000000
10202684,1000000
10202685,1000000
10202685,1000000
10202685,1000000
10202686,1000000
10202686,1000000
10202686,1000000
10202704,1000000
10202704,1000000
10202704,1000000
10202704,1000000
10202704,1000000
10202704,1000000
10202704,1000000
10202704,1000000
10202705,1000000
10202705,1000000
10202705,1000000
10202705,1000000
10202705,1000000
10202790,1000000
10202790,1000000
10202792,1000000
10202792,1000000
10202793,1000000
10202793,1000000
10202794,1000000
10202794,1000000
10202794,1000000
10202794,1000000
10202795,1000000
10202795,1000000
10202795,1000000
10202795,1000000
10202851,1000000
10202851,1000000
10202851,1000000
10202852,1000000
10202852,1000000
10202852,1000000
10202854,1000000
10202854,1000000
10202855,1000000
10202855,1000000
10202855,1000000
10202855,1000000
10202856,1000000
10202856,1000000
10202856,1000000
10202856,1000000
10202858,1000000
10202858,1000000
10202858,1000000
10202861,1000000
10202861,1000000
10202861,1000000
10202864,1000000
10202864,1000000
10202865,1000000
10202865,1000000
10202865,1000000
10202865,1000000
10202866,1000000
10202866,1000000
10202866,1000000
10202866,1000000
10202867,1000000
10202867,1000000
10202867,1000000
10202892,1000000
10202948,1000000
10202948,1000000
10203138,1000000
10203212,1000000
10203212,1000000
10203212,1000000
10203227,1000000
10203254,1000000
10203254,1000000
10203255,1000000
10203255,1000000
10203256,1000000
10203256,1000000
10203256,1000000
10203256,1000000
10203257,1000000
10203257,1000000
10203257,1000000
10203257,1000000
10203258,1000000
10203258,1000000
10203258,1000000
10203259,1000000
10203259,1000000
10203259,1000000
10203260,1000000
10203260,1000000
10203260,1000000
10203264,1000000
10203264,1000000
10203265,1000000
10203266,1000000
10203311,1000000
10203311,1000000
10203311,1000000
10203311,1000000
10203312,1000000
10203312,1000000
10203312,1000000
10203312,1000000
10203376,1000000
10203376,1000000
10203412,1000000
10203459,1000000
10203468,1000000
10203483,1000000
10203484,1000000
10203517,1000000
10203517,1000000
10203517,1000000
10203517,1000000
10203546,1000000
10203546,1000000
10203546,1000000
10203546,1000000
10203546,1000000
10203546,1000000
10203546,1000000
10203546,1000000
10203546,1000000
10203546,1000000
10203546,1000000
10203546,1000000
10203546,1000000
10203546,1000000
10203579,1000000
10203579,1000000
10203579,1000000
10203579,1000000
10203579,1000000
10203941,1000000
10203943,1000000
10204003,1000000
10204006,1000000
10204048,1000000
10204069,1000000
10204069,1000000
10204110,1000000
10204126,1000000
10204129,1000000
10204204,1000000
10204247,1000000
10204247,1000000
10204285,1000000
10204410,1000000
10204411,1000000
10204515,1000000
10204515,1000000
10204538,1000000
10204538,1000000
10204609,1000000
10204620,1000000
10204650,1000000
10204651,1000000
10204665,1000000
10204666,1000000
10204699,1000000
10204716,1000000
10204724,1000000
10204724,1000000
10204737,1000000
10204766,1000000
10204780,1000000
10204826,1000000
10204863,1000000
10204878,1000000
10204906,1000000
10204996,1000000
10205079,1000000
10205079,1000000
10205079,1000000
10205079,1000000
10205080,1000000
10205080,1000000
10205104,1000000
10205109,1000000
10205111,1000000
10205163,1000000
10205163,1000000
10205210,1000000
10205211,1000000
10205211,1000000
10205262,1000000
10205284,1000000
10205306,1000000
10205308,1000000
10205375,1000000
10205376,1000000
10205382,1000000
10205499,1000000
10205499,1000000
10205499,1000000
10205499,1000000
10205499,1000000
10205504,1000000
10205509,1000000
10205530,1000000
10205531,1000000
10205532,1000000
10205568,1000000
10205585,1000000
10205591,1000000
10205614,1000000
10205657,1000000
10205732,1000000
10205732,1000000
10205732,1000000
10205732,1000000
10205736,1000000
10205744,1000000
10205764,1000000
10205766,1000000
10205766,1000000
10205766,1000000
10205777,1000000
10205781,1000000
10205781,1000000
10205781,1000000
10205781,1000000
10205781,1000000
10205781,1000000
10205781,1000000
10205781,1000000
10205834,1000000
10205860,1000000
10205941,1000000
10205953,1000000
10205953,1000000
10205956,1000000
10205956,1000000
10205994,1000000
10206050,1000000
10206050,1000000
10206065,1000000
10206132,1000000
10206138,1000000
10206165,1000000
10206165,1000000
10206309,1000000
10206312,1000000
10206313,1000000
10206323,1000000
10206323,1000000
10206386,1000000
10206386,1000000
10206386,1000000
10206386,1000000
10206386,1000000
10206386,1000000
10206475,1000000
10206475,1000000
10206520,1000000
10206570,1000000
10206607,1000000
10206638,1000000
10206641,1000000
10206646,1000000
10206673,1000000
10206673,1000000
10206697,1000000
10206697,1000000
10206724,1000000
10206724,1000000
10206753,1000000
10206768,1000000
10206830,1000000
10206830,1000000
10206862,1000000
10206862,1000000
10206927,1000000
10206928,1000000
10206929,1000000
10206930,1000000
10206947,1000000
10206957,1000000
10206957,1000000
10206957,1000000
10206957,1000000
10206957,1000000
10206957,1000000
10206957,1000000
10206957,1000000
10206957,1000000
10206978,1000000
10206978,1000000
10206978,1000000
10206982,1000000
10206982,1000000
10206982,1000000
10206982,1000000
10207056,1000000
10207069,1000000
10207115,1000000
10207115,1000000
10207115,1000000
10207115,1000000
10207142,1000000
10207142,1000000
10207142,1000000
10207201,1000000
10207201,1000000
10207201,1000000
10207201,1000000
10207201,1000000
10207205,1000000
10207217,1000000
10207384,1000000
10207384,1000000
10207412,1000000
10207412,1000000
10207413,1000000
10207414,1000000
10207415,1000000
10207495,1000000
10207525,1000000
10207525,1000000
10207529,1000000
10207619,1000000
10207671,1000000
10207688,1000000
10207868,1000000
10207868,1000000
10207868,1000000
10207868,1000000
10207868,1000000
10207868,1000000
10207868,1000000
10207868,1000000
10207868,1000000
10207868,1000000
10207870,1000000
10207870,1000000
10207870,1000000
10207893,1000000
10207893,1000000
10207900,1000000
10207903,1000000
10207934,1000000
10207934,1000000
10207964,1000000
10207964,1000000
10207964,1000000
10207977,1000000
10208034,1000000
10208133,1000000
10208154,1000000
10208173,1000000
10208174,1000000
10208174,1000000
10208174,1000000
10208253,1000000
10208253,1000000
10208253,1000000
10208259,1000000
10208278,1000000
10208298,1000000
10208298,1000000
10208326,1000000
10208348,1000000
10208359,1000000
10208359,1000000
10208401,1000000
10208401,1000000
10208401,1000000
10208401,1000000
10208401,1000000
10208401,1000000
10208405,1000000
10208445,1000000
10208445,1000000
10208445,1000000
10208462,1000000
10208462,1000000
10208495,1000000
10208495,1000000
10208495,1000000
10208498,1000000
10208498,1000000
10208498,1000000
10208498,1000000
10208498,1000000
10208599,1000000
10208633,1000000
10208660,1000000
10208708,1000000
10208708,1000000
10208708,1000000
10208708,1000000
10208720,1000000
10208761,1000000
10208776,1000000
10208914,1000000
10208979,1000000
10209005,1000000
10209067,1000000
10209091,1000000
10209280,1000000
10209280,1000000
10209280,1000000
10209280,1000000
10209280,1000000
10209280,1000000
10209280,1000000
10209280,1000000
10209280,1000000
10209280,1000000
10209280,1000000
10209280,1000000
10209280,1000000
10209280,1000000
10209283,1000000
10209283,1000000
10209283,1000000
10209283,1000000
10209283,1000000
10209283,1000000
10209283,1000000
10209283,1000000
10209283,1000000
10209304,1000000
10209306,1000000
10209308,1000000
10209308,1000000
10209363,1000000
10209365,1000000
10209450,1000000
10209463,1000000
10209464,1000000
10209495,1000000
10209495,1000000
10209538,1000000
10209538,1000000
10209547,1000000
10209602,1000000
10209605,1000000
10209605,1000000
10209609,1000000
10209614,1000000
10209615,1000000
10209676,1000000
10209676,1000000
10209771,1000000
10209771,1000000
10209771,1000000
10209801,1000000
10209817,1000000
10209845,1000000
10209845,1000000
10209845,1000000
10209845,1000000
10209891,1000000
10209908,1000000
10209908,1000000
10209914,1000000
10209934,1000000
10209934,1000000
10209934,1000000
10209934,1000000
10209934,1000000
10209942,1000000
10209975,1000000
10210103,1000000
10210141,1000000
10210141,1000000
10210141,1000000
10210143,1000000
10210143,1000000
10210143,1000000
10210143,1000000
10210174,1000000
10210208,1000000
10210209,1000000
10210212,1000000
10210213,1000000
10210213,1000000
10210214,1000000
10210215,1000000
10210215,1000000
10210216,1000000
10210238,1000000
10210240,1000000
10210252,1000000
10210267,1000000
10210267,1000000
10210267,1000000
10210267,1000000
10210267,1000000
10210389,1000000
10210447,1000000
10210447,1000000
10210467,1000000
10210495,1000000
10210548,1000000
10210548,1000000
10210548,1000000
10210548,1000000
10210560,1000000
10210560,1000000
10210581,1000000
10210641,1000000
10210649,1000000
10210827,1000000
10210827,1000000
10210827,1000000
10210875,1000000
10210875,1000000
10210882,1000000
10210909,1000000
10210946,1000000
10210963,1000000
10210963,1000000
10210963,1000000
10210963,1000000
10210987,1000000
10210987,1000000
10210987,1000000
10210987,1000000
10210987,1000000
10210988,1000000
10210989,1000000
10210990,1000000
10210990,1000000
10210997,1000000
10210997,1000000
10210997,1000000
10210997,1000000
10211054,1000000
10211087,1000000
10211100,1000000
10211100,1000000
10211142,1000000
10211142,1000000
10211144,1000000
10211144,1000000
10211144,1000000
10211149,1000000
10211150,1000000
10211150,1000000
10211232,1000000
10211274,1000000
10211274,1000000
10211274,1000000
10211276,1000000
10211276,1000000
10211279,1000000
10211279,1000000
10211305,1000000
10211305,1000000
10211305,1000000
10211305,1000000
10211305,1000000
10211386,1000000
10211386,1000000
10211386,1000000
10211397,1000000
10211398,1000000
10211399,1000000
10211407,1000000
10211469,1000000
10211469,1000000
10211469,1000000
10211483,1000000
10211495,1000000
10211495,1000000
10211496,1000000
10211496,1000000
10211496,1000000
10211496,1000000
10211496,1000000
10211566,1000000
10211620,1000000
10211758,1000000
10211797,1000000
10211798,1000000
10211798,1000000
10211798,1000000
10211856,1000000
10212128,1000000
10212128,1000000
10212134,1000000
10212140,1000000
10212140,1000000
10212140,1000000
10212145,1000000
10212145,1000000
10212145,1000000
10212145,1000000
10212145,1000000
10212166,1000000
10212186,1000000
10212186,1000000
10212186,1000000
10212187,1000000
10212240,1000000
10212240,1000000
10212240,1000000
10212240,1000000
10212240,1000000
10212240,1000000
10212240,1000000
10212241,1000000
10212241,1000000
10212320,1000000
10212320,1000000
10212320,1000000
10212320,1000000
10212439,1000000
10212441,1000000
10212464,1000000
10212491,1000000
10212535,1000000
10212667,1000000
10212669,1000000
10212704,1000000
10212726,1000000
10212726,1000000
10212726,1000000
10212726,1000000
10212732,1000000
10212736,1000000
10212736,1000000
10212736,1000000
10212829,1000000
10212831,1000000
10212870,1000000
10212870,1000000
10212873,1000000
10212878,1000000
10212942,1000000
10213047,1000000
10213092,1000000
10213092,1000000
10213092,1000000
10213092,1000000
10213093,1000000
10213093,1000000
10213093,1000000
10213093,1000000
10213095,1000000
10213095,1000000
10213095,1000000
10213095,1000000
10213097,1000000
10213105,1000000
10213105,1000000
10213230,1000000
10213231,1000000
10213257,1000000
10213257,1000000
10213257,1000000
10213257,1000000
10213413,1000000
10213569,1000000
10213571,1000000
10213638,1000000
10213689,1000000
10213689,1000000
10213689,1000000
10213689,1000000
10213712,1000000
10213712,1000000
10213750,1000000
10213750,1000000
10213750,1000000
10213828,1000000
10213828,1000000
10213952,1000000
10214007,1000000
10214019,1000000
10214019,1000000
10214024,1000000
10214072,1000000
10214085,1000000
10214122,1000000
10214248,1000000
10214286,1000000
10214286,1000000
10214286,1000000
10214286,1000000
10214626,1000000
10214626,1000000
10214627,1000000
10214628,1000000
10214631,1000000
10214644,1000000
10214832,1000000
10215288,1000000
10215307,1000000
10215690,1000000
10218314,1000000
10218506,1000000
10218684,1000000
10218798,1000000
10219171,1000000
10219338,1000000
10219786,1000000
10219786,1000000
10219786,1000000
10219786,1000000
10219791,1000000
10219792,1000000
10219932,1000000
10219932,1000000
10219932,1000000
10219932,1000000
10220499,1000000
10220546,1000000
10220590,1000000
10220652,1000000
10220700,1000000
10220819,1000000
10220819,1000000
10220937,1000000
10220939,1000000
10220939,1000000
10221316,1000000
10221316,1000000
10225544,1000000
10226202,1000000
10226202,1000000
10226202,1000000
10226202,1000000
10226650,1000000
10227912,1000000
10228315,1000000
10228315,1000000
10228316,1000000
10228656,1000000
10228859,1000000
