K,P,C,r_y
10566301.0,111350-17_10211386_6710,13922,0.1
10000586.0,111350-18_10211386_6814,13923,-113.0
10062070.0,111350-18_10211386_6814,13924,11.5
10412409.0,111350-18_10211386_6814,13925,-0.045
10566301.0,111350-18_10211386_6814,13926,0.1
10007575.0,151210-45_10211397_0500,13927,2.0
10010742.0,151210-45_10211397_0500,13928,-119.0
10011296.0,151210-45_10211397_0500,13929,0.5
10040997.0,151210-45_10211397_0500,13930,-1.4
10067070.0,151210-45_10211397_0500,13931,-30.0
10068251.0,151210-45_10211397_0500,13932,4.0
10211398.0,151210-45_10211397_0500,13933,3.0
10255626.0,151210-45_10211397_0500,13934,0.5
10001245.0,125040-05_10211407_0300,13935,-220.0
10002184.0,125040-05_10211407_0300,13936,-326.1
10007191.0,125040-05_10211407_0300,13937,-10.0
10012952.0,125040-05_10211407_0300,13938,-34.4
10049158.0,125040-05_10211407_0300,13939,-80.0
10235000.0,125040-05_10211407_0300,13940,-945.4
10088134.0,123410-52_10211469_0500,13941,-101.0
10088134.0,123410-52_10211469_0100,13942,-101.0
10088134.0,123410-52_10211469_0200,13943,-101.0
10068749.0,151550-01_10211483_0100,13944,3.5
10070352.0,151550-01_10211483_0100,13945,0.3
10072875.0,151550-01_10211483_0100,13946,-65.0
10088134.0,151550-01_10211483_0100,13947,-0.01
10211054.0,151550-01_10211483_0100,13948,3.5
10410085.0,151550-01_10211483_0100,13949,-61.5
10577212.0,151550-01_10211483_0100,13950,0.01
10002820.0,111190-01_10211495_0101,13951,-76.257
10046459.0,111190-01_10211495_0101,13952,-0.621
10049031.0,111190-01_10211495_0101,13953,-23.743000000000002
10544332.0,111190-01_10211495_0101,13954,-0.326
10002820.0,111190-03_10211495_0301,13955,-76.257
10046459.0,111190-03_10211495_0301,13956,-0.621
10049031.0,111190-03_10211495_0301,13957,-23.743000000000002
10544332.0,111190-03_10211495_0301,13958,-0.326
10551695.0,111190-01_10211496_0100,13959,-0.418
10999144.0,111190-01_10211496_0100,13960,-105.26299999999999
10551695.0,111190-01_10211496_0101,13961,-0.418
10999144.0,111190-01_10211496_0101,13962,-105.26299999999999
10551695.0,111190-01_10211496_0102,13963,-0.418
10999144.0,111190-01_10211496_0102,13964,-105.26299999999999
10003689.0,111190-03_10211496_0300,13965,-47.354
10048068.0,111190-03_10211496_0300,13966,-35.722
10048629.0,111190-03_10211496_0300,13967,-0.037000000000000005
10243084.0,111190-03_10211496_0300,13968,-22.186999999999998
10551695.0,111190-03_10211496_0300,13969,-0.377
10551695.0,111190-03_10211496_0400,13970,-0.418
10999144.0,111190-03_10211496_0400,13971,-105.26299999999999
10411608.0,134130-01_10211566_1400,13972,-30.0
10951980.0,134130-01_10211566_1400,13973,-70.0
10002282.0,111560-04_10211620_0100,13974,-53.0
10048434.0,111560-04_10211620_0100,13975,-0.05
10070501.0,111560-04_10211620_0100,13976,-5.0
10075141.0,111560-04_10211620_0100,13977,-49.0
10545566.0,111560-04_10211620_0100,13978,-0.1
10000476.0,124870-16_10211758_0100,13979,-18.66
10008019.0,124870-16_10211758_0100,13980,-72.348
10040997.0,124870-16_10211758_0100,13981,-60.6
10048259.0,124870-16_10211758_0100,13982,-34.869
10049022.0,124870-16_10211758_0100,13983,-18.992
10049848.0,124870-16_10211758_0100,13984,-20.281
10060032.0,124870-16_10211758_0100,13985,-7.672999999999999
10064254.0,124870-16_10211758_0100,13986,-25.8
10401234.0,124870-16_10211758_0100,13987,-12.21
10412103.0,124870-16_10211758_0100,13988,-105.0
10544332.0,124870-16_10211758_0100,13989,-47.04
10568144.0,124870-16_10211758_0100,13990,-6.33
10574542.0,124870-16_10211758_0100,13991,-51.75
10219792.0,123550-12_10211797_1000,13992,-56.82
10074884.0,123550-04_10211798_1000,13993,-13.07
10211797.0,123550-04_10211798_1000,13994,-5.9
10074884.0,123550-04_10211798_1100,13995,-13.07
10211797.0,123550-04_10211798_1100,13996,-5.9
10074884.0,123550-04_10211798_1200,13997,-13.07
10211797.0,123550-04_10211798_1200,13998,-5.9
10010278.0,124870-02_10211856_0300,13999,-2.7
10409228.0,124870-02_10211856_0300,14000,-2.7
10582519.0,124870-02_10211856_0300,14001,-22.7
10879217.0,124870-02_10211856_0300,14002,-18.7
10949442.0,124870-02_10211856_0300,14003,-53.2
10020920.0,135150-10_10212128_0300,14004,-40.0
10047411.0,135150-10_10212128_0300,14005,-33.3
10088363.0,135150-10_10212128_0300,14006,-26.7
10020920.0,135150-16_10212128_0800,14007,-40.0
10047411.0,135150-16_10212128_0800,14008,-33.3
10088363.0,135150-16_10212128_0800,14009,-26.7
10210997.0,100610-70_10212134_0210,14010,-119.0
10008425.0,111260-02_10212140_0500,14011,-55.798
10040997.0,111260-02_10212140_0500,14012,-0.562
10066393.0,111260-02_10212140_0500,14013,-0.35100000000000003
10214007.0,111260-02_10212140_0500,14014,-0.605
10214626.0,111260-02_10212140_0500,14015,-0.35600000000000004
10219358.0,111260-02_10212140_0500,14016,-0.883
10234286.0,111260-02_10212140_0500,14017,-5.614
10234404.0,111260-02_10212140_0500,14018,-1.4040000000000001
10234408.0,111260-02_10212140_0500,14019,-5.614
10234414.0,111260-02_10212140_0500,14020,-2.332
10234421.0,111260-02_10212140_0500,14021,-0.314
10234427.0,111260-02_10212140_0500,14022,-5.21
10234430.0,111260-02_10212140_0500,14023,-0.703
10402204.0,111260-02_10212140_0500,14024,-0.096
10544691.0,111260-02_10212140_0500,14025,-1.4040000000000001
10711084.0,111260-02_10212140_0500,14026,-0.209
10008425.0,111260-02_10212140_0510,14027,-55.798
10040997.0,111260-02_10212140_0510,14028,-0.562
10066393.0,111260-02_10212140_0510,14029,-0.35100000000000003
10214007.0,111260-02_10212140_0510,14030,-0.605
10214626.0,111260-02_10212140_0510,14031,-0.35600000000000004
10219358.0,111260-02_10212140_0510,14032,-0.883
10234286.0,111260-02_10212140_0510,14033,-5.614
10234404.0,111260-02_10212140_0510,14034,-1.4040000000000001
10234408.0,111260-02_10212140_0510,14035,-5.614
10234414.0,111260-02_10212140_0510,14036,-2.332
10234421.0,111260-02_10212140_0510,14037,-0.314
10234427.0,111260-02_10212140_0510,14038,-5.21
10234430.0,111260-02_10212140_0510,14039,-0.703
10402204.0,111260-02_10212140_0510,14040,-0.096
10544691.0,111260-02_10212140_0510,14041,-1.4040000000000001
10711084.0,111260-02_10212140_0510,14042,-0.209
10008425.0,111260-02_10212140_0520,14043,-55.798
10040997.0,111260-02_10212140_0520,14044,-0.562
10066393.0,111260-02_10212140_0520,14045,-0.35100000000000003
10214007.0,111260-02_10212140_0520,14046,-0.605
10214626.0,111260-02_10212140_0520,14047,-0.35600000000000004
10219358.0,111260-02_10212140_0520,14048,-0.883
10234286.0,111260-02_10212140_0520,14049,-5.614
10234404.0,111260-02_10212140_0520,14050,-1.4040000000000001
10234408.0,111260-02_10212140_0520,14051,-5.614
10234414.0,111260-02_10212140_0520,14052,-2.332
10234421.0,111260-02_10212140_0520,14053,-0.314
10234427.0,111260-02_10212140_0520,14054,-5.21
10234430.0,111260-02_10212140_0520,14055,-0.703
10402204.0,111260-02_10212140_0520,14056,-0.096
10544691.0,111260-02_10212140_0520,14057,-1.4040000000000001
10711084.0,111260-02_10212140_0520,14058,-0.209
10003689.0,110980-01_10212145_0700,14059,-70.0
10007980.0,110980-01_10212145_0700,14060,-0.1
10544332.0,110980-01_10212145_0700,14061,-0.188
10937258.0,110980-01_10212145_0700,14062,-32.98
10003689.0,110980-01_10212145_0701,14063,-70.0
10007980.0,110980-01_10212145_0701,14064,-0.1
10544332.0,110980-01_10212145_0701,14065,-0.188
10937258.0,110980-01_10212145_0701,14066,-32.98
10003689.0,110980-01_10212145_0703,14067,-70.0
10007980.0,110980-01_10212145_0703,14068,-0.1
10544332.0,110980-01_10212145_0703,14069,-0.188
10937258.0,110980-01_10212145_0703,14070,-32.98
10003689.0,110980-01_10212145_0705,14071,-70.0
10007980.0,110980-01_10212145_0705,14072,-0.1
10544332.0,110980-01_10212145_0705,14073,-0.188
10937258.0,110980-01_10212145_0705,14074,-32.98
10003689.0,110980-02_10212145_0200,14075,-70.0
10007980.0,110980-02_10212145_0200,14076,-0.1
10544332.0,110980-02_10212145_0200,14077,-0.188
10937258.0,110980-02_10212145_0200,14078,-32.98
10047651.0,123470-31_10212166_0400,14079,-0.2
10049831.0,123470-31_10212166_0400,14080,-0.17
10049833.0,123470-31_10212166_0400,14081,-0.04
10049835.0,123470-31_10212166_0400,14082,-0.31
10049891.0,123470-31_10212166_0400,14083,-15.0
10082596.0,123470-31_10212166_0400,14084,-2.95
10266536.0,123470-31_10212166_0400,14085,-34.8
10401118.0,123470-31_10212166_0400,14086,-1.95
10401565.0,123470-31_10212166_0400,14087,-24.5
10402352.0,123470-31_10212166_0400,14088,-4.44
10410761.0,123470-31_10212166_0400,14089,-57.2
10777095.0,123470-31_10212166_0400,14090,-0.65
10002820.0,111190-01_10212186_0101,14091,-69.76100000000001
10018369.0,111190-01_10212186_0101,14092,-1.6019999999999999
10212241.0,111190-01_10212186_0101,14093,-33.900999999999996
10544332.0,111190-01_10212186_0101,14094,-0.478
10002820.0,111190-01_10212186_0103,14095,-69.76100000000001
10018369.0,111190-01_10212186_0103,14096,-1.6019999999999999
10212241.0,111190-01_10212186_0103,14097,-33.900999999999996
10544332.0,111190-01_10212186_0103,14098,-0.478
10002820.0,111190-01_10212186_0104,14099,-69.76100000000001
10018369.0,111190-01_10212186_0104,14100,-1.6019999999999999
10212241.0,111190-01_10212186_0104,14101,-33.900999999999996
10544332.0,111190-01_10212186_0104,14102,-0.478
10212240.0,110980-01_10212187_0700,14103,-45.0
10235438.0,110980-01_10212187_0700,14104,-55.0
10002820.0,110980-01_10212240_0700,14105,-43.553999999999995
10003689.0,110980-01_10212240_0700,14106,-5.51
10007980.0,110980-01_10212240_0700,14107,-0.41
10072056.0,110980-01_10212240_0700,14108,-53.403999999999996
10544332.0,110980-01_10212240_0700,14109,-0.804
10937265.0,110980-01_10212240_0700,14110,-0.534
10002820.0,110980-01_10212240_0701,14111,-43.553999999999995
10003689.0,110980-01_10212240_0701,14112,-5.51
10007980.0,110980-01_10212240_0701,14113,-0.41
10072056.0,110980-01_10212240_0701,14114,-53.403999999999996
10544332.0,110980-01_10212240_0701,14115,-0.804
10937265.0,110980-01_10212240_0701,14116,-0.534
10002820.0,110980-01_10212240_0702,14117,-43.553999999999995
10003689.0,110980-01_10212240_0702,14118,-5.51
10007980.0,110980-01_10212240_0702,14119,-0.41
10072056.0,110980-01_10212240_0702,14120,-53.403999999999996
10544332.0,110980-01_10212240_0702,14121,-0.804
10937265.0,110980-01_10212240_0702,14122,-0.534
10002820.0,110980-01_10212240_0703,14123,-43.553999999999995
10003689.0,110980-01_10212240_0703,14124,-5.51
10007980.0,110980-01_10212240_0703,14125,-0.41
10072056.0,110980-01_10212240_0703,14126,-53.403999999999996
10544332.0,110980-01_10212240_0703,14127,-0.804
10937265.0,110980-01_10212240_0703,14128,-0.534
10002820.0,111190-01_10212240_0100,14129,-43.2
10003689.0,111190-01_10212240_0100,14130,-5.462000000000001
10007980.0,111190-01_10212240_0100,14131,-0.55
10072056.0,111190-01_10212240_0100,14132,-53.506
10544332.0,111190-01_10212240_0100,14133,-1.17
10002820.0,111190-01_10212240_0105,14134,-43.2
10003689.0,111190-01_10212240_0105,14135,-5.462000000000001
10007980.0,111190-01_10212240_0105,14136,-0.55
10072056.0,111190-01_10212240_0105,14137,-53.506
10544332.0,111190-01_10212240_0105,14138,-1.17
10002820.0,111190-01_10212240_0106,14139,-43.2
10003689.0,111190-01_10212240_0106,14140,-5.462000000000001
10007980.0,111190-01_10212240_0106,14141,-0.55
10072056.0,111190-01_10212240_0106,14142,-53.506
10544332.0,111190-01_10212240_0106,14143,-1.17
10002820.0,111190-01_10212241_0100,14144,-87.198
10266621.0,111190-01_10212241_0100,14145,-15.72
10544332.0,111190-01_10212241_0100,14146,-0.174
10002820.0,111190-01_10212241_0102,14147,-87.198
10266621.0,111190-01_10212241_0102,14148,-15.72
10544332.0,111190-01_10212241_0102,14149,-0.174
10048267.0,100610-50_10212320_0110,14150,-9.46
10401339.0,100610-50_10212320_0110,14151,-94.58
10048267.0,100610-50_10212320_0120,14152,-9.46
10401339.0,100610-50_10212320_0120,14153,-94.58
10048267.0,100610-50_10212320_0130,14154,-9.46
10401339.0,100610-50_10212320_0130,14155,-94.58
10048267.0,100610-50_10212320_0140,14156,-9.46
10401339.0,100610-50_10212320_0140,14157,-94.58
10060565.0,135120-08_10212439_0100,14158,-100.0
10001245.0,136040-15_10212441_0100,14159,-26.666999999999998
10014496.0,136040-15_10212441_0100,14160,-23.289
10047674.0,136040-15_10212441_0100,14161,-88.667
10049129.0,136040-15_10212441_0100,14162,-13.333
10023143.0,135150-02_10212464_0600,14163,-10.0
10085466.0,135150-02_10212464_0600,14164,-85.0
10938552.0,135150-02_10212464_0600,14165,-5.0
10204699.0,135100-03_10212491_0100,14166,-100.0
10016431.0,123510-05_10212535_1000,14167,-17.0
10018070.0,123510-05_10212535_1000,14168,-17.0
10070082.0,123510-05_10212535_1000,14169,-6.0
10544332.0,123510-05_10212535_1000,14170,-30.0
10210882.0,135100-03_10212667_0100,14171,-100.0
10047242.0,124870-03_10212669_0100,14172,-5.0
10095852.0,124870-03_10212669_0100,14173,-22.5
10318775.0,124870-03_10212669_0100,14174,-0.03
10412103.0,124870-03_10212669_0100,14175,-34.97
10949442.0,124870-03_10212669_0100,14176,-37.5
10003895.0,136040-18_10212704_0100,14177,-5.0
10201993.0,136040-18_10212704_0100,14178,-0.379
10516052.0,136040-18_10212704_0100,14179,-133.333
10015264.0,100610-10_10212726_0210,14180,-32.0
10048254.0,100610-10_10212726_0210,14181,-3.4
10079429.0,100610-10_10212726_0210,14182,-72.0
10212732.0,100610-10_10212726_0210,14183,-619.0
10402757.0,100610-10_10212726_0210,14184,-14.2
10015264.0,100610-10_10212726_0220,14185,-32.0
10048254.0,100610-10_10212726_0220,14186,-3.4
10079429.0,100610-10_10212726_0220,14187,-72.0
10212732.0,100610-10_10212726_0220,14188,-619.0
10402757.0,100610-10_10212726_0220,14189,-14.2
10015264.0,100610-10_10212726_0230,14190,-32.0
10048254.0,100610-10_10212726_0230,14191,-3.4
10079429.0,100610-10_10212726_0230,14192,-72.0
10212732.0,100610-10_10212726_0230,14193,-619.0
10402757.0,100610-10_10212726_0230,14194,-14.2
10015264.0,100610-10_10212726_0240,14195,-32.0
10048254.0,100610-10_10212726_0240,14196,-3.4
10079429.0,100610-10_10212726_0240,14197,-72.0
10212732.0,100610-10_10212726_0240,14198,-619.0
10402757.0,100610-10_10212726_0240,14199,-14.2
10253860.0,100470-08_10212732_0110,14200,-5.5
10253869.0,100470-08_10212732_0110,14201,-42.0
10002820.0,111190-01_10212736_0101,14202,-87.927
10047900.0,111190-01_10212736_0101,14203,-14.555
10544332.0,111190-01_10212736_0101,14204,-1.9069999999999998
10002820.0,111190-01_10212736_0104,14205,-87.927
10047900.0,111190-01_10212736_0104,14206,-14.555
10544332.0,111190-01_10212736_0104,14207,-1.9069999999999998
10002820.0,111190-01_10212736_0107,14208,-87.927
10047900.0,111190-01_10212736_0107,14209,-14.555
10544332.0,111190-01_10212736_0107,14210,-1.9069999999999998
10048867.0,123510-05_10212829_1200,14211,-0.594
10236818.0,123510-05_10212829_1200,14212,-45.005
10212878.0,135100-07_10212831_0100,14213,-100.0
10001918.0,100660-01_10212870_0210,14214,-86.3
10083117.0,100660-01_10212870_0210,14215,-28.8
10001918.0,100660-01_10212870_0220,14216,-86.3
10083117.0,100660-01_10212870_0220,14217,-28.8
10001619.0,123420-13_10212873_0100,14218,-51.5
10003688.0,123420-13_10212873_0100,14219,-1.8030000000000002
10006388.0,123420-13_10212873_0100,14220,-14.42
10008019.0,123420-13_10212873_0100,14221,-10.3
10040997.0,123420-13_10212873_0100,14222,-190.5
10049313.0,123420-13_10212873_0100,14223,-21.63
10049743.0,123420-13_10212873_0100,14224,-0.20600000000000002
10075343.0,123420-13_10212873_0100,14225,-43.26
10203546.0,123420-13_10212873_0100,14226,-3.605
10318775.0,123420-13_10212873_0100,14227,-0.062
10553921.0,123420-13_10212873_0100,14228,20.6
10941000.0,123420-13_10212873_0100,14229,-0.026000000000000002
11039568.0,123420-13_10212873_0100,14230,-0.386
10212704.0,135100-03_10212878_0100,14231,-107.31700000000001
10210616.0,123420-17_10212942_0100,14232,-19.6
10212873.0,123420-17_10212942_0100,14233,-43.0
10213689.0,100610-70_10213047_0110,14234,-119.0
10003689.0,111190-01_10213092_0100,14235,-92.471
10007980.0,111190-01_10213092_0100,14236,-0.07
10047469.0,111190-01_10213092_0100,14237,-0.191
10213257.0,111190-01_10213092_0100,14238,-10.302
10544332.0,111190-01_10213092_0100,14239,-0.183
10003689.0,111190-01_10213092_0101,14240,-92.471
10007980.0,111190-01_10213092_0101,14241,-0.07
10047469.0,111190-01_10213092_0101,14242,-0.191
10213257.0,111190-01_10213092_0101,14243,-10.302
10544332.0,111190-01_10213092_0101,14244,-0.183
10003689.0,111190-01_10213092_0102,14245,-92.471
10007980.0,111190-01_10213092_0102,14246,-0.07
10047469.0,111190-01_10213092_0102,14247,-0.191
10213257.0,111190-01_10213092_0102,14248,-10.302
10544332.0,111190-01_10213092_0102,14249,-0.183
10003689.0,111190-01_10213092_0103,14250,-92.471
10007980.0,111190-01_10213092_0103,14251,-0.07
10047469.0,111190-01_10213092_0103,14252,-0.191
10213257.0,111190-01_10213092_0103,14253,-10.302
10544332.0,111190-01_10213092_0103,14254,-0.183
10003689.0,111190-01_10213093_0100,14255,-95.10799999999999
10007980.0,111190-01_10213093_0100,14256,-0.053
10047469.0,111190-01_10213093_0100,14257,-0.075
10211144.0,111190-01_10213093_0100,14258,-7.818
10544332.0,111190-01_10213093_0100,14259,-0.12300000000000001
10003689.0,111190-01_10213093_0101,14260,-95.10799999999999
10007980.0,111190-01_10213093_0101,14261,-0.053
10047469.0,111190-01_10213093_0101,14262,-0.075
10211144.0,111190-01_10213093_0101,14263,-7.818
10544332.0,111190-01_10213093_0101,14264,-0.12300000000000001
10003689.0,111190-01_10213093_0400,14265,-94.885
10007980.0,111190-01_10213093_0400,14266,-0.054000000000000006
10047469.0,111190-01_10213093_0400,14267,-0.077
10211144.0,111190-01_10213093_0400,14268,-8.036
10544332.0,111190-01_10213093_0400,14269,-0.126
10003689.0,111190-01_10213093_0401,14270,-94.885
10007980.0,111190-01_10213093_0401,14271,-0.054000000000000006
10047469.0,111190-01_10213093_0401,14272,-0.077
10211144.0,111190-01_10213093_0401,14273,-8.036
10544332.0,111190-01_10213093_0401,14274,-0.126
10003689.0,111190-01_10213095_0100,14275,-89.87
10007980.0,111190-01_10213095_0100,14276,-0.1
10047469.0,111190-01_10213095_0100,14277,-0.08199999999999999
10211144.0,111190-01_10213095_0100,14278,-12.970999999999998
10544332.0,111190-01_10213095_0100,14279,-0.217
10003689.0,111190-01_10213095_0101,14280,-89.87
10007980.0,111190-01_10213095_0101,14281,-0.1
10047469.0,111190-01_10213095_0101,14282,-0.08199999999999999
10211144.0,111190-01_10213095_0101,14283,-12.970999999999998
10544332.0,111190-01_10213095_0101,14284,-0.217
10003689.0,111190-01_10213095_0102,14285,-89.87
10007980.0,111190-01_10213095_0102,14286,-0.1
10047469.0,111190-01_10213095_0102,14287,-0.08199999999999999
10211144.0,111190-01_10213095_0102,14288,-12.970999999999998
10544332.0,111190-01_10213095_0102,14289,-0.217
10003689.0,111190-01_10213095_0103,14290,-89.87
10007980.0,111190-01_10213095_0103,14291,-0.1
10047469.0,111190-01_10213095_0103,14292,-0.08199999999999999
10211144.0,111190-01_10213095_0103,14293,-12.970999999999998
10544332.0,111190-01_10213095_0103,14294,-0.217
10000440.0,111260-01_10213097_0800,14295,-14.640999999999998
10066393.0,111260-01_10213097_0800,14296,-0.6579999999999999
10219358.0,111260-01_10213097_0800,14297,-1.101
10234398.0,111260-01_10213097_0800,14298,-7.278
10234404.0,111260-01_10213097_0800,14299,-27.311999999999998
10234414.0,111260-01_10213097_0800,14300,-4.521
10234427.0,111260-01_10213097_0800,14301,-3.12
10234430.0,111260-01_10213097_0800,14302,-0.875
10234438.0,111260-01_10213097_0800,14303,-2.386
10234447.0,111260-01_10213097_0800,14304,-1.033
10299409.0,111260-01_10213097_0800,14305,-3.139
10400033.0,111260-01_10213097_0800,14306,-0.025
10402204.0,111260-01_10213097_0800,14307,-0.084
10711084.0,111260-01_10213097_0800,14308,-0.28
10047692.0,100660-01_10213105_0110,14309,-17.5
10048153.0,100660-01_10213105_0110,14310,-4.9
10201833.0,100660-01_10213105_0110,14311,-81.0
10047692.0,100660-01_10213105_0120,14312,-17.5
10048153.0,100660-01_10213105_0120,14313,-4.9
10201833.0,100660-01_10213105_0120,14314,-81.0
10544332.0,100680-20_10213230_0100,14315,-208.333
10040997.0,100680-20_10213231_0100,14316,-400.0
10003689.0,111190-01_10213257_0100,14317,-98.91
10004337.0,111190-01_10213257_0100,14318,-4.006
10007980.0,111190-01_10213257_0100,14319,-0.078
10047469.0,111190-01_10213257_0100,14320,-0.051
10544332.0,111190-01_10213257_0100,14321,-0.152
10003689.0,111190-01_10213257_0101,14322,-98.91
10004337.0,111190-01_10213257_0101,14323,-4.006
10007980.0,111190-01_10213257_0101,14324,-0.078
10047469.0,111190-01_10213257_0101,14325,-0.051
10544332.0,111190-01_10213257_0101,14326,-0.152
10003689.0,111190-01_10213257_0102,14327,-98.91
10004337.0,111190-01_10213257_0102,14328,-4.006
10007980.0,111190-01_10213257_0102,14329,-0.078
10047469.0,111190-01_10213257_0102,14330,-0.051
10544332.0,111190-01_10213257_0102,14331,-0.152
10003689.0,111190-01_10213257_0103,14332,-98.91
10004337.0,111190-01_10213257_0103,14333,-4.006
10007980.0,111190-01_10213257_0103,14334,-0.078
10047469.0,111190-01_10213257_0103,14335,-0.051
10544332.0,111190-01_10213257_0103,14336,-0.152
10002247.0,111220-07_10213413_0700,14337,-0.027000000000000003
10234405.0,111220-07_10213413_0700,14338,-10.883
10234447.0,111220-07_10213413_0700,14339,-0.096
10234449.0,111220-07_10213413_0700,14340,-0.081
10400589.0,111220-07_10213413_0700,14341,-0.027000000000000003
10409541.0,111220-07_10213413_0700,14342,-0.005
10048434.0,123590-06_10213569_0100,14343,-0.207
10049289.0,123590-06_10213569_0100,14344,-2.472
10049349.0,123590-06_10213569_0100,14345,-0.297
10200837.0,123590-06_10213569_0100,14346,-25.984
10294012.0,123590-06_10213569_0100,14347,-73.723
10297320.0,123590-06_10213569_0100,14348,-0.013000000000000001
10000644.0,111240-05_10213571_0100,14349,-0.2
10002247.0,111240-05_10213571_0100,14350,-0.038
10040997.0,111240-05_10213571_0100,14351,-22.209
10049560.0,111240-05_10213571_0100,14352,-0.08
10049798.0,111240-05_10213571_0100,14353,-1.0
10049986.0,111240-05_10213571_0100,14354,-0.25
10063379.0,111240-05_10213571_0100,14355,-0.02
10066393.0,111240-05_10213571_0100,14356,-20.0
10402072.0,111240-05_10213571_0100,14357,-25.05
10402907.0,111240-05_10213571_0100,14358,-0.228
10409490.0,111240-05_10213571_0100,14359,-1.4
10903035.0,111240-05_10213571_0100,14360,-0.015
10000566.0,124930-70_10213638_7000,14361,-29.848000000000003
10003331.0,124930-70_10213638_7000,14362,-23.03
10048712.0,124930-70_10213638_7000,14363,-15.0
10049215.0,124930-70_10213638_7000,14364,-20.0
10048254.0,100610-50_10213689_0110,14365,-3.0
10082467.0,100610-50_10213689_0110,14366,-100.0
10048254.0,100610-50_10213689_0120,14367,-3.0
10082467.0,100610-50_10213689_0120,14368,-100.0
10048254.0,100610-50_10213689_0130,14369,-3.0
10082467.0,100610-50_10213689_0130,14370,-100.0
10048254.0,100610-50_10213689_0140,14371,-3.0
10082467.0,100610-50_10213689_0140,14372,-100.0
10000586.0,111350-14_10213712_6411,14373,-106.86
10047694.0,111350-14_10213712_6411,14374,-0.62
10047917.0,111350-14_10213712_6411,14375,-0.32
10062070.0,111350-14_10213712_6411,14376,11.5
10071674.0,111350-14_10213712_6411,14377,-5.3
10566301.0,111350-14_10213712_6411,14378,0.1
10000586.0,111350-17_10213712_6711,14379,-106.86
10047694.0,111350-17_10213712_6711,14380,-0.62
10047917.0,111350-17_10213712_6711,14381,-0.32
10062070.0,111350-17_10213712_6711,14382,11.5
10071674.0,111350-17_10213712_6711,14383,-5.3
10566301.0,111350-17_10213712_6711,14384,0.1
10005418.0,135130-18_10213750_0500,14385,-0.5
10401237.0,135130-18_10213750_0500,14386,-4.1
10929612.0,135130-18_10213750_0500,14387,-97.4
10005418.0,135130-19_10213750_0200,14388,-0.5
10401237.0,135130-19_10213750_0200,14389,-4.1
10929612.0,135130-19_10213750_0200,14390,-97.4
10005418.0,135130-25_10213750_0400,14391,-0.5
10401237.0,135130-25_10213750_0400,14392,-4.1
10929612.0,135130-25_10213750_0400,14393,-97.4
11017714.0,111180-08_10213828_0100,14394,-150.0
11017714.0,111180-08_10213828_0101,14395,-150.0
10075798.0,135120-08_10213952_0100,14396,-100.0
10001275.0,123530-02_10214007_0800,14397,-35.57
10007191.0,123530-02_10214007_0800,14398,-37.0
10017769.0,123530-02_10214007_0800,14399,-19.47
10048017.0,123530-02_10214007_0800,14400,-0.62
10293614.0,123530-02_10214007_0800,14401,-12.95
10563297.0,123530-02_10214007_0800,14402,-0.28
10004144.0,124930-05_10214019_0500,14403,-23.9
10008019.0,124930-05_10214019_0500,14404,-0.127
10016874.0,124930-05_10214019_0500,14405,-0.6
10017668.0,124930-05_10214019_0500,14406,-21.983
10040997.0,124930-05_10214019_0500,14407,-1.2
10046442.0,124930-05_10214019_0500,14408,-16.667
10048162.0,124930-05_10214019_0500,14409,-0.767
10049319.0,124930-05_10214019_0500,14410,-0.633
10554480.0,124930-05_10214019_0500,14411,-19.27
11000119.0,124930-05_10214019_0500,14412,-9.133
10004144.0,124930-05_10214019_0510,14413,-23.9
10008019.0,124930-05_10214019_0510,14414,-0.127
10016874.0,124930-05_10214019_0510,14415,-0.6
10017668.0,124930-05_10214019_0510,14416,-21.983
10040997.0,124930-05_10214019_0510,14417,-1.2
10046442.0,124930-05_10214019_0510,14418,-16.667
10048162.0,124930-05_10214019_0510,14419,-0.767
10049319.0,124930-05_10214019_0510,14420,-0.633
10554480.0,124930-05_10214019_0510,14421,-19.27
11000119.0,124930-05_10214019_0510,14422,-9.133
10005092.0,100680-10_10214024_0110,14423,-4632.2
10832539.0,100680-10_10214024_0110,14424,-0.08
10974983.0,100680-10_10214024_0110,14425,-100.8
10567915.0,135100-21_10214072_1000,14426,-200.0
10000440.0,111260-01_10214085_0500,14427,-46.376999999999995
10066393.0,111260-01_10214085_0500,14428,-0.496
10219358.0,111260-01_10214085_0500,14429,-1.2590000000000001
10234398.0,111260-01_10214085_0500,14430,-10.661
10234427.0,111260-01_10214085_0500,14431,-5.14
10234430.0,111260-01_10214085_0500,14432,-1.002
10234438.0,111260-01_10214085_0500,14433,-0.41100000000000003
10402204.0,111260-01_10214085_0500,14434,-0.09300000000000001
10563321.0,111260-01_10214085_0500,14435,-6.249
10711084.0,111260-01_10214085_0500,14436,-0.20800000000000002
10713337.0,111260-01_10214085_0500,14437,-1.496
10004337.0,111480-01_10214122_0300,14438,-30.77
10048614.0,111480-01_10214122_0300,14439,-30.77
10559862.0,111480-01_10214122_0300,14440,-14.190999999999999
10001619.0,135090-15_10214248_0200,14441,-205.78900000000002
10004193.0,135090-15_10214248_0200,14442,-696.3789999999999
10008019.0,135090-15_10214248_0200,14443,-444.652
10025677.0,135090-15_10214248_0200,14444,-90.529
10049400.0,135090-15_10214248_0200,14445,-403.9
10585877.0,100610-10_10214286_0110,14446,-120.0
