K,P,C,r_y
10066393.0,111230-06_10087187_0200,8634,-0.997
10069119.0,111230-06_10087187_0200,8635,-13.324000000000002
10201631.0,111230-06_10087187_0200,8636,-0.32
10234427.0,111230-06_10087187_0200,8637,-5.147
10234430.0,111230-06_10087187_0200,8638,-0.6
10234434.0,111230-06_10087187_0200,8639,-0.031
10553867.0,111230-06_10087187_0200,8640,-0.10400000000000001
10596551.0,111230-06_10087187_0200,8641,-1.002
10713337.0,111230-06_10087187_0200,8642,-4.999
10000440.0,111260-01_10087187_0500,8643,-40.853
10008425.0,111260-01_10087187_0500,8644,-2.044
10066393.0,111260-01_10087187_0500,8645,-1.0170000000000001
10219358.0,111260-01_10087187_0500,8646,-0.662
10234398.0,111260-01_10087187_0500,8647,-13.619000000000002
10234418.0,111260-01_10087187_0500,8648,-1.022
10234427.0,111260-01_10087187_0500,8649,-5.263999999999999
10234430.0,111260-01_10087187_0500,8650,-0.61
10234438.0,111260-01_10087187_0500,8651,-0.327
10234447.0,111260-01_10087187_0500,8652,-0.102
10713337.0,111260-01_10087187_0500,8653,-5.109
10000440.0,111260-02_10087187_0510,8654,-40.853
10008425.0,111260-02_10087187_0510,8655,-2.044
10066393.0,111260-02_10087187_0510,8656,-1.0170000000000001
10219358.0,111260-02_10087187_0510,8657,-0.662
10234398.0,111260-02_10087187_0510,8658,-13.619000000000002
10234418.0,111260-02_10087187_0510,8659,-1.022
10234427.0,111260-02_10087187_0510,8660,-5.263999999999999
10234430.0,111260-02_10087187_0510,8661,-0.61
10234438.0,111260-02_10087187_0510,8662,-0.327
10234447.0,111260-02_10087187_0510,8663,-0.102
10713337.0,111260-02_10087187_0510,8664,-5.109
10049269.0,123530-04_10087394_0800,8665,-37.89
10097475.0,123530-04_10087394_0800,8666,-103.03
10563297.0,123530-04_10087394_0800,8667,-78.15
10049269.0,123530-04_10087394_0801,8668,-37.89
10097475.0,123530-04_10087394_0801,8669,-103.03
10563297.0,123530-04_10087394_0801,8670,-78.15
10016667.0,123590-01_10087509_0103,8671,-3.057
10047281.0,123590-01_10087509_0103,8672,-0.366
10049560.0,123590-01_10087509_0103,8673,-1.146
10066393.0,123590-01_10087509_0103,8674,-28.433000000000003
10234427.0,123590-01_10087509_0103,8675,-4.9510000000000005
10563297.0,123590-01_10087509_0103,8676,-10.706
10594606.0,123590-01_10087509_0103,8677,-0.609
10016667.0,123590-01_10087509_0104,8678,-3.057
10047281.0,123590-01_10087509_0104,8679,-0.366
10049560.0,123590-01_10087509_0104,8680,-1.146
10066393.0,123590-01_10087509_0104,8681,-28.433000000000003
10234427.0,123590-01_10087509_0104,8682,-4.9510000000000005
10563297.0,123590-01_10087509_0104,8683,-10.706
10594606.0,123590-01_10087509_0104,8684,-0.609
10212873.0,123420-17_10087667_0200,8685,-78.5
10013360.0,124870-05_10087855_0500,8686,-46.98
10402441.0,124870-05_10087855_0500,8687,-20.759
10076275.0,124870-05_10087856_0500,8688,-41.5
10402441.0,124870-05_10087856_0500,8689,-20.73
10000440.0,111260-02_10087992_0510,8690,-39.44
10214631.0,111260-02_10087992_0510,8691,-2.786
10234404.0,111260-02_10087992_0510,8692,-17.041
10234411.0,111260-02_10087992_0510,8693,-2.262
10234420.0,111260-02_10087992_0510,8694,-1.3840000000000001
10234425.0,111260-02_10087992_0510,8695,-1.399
10234426.0,111260-02_10087992_0510,8696,-0.7120000000000001
10234427.0,111260-02_10087992_0510,8697,-3.864
10234430.0,111260-02_10087992_0510,8698,-1.165
10234438.0,111260-02_10087992_0510,8699,-0.465
10402204.0,111260-02_10087992_0510,8700,-0.09300000000000001
10501083.0,111260-02_10087992_0510,8701,-0.11199999999999999
10711084.0,111260-02_10087992_0510,8702,-0.311
10000440.0,111260-02_10087992_0530,8703,-39.44
10214631.0,111260-02_10087992_0530,8704,-2.786
10234404.0,111260-02_10087992_0530,8705,-17.041
10234411.0,111260-02_10087992_0530,8706,-2.262
10234420.0,111260-02_10087992_0530,8707,-1.3840000000000001
10234425.0,111260-02_10087992_0530,8708,-1.399
10234426.0,111260-02_10087992_0530,8709,-0.7120000000000001
10234427.0,111260-02_10087992_0530,8710,-3.864
10234430.0,111260-02_10087992_0530,8711,-1.165
10234438.0,111260-02_10087992_0530,8712,-0.465
10402204.0,111260-02_10087992_0530,8713,-0.09300000000000001
10501083.0,111260-02_10087992_0530,8714,-0.11199999999999999
10711084.0,111260-02_10087992_0530,8715,-0.311
10000440.0,111260-11_10087992_0500,8716,-39.44
10214631.0,111260-11_10087992_0500,8717,-2.786
10234404.0,111260-11_10087992_0500,8718,-17.041
10234411.0,111260-11_10087992_0500,8719,-2.262
10234420.0,111260-11_10087992_0500,8720,-1.3840000000000001
10234425.0,111260-11_10087992_0500,8721,-1.399
10234426.0,111260-11_10087992_0500,8722,-0.7120000000000001
10234427.0,111260-11_10087992_0500,8723,-3.864
10234430.0,111260-11_10087992_0500,8724,-1.165
10234438.0,111260-11_10087992_0500,8725,-0.465
10402204.0,111260-11_10087992_0500,8726,-0.09300000000000001
10501083.0,111260-11_10087992_0500,8727,-0.11199999999999999
10711084.0,111260-11_10087992_0500,8728,-0.311
10000440.0,111260-11_10087992_0540,8729,-39.44
10214631.0,111260-11_10087992_0540,8730,-2.786
10234404.0,111260-11_10087992_0540,8731,-17.041
10234411.0,111260-11_10087992_0540,8732,-2.262
10234420.0,111260-11_10087992_0540,8733,-1.3840000000000001
10234425.0,111260-11_10087992_0540,8734,-1.399
10234426.0,111260-11_10087992_0540,8735,-0.7120000000000001
10234427.0,111260-11_10087992_0540,8736,-3.864
10234430.0,111260-11_10087992_0540,8737,-1.165
10234438.0,111260-11_10087992_0540,8738,-0.465
10402204.0,111260-11_10087992_0540,8739,-0.09300000000000001
10501083.0,111260-11_10087992_0540,8740,-0.11199999999999999
10711084.0,111260-11_10087992_0540,8741,-0.311
10001972.0,123540-02_10087997_0200,8742,-0.7
10002160.0,123540-02_10087997_0200,8743,-99.0
10002244.0,123540-02_10087997_0200,8744,-1.6
10048454.0,123540-02_10087997_0200,8745,-2.2
10088926.0,123540-02_10087997_0200,8746,-2.4
10554480.0,123540-02_10087997_0200,8747,-103.0
10048346.0,100600-01_10088013_0210,8748,-4.7
10062881.0,100600-01_10088013_0210,8749,-14.0
10065059.0,100600-01_10088013_0210,8750,-584.0
10065060.0,100600-01_10088013_0210,8751,-0.001
10079429.0,100600-01_10088013_0210,8752,-142.0
10083117.0,100600-01_10088013_0210,8753,-0.8
10213231.0,100600-01_10088013_0210,8754,-16.0
10060364.0,100600-01_10088015_0210,8755,-792.0
10062881.0,100600-01_10088015_0210,8756,-7.0
10079429.0,100600-01_10088015_0210,8757,-145.0
10083117.0,100600-01_10088015_0210,8758,-2.3
10213231.0,100600-01_10088015_0210,8759,-8.0
10088146.0,111190-02_10088021_0100,8760,-100.0
10000440.0,111260-01_10088092_0520,8761,-20.674
10066393.0,111260-01_10088092_0520,8762,-0.978
10219358.0,111260-01_10088092_0520,8763,-0.674
10234398.0,111260-01_10088092_0520,8764,-9.841000000000001
10234403.0,111260-01_10088092_0520,8765,-9.846
10234404.0,111260-01_10088092_0520,8766,-14.765
10234406.0,111260-01_10088092_0520,8767,-4.9239999999999995
10234418.0,111260-01_10088092_0520,8768,-1.004
10234427.0,111260-01_10088092_0520,8769,-4.676
10234430.0,111260-01_10088092_0520,8770,-0.738
10234438.0,111260-01_10088092_0520,8771,-0.379
10234447.0,111260-01_10088092_0520,8772,-0.9790000000000001
10400033.0,111260-01_10088092_0520,8773,-0.01
10402204.0,111260-01_10088092_0520,8774,-0.091
10713337.0,111260-01_10088092_0520,8775,-4.9239999999999995
10000440.0,111260-11_10088092_0500,8776,-20.674
10066393.0,111260-11_10088092_0500,8777,-0.978
10219358.0,111260-11_10088092_0500,8778,-0.674
10234398.0,111260-11_10088092_0500,8779,-9.841000000000001
10234403.0,111260-11_10088092_0500,8780,-9.846
10234404.0,111260-11_10088092_0500,8781,-14.765
10234406.0,111260-11_10088092_0500,8782,-4.9239999999999995
10234418.0,111260-11_10088092_0500,8783,-1.004
10234427.0,111260-11_10088092_0500,8784,-4.676
10234430.0,111260-11_10088092_0500,8785,-0.738
10234438.0,111260-11_10088092_0500,8786,-0.379
10234447.0,111260-11_10088092_0500,8787,-0.9790000000000001
10400033.0,111260-11_10088092_0500,8788,-0.01
10402204.0,111260-11_10088092_0500,8789,-0.091
10713337.0,111260-11_10088092_0500,8790,-4.9239999999999995
10000440.0,111260-11_10088092_0510,8791,-20.674
10066393.0,111260-11_10088092_0510,8792,-0.978
10219358.0,111260-11_10088092_0510,8793,-0.674
10234398.0,111260-11_10088092_0510,8794,-9.841000000000001
10234403.0,111260-11_10088092_0510,8795,-9.846
10234404.0,111260-11_10088092_0510,8796,-14.765
10234406.0,111260-11_10088092_0510,8797,-4.9239999999999995
10234418.0,111260-11_10088092_0510,8798,-1.004
10234427.0,111260-11_10088092_0510,8799,-4.676
10234430.0,111260-11_10088092_0510,8800,-0.738
10234438.0,111260-11_10088092_0510,8801,-0.379
10234447.0,111260-11_10088092_0510,8802,-0.9790000000000001
10400033.0,111260-11_10088092_0510,8803,-0.01
10402204.0,111260-11_10088092_0510,8804,-0.091
10713337.0,111260-11_10088092_0510,8805,-4.9239999999999995
10001281.0,123410-51_10088134_0500,8806,-17.5
10047853.0,123410-51_10088134_0500,8807,-59.3
10048259.0,123410-51_10088134_0500,8808,-2.7
10048597.0,123410-51_10088134_0500,8809,-141.12
10049321.0,123410-51_10088134_0500,8810,-61.21
10563297.0,123410-51_10088134_0500,8811,-33.84
10937812.0,123410-51_10088134_0500,8812,-10.5
10950058.0,123410-51_10088134_0500,8813,-1.5
10002820.0,111190-01_10088146_0100,8814,-13.454
10003689.0,111190-01_10088146_0100,8815,-81.32300000000001
10007980.0,111190-01_10088146_0100,8816,-0.096
10018369.0,111190-01_10088146_0100,8817,-8.089
10047469.0,111190-01_10088146_0100,8818,-0.099
10544332.0,111190-01_10088146_0100,8819,-0.1
10002820.0,111190-01_10088146_0101,8820,-13.454
10003689.0,111190-01_10088146_0101,8821,-81.32300000000001
10007980.0,111190-01_10088146_0101,8822,-0.096
10018369.0,111190-01_10088146_0101,8823,-8.089
10047469.0,111190-01_10088146_0101,8824,-0.099
10544332.0,111190-01_10088146_0101,8825,-0.1
10002820.0,111190-01_10088146_0102,8826,-13.454
10003689.0,111190-01_10088146_0102,8827,-81.32300000000001
10007980.0,111190-01_10088146_0102,8828,-0.096
10018369.0,111190-01_10088146_0102,8829,-8.089
10047469.0,111190-01_10088146_0102,8830,-0.099
10544332.0,111190-01_10088146_0102,8831,-0.1
10002820.0,111190-01_10088146_0103,8832,-13.454
10003689.0,111190-01_10088146_0103,8833,-81.32300000000001
10007980.0,111190-01_10088146_0103,8834,-0.096
10018369.0,111190-01_10088146_0103,8835,-8.089
10047469.0,111190-01_10088146_0103,8836,-0.099
10544332.0,111190-01_10088146_0103,8837,-0.1
10002820.0,111190-01_10088146_0104,8838,-13.454
10003689.0,111190-01_10088146_0104,8839,-81.32300000000001
10007980.0,111190-01_10088146_0104,8840,-0.096
10018369.0,111190-01_10088146_0104,8841,-8.089
10047469.0,111190-01_10088146_0104,8842,-0.099
10544332.0,111190-01_10088146_0104,8843,-0.1
10002820.0,111190-03_10088146_0300,8844,-13.454
10003689.0,111190-03_10088146_0300,8845,-81.32300000000001
10007980.0,111190-03_10088146_0300,8846,-0.096
10018369.0,111190-03_10088146_0300,8847,-8.089
10047469.0,111190-03_10088146_0300,8848,-0.099
10544332.0,111190-03_10088146_0300,8849,-0.1
10002820.0,111190-03_10088146_0301,8850,-13.454
10003689.0,111190-03_10088146_0301,8851,-81.32300000000001
10007980.0,111190-03_10088146_0301,8852,-0.096
10018369.0,111190-03_10088146_0301,8853,-8.089
10047469.0,111190-03_10088146_0301,8854,-0.099
10544332.0,111190-03_10088146_0301,8855,-0.1
10002820.0,111190-03_10088146_0302,8856,-13.454
10003689.0,111190-03_10088146_0302,8857,-81.32300000000001
10007980.0,111190-03_10088146_0302,8858,-0.096
10018369.0,111190-03_10088146_0302,8859,-8.089
10047469.0,111190-03_10088146_0302,8860,-0.099
10544332.0,111190-03_10088146_0302,8861,-0.1
10002820.0,111190-01_10088210_0100,8862,-77.862
10007980.0,111190-01_10088210_0100,8863,-0.172
10049031.0,111190-01_10088210_0100,8864,-24.111
10544332.0,111190-01_10088210_0100,8865,-0.165
10002820.0,111190-01_10088210_0101,8866,-77.862
10007980.0,111190-01_10088210_0101,8867,-0.172
10049031.0,111190-01_10088210_0101,8868,-24.111
10544332.0,111190-01_10088210_0101,8869,-0.165
10002820.0,111190-03_10088210_0301,8870,-77.862
10007980.0,111190-03_10088210_0301,8871,-0.172
10048510.0,111190-03_10088210_0301,8872,-0.326
10049031.0,111190-03_10088210_0301,8873,-24.111
10002820.0,111190-03_10088210_0302,8874,-77.862
10007980.0,111190-03_10088210_0302,8875,-0.172
10048510.0,111190-03_10088210_0302,8876,-0.326
10049031.0,111190-03_10088210_0302,8877,-24.111
10002820.0,110980-01_10088477_0700,8878,-40.98
10003689.0,110980-01_10088477_0700,8879,-41.08
10007980.0,110980-01_10088477_0700,8880,-0.19
10577205.0,110980-01_10088477_0700,8881,-20.75
10002820.0,110980-01_10088477_0702,8882,-40.98
10003689.0,110980-01_10088477_0702,8883,-41.08
10007980.0,110980-01_10088477_0702,8884,-0.19
10577205.0,110980-01_10088477_0702,8885,-20.75
10002820.0,110980-01_10088477_0706,8886,-40.98
10003689.0,110980-01_10088477_0706,8887,-41.08
10007980.0,110980-01_10088477_0706,8888,-0.19
10577205.0,110980-01_10088477_0706,8889,-20.75
10002820.0,110980-01_10088477_0707,8890,-40.98
10003689.0,110980-01_10088477_0707,8891,-41.08
10007980.0,110980-01_10088477_0707,8892,-0.19
10577205.0,110980-01_10088477_0707,8893,-20.75
10002820.0,110980-01_10088477_0708,8894,-40.98
10003689.0,110980-01_10088477_0708,8895,-41.08
10007980.0,110980-01_10088477_0708,8896,-0.19
10577205.0,110980-01_10088477_0708,8897,-20.75
10002820.0,110980-02_10088477_0200,8898,-40.98
10003689.0,110980-02_10088477_0200,8899,-41.08
10007980.0,110980-02_10088477_0200,8900,-0.19
10577205.0,110980-02_10088477_0200,8901,-20.75
10002820.0,110980-02_10088477_0201,8902,-40.98
10003689.0,110980-02_10088477_0201,8903,-41.08
10007980.0,110980-02_10088477_0201,8904,-0.19
10577205.0,110980-02_10088477_0201,8905,-20.75
10008425.0,111230-06_10088500_0100,8906,-19.195
10066393.0,111230-06_10088500_0100,8907,-0.682
10201631.0,111230-06_10088500_0100,8908,-0.617
10204737.0,111230-06_10088500_0100,8909,-1.3119999999999998
10214627.0,111230-06_10088500_0100,8910,-9.359
10214628.0,111230-06_10088500_0100,8911,-7.761
10234286.0,111230-06_10088500_0100,8912,-25.04
10234427.0,111230-06_10088500_0100,8913,-3.005
10402204.0,111230-06_10088500_0100,8914,-0.08900000000000001
10553867.0,111230-06_10088500_0100,8915,-0.49200000000000005
10596551.0,111230-06_10088500_0100,8916,-0.691
10711084.0,111230-06_10088500_0100,8917,-0.243
10008425.0,111230-06_10088500_0200,8918,-19.195
10066393.0,111230-06_10088500_0200,8919,-0.682
10201631.0,111230-06_10088500_0200,8920,-0.617
10204737.0,111230-06_10088500_0200,8921,-1.3119999999999998
10214627.0,111230-06_10088500_0200,8922,-9.359
10214628.0,111230-06_10088500_0200,8923,-7.761
10234286.0,111230-06_10088500_0200,8924,-25.04
10234427.0,111230-06_10088500_0200,8925,-3.005
10402204.0,111230-06_10088500_0200,8926,-0.08900000000000001
10553867.0,111230-06_10088500_0200,8927,-0.49200000000000005
10596551.0,111230-06_10088500_0200,8928,-0.691
10711084.0,111230-06_10088500_0200,8929,-0.243
10047411.0,135150-03_10088651_0200,8930,-14.8
10952285.0,135150-03_10088651_0200,8931,-145.553
11006628.0,135150-03_10088651_0200,8932,-31.2
10002094.0,123550-03_10088735_1000,8933,-1.9580000000000002
10007987.0,123550-03_10088735_1000,8934,-80.833
10008019.0,123550-03_10088735_1000,8935,-0.775
10002094.0,123550-03_10088735_1100,8936,-1.9580000000000002
10007987.0,123550-03_10088735_1100,8937,-80.833
10008019.0,123550-03_10088735_1100,8938,-0.775
10088740.0,135100-08_10088759_0100,8939,-100.0
10088740.0,135100-21_10088759_0300,8940,-100.0
10003689.0,110980-01_10088833_0700,8941,-71.1
10007980.0,110980-01_10088833_0700,8942,-0.1
10072056.0,110980-01_10088833_0700,8943,-31.9
10544332.0,110980-01_10088833_0700,8944,-0.209
10003689.0,110980-01_10088833_0702,8945,-71.1
10007980.0,110980-01_10088833_0702,8946,-0.1
10072056.0,110980-01_10088833_0702,8947,-31.9
10544332.0,110980-01_10088833_0702,8948,-0.209
10003689.0,110980-01_10088833_0705,8949,-71.1
10007980.0,110980-01_10088833_0705,8950,-0.1
10072056.0,110980-01_10088833_0705,8951,-31.9
10544332.0,110980-01_10088833_0705,8952,-0.209
10003689.0,110980-01_10088833_0706,8953,-71.1
10007980.0,110980-01_10088833_0706,8954,-0.1
10072056.0,110980-01_10088833_0706,8955,-31.9
10544332.0,110980-01_10088833_0706,8956,-0.209
10003689.0,111190-01_10088833_0100,8957,-70.577
10007980.0,111190-01_10088833_0100,8958,-0.111
10072056.0,111190-01_10088833_0100,8959,-32.330999999999996
10544332.0,111190-01_10088833_0100,8960,-0.231
10003689.0,111190-01_10088833_0101,8961,-70.577
10007980.0,111190-01_10088833_0101,8962,-0.111
10072056.0,111190-01_10088833_0101,8963,-32.330999999999996
10544332.0,111190-01_10088833_0101,8964,-0.231
10003689.0,111190-01_10088833_0102,8965,-70.577
10007980.0,111190-01_10088833_0102,8966,-0.111
10072056.0,111190-01_10088833_0102,8967,-32.330999999999996
10544332.0,111190-01_10088833_0102,8968,-0.231
10003689.0,111190-03_10088833_0300,8969,-70.577
10007980.0,111190-03_10088833_0300,8970,-0.111
10072056.0,111190-03_10088833_0300,8971,-32.330999999999996
10544332.0,111190-03_10088833_0300,8972,-0.231
10001095.0,110980-01_10088926_0700,8973,-22.6
10002820.0,110980-01_10088926_0700,8974,-77.4
10046459.0,110980-01_10088926_0700,8975,-1.41
10544332.0,110980-01_10088926_0700,8976,-0.75
10001095.0,110980-01_10088926_0703,8977,-22.6
10002820.0,110980-01_10088926_0703,8978,-77.4
10046459.0,110980-01_10088926_0703,8979,-1.41
10544332.0,110980-01_10088926_0703,8980,-0.75
10001245.0,111180-05_10088926_0200,8981,-35.0
10008019.0,111180-05_10088926_0200,8982,-2.4819999999999998
10561313.0,111180-05_10088926_0200,8983,-105.0
10001095.0,111190-01_10088926_0100,8984,-22.994
10002820.0,111190-01_10088926_0100,8985,-82.26899999999999
10046459.0,111190-01_10088926_0100,8986,-1.234
10544332.0,111190-01_10088926_0100,8987,-0.51
10001095.0,111190-01_10088926_0101,8988,-22.994
10002820.0,111190-01_10088926_0101,8989,-82.26899999999999
10046459.0,111190-01_10088926_0101,8990,-1.234
10544332.0,111190-01_10088926_0101,8991,-0.51
10001095.0,111190-01_10088926_0102,8992,-22.994
10002820.0,111190-01_10088926_0102,8993,-82.26899999999999
10046459.0,111190-01_10088926_0102,8994,-1.234
10544332.0,111190-01_10088926_0102,8995,-0.51
10001095.0,111190-03_10088926_0300,8996,-22.994
10002820.0,111190-03_10088926_0300,8997,-82.26899999999999
10046459.0,111190-03_10088926_0300,8998,-1.234
10544332.0,111190-03_10088926_0300,8999,-0.51
10001095.0,110980-01_10088927_0700,9000,-10.92
10002820.0,110980-01_10088927_0700,9001,-92.07
10046459.0,110980-01_10088927_0700,9002,-1.58
10544332.0,110980-01_10088927_0700,9003,-0.792
10001095.0,110980-01_10088927_0701,9004,-10.92
10002820.0,110980-01_10088927_0701,9005,-92.07
10046459.0,110980-01_10088927_0701,9006,-1.58
10544332.0,110980-01_10088927_0701,9007,-0.792
10001095.0,110980-01_10088927_0702,9008,-10.92
10002820.0,110980-01_10088927_0702,9009,-92.07
10046459.0,110980-01_10088927_0702,9010,-1.58
10544332.0,110980-01_10088927_0702,9011,-0.792
10001095.0,110980-01_10088927_0703,9012,-10.92
10002820.0,110980-01_10088927_0703,9013,-92.07
10046459.0,110980-01_10088927_0703,9014,-1.58
10544332.0,110980-01_10088927_0703,9015,-0.792
10001245.0,111180-05_10088927_0200,9016,-35.0
10008019.0,111180-05_10088927_0200,9017,-4.9639999999999995
10503264.0,111180-05_10088927_0200,9018,-105.0
10001245.0,111180-05_10088931_0200,9019,-35.0
10008019.0,111180-05_10088931_0200,9020,-4.9639999999999995
10552964.0,111180-05_10088931_0200,9021,-105.0
10001095.0,111190-01_10088931_0100,9022,-5.827000000000001
10002820.0,111190-01_10088931_0100,9023,-96.214
10047013.0,111190-01_10088931_0100,9024,-1.3019999999999998
10544332.0,111190-01_10088931_0100,9025,-0.494
10001095.0,111190-01_10088931_0101,9026,-5.827000000000001
10002820.0,111190-01_10088931_0101,9027,-96.214
10047013.0,111190-01_10088931_0101,9028,-1.3019999999999998
10544332.0,111190-01_10088931_0101,9029,-0.494
10001095.0,111190-01_10088931_0102,9030,-5.827000000000001
10002820.0,111190-01_10088931_0102,9031,-96.214
10047013.0,111190-01_10088931_0102,9032,-1.3019999999999998
10544332.0,111190-01_10088931_0102,9033,-0.494
10001691.0,100410-09_10088986_0300,9034,-11.4
10049454.0,100410-09_10088986_0300,9035,-14.04
10563297.0,100410-09_10088986_0300,9036,-28.101
10001245.0,124930-54_10089008_5400,9037,-12.67
10004808.0,124930-54_10089008_5400,9038,-177.143
10040997.0,124930-54_10089008_5400,9039,-5.357
10049261.0,124930-54_10089008_5400,9040,-1.786
10297609.0,124930-54_10089008_5400,9041,-35.714
10554480.0,124930-54_10089008_5400,9042,-192.571
10885359.0,124930-54_10089008_5400,9043,271.0
10001245.0,124930-54_10089008_5410,9044,-12.67
10004808.0,124930-54_10089008_5410,9045,-177.143
10040997.0,124930-54_10089008_5410,9046,-5.357
10049261.0,124930-54_10089008_5410,9047,-1.786
10297609.0,124930-54_10089008_5410,9048,-35.714
10554480.0,124930-54_10089008_5410,9049,-192.571
10885359.0,124930-54_10089008_5410,9050,271.0
10002237.0,123680-12_10089184_0300,9051,-0.6
10003331.0,123680-12_10089184_0300,9052,-47.9
10003331.0,123680-12_10089184_0300,9053,-0.001
10047944.0,123680-12_10089184_0300,9054,-72.8
10048249.0,123680-12_10089184_0300,9055,-19.5
10084323.0,123680-12_10089184_0300,9056,-78.666
11000119.0,123680-12_10089184_0300,9057,-29.1
10047836.0,100610-10_10089368_0210,9058,-24.5
10048254.0,100610-10_10089368_0210,9059,-3.0
10077072.0,100610-10_10089368_0210,9060,-396.5
10079429.0,100610-10_10089368_0210,9061,-96.8
10047836.0,100610-10_10089368_0220,9062,-24.5
10048254.0,100610-10_10089368_0220,9063,-3.0
10077072.0,100610-10_10089368_0220,9064,-396.5
10079429.0,100610-10_10089368_0220,9065,-96.8
10047836.0,100610-10_10089368_0230,9066,-24.5
10048254.0,100610-10_10089368_0230,9067,-3.0
10077072.0,100610-10_10089368_0230,9068,-396.5
10079429.0,100610-10_10089368_0230,9069,-96.8
10047836.0,100610-10_10089368_0240,9070,-24.5
10048254.0,100610-10_10089368_0240,9071,-3.0
10077072.0,100610-10_10089368_0240,9072,-396.5
10079429.0,100610-10_10089368_0240,9073,-96.8
10048254.0,100610-50_10089368_0310,9074,-3.0
10077073.0,100610-50_10089368_0310,9075,-68.5
10585870.0,100610-50_10089368_0310,9076,-28.5
10048254.0,100610-50_10089368_0320,9077,-3.0
10077073.0,100610-50_10089368_0320,9078,-68.5
10585870.0,100610-50_10089368_0320,9079,-28.5
10048254.0,100610-50_10089368_0330,9080,-3.0
10077073.0,100610-50_10089368_0330,9081,-68.5
10585870.0,100610-50_10089368_0330,9082,-28.5
10048254.0,100610-50_10089368_0340,9083,-3.0
10077073.0,100610-50_10089368_0340,9084,-68.5
10585870.0,100610-50_10089368_0340,9085,-28.5
10585877.0,100650-01_10089368_0400,9086,-100.0
10001245.0,124930-13_10089392_1300,9087,-1.0
10004808.0,124930-13_10089392_1300,9088,-152.0
10040997.0,124930-13_10089392_1300,9089,-1.49
10297609.0,124930-13_10089392_1300,9090,-37.471
10554480.0,124930-13_10089392_1300,9091,-89.92200000000001
10606954.0,124930-13_10089392_1300,9092,-1.79
10885359.0,124930-13_10089392_1300,9093,225.0
10001245.0,124930-17_10089392_1700,9094,-1.0
10004808.0,124930-17_10089392_1700,9095,-152.0
10040997.0,124930-17_10089392_1700,9096,-1.49
10297609.0,124930-17_10089392_1700,9097,-37.471
10554480.0,124930-17_10089392_1700,9098,-89.92200000000001
10606954.0,124930-17_10089392_1700,9099,-1.79
10885359.0,124930-17_10089392_1700,9100,225.0
10001245.0,124930-50_10089392_5000,9101,-1.0
10004808.0,124930-50_10089392_5000,9102,-152.0
10040997.0,124930-50_10089392_5000,9103,-1.49
10297609.0,124930-50_10089392_5000,9104,-37.471
10554480.0,124930-50_10089392_5000,9105,-89.92200000000001
10606954.0,124930-50_10089392_5000,9106,-1.79
10885359.0,124930-50_10089392_5000,9107,225.0
10001245.0,124930-54_10089392_5400,9108,-1.0
10004808.0,124930-54_10089392_5400,9109,-155.29
10040997.0,124930-54_10089392_5400,9110,-1.49
10297609.0,124930-54_10089392_5400,9111,-37.471
10554480.0,124930-54_10089392_5400,9112,-89.92200000000001
10606954.0,124930-54_10089392_5400,9113,-1.79
10885359.0,124930-54_10089392_5400,9114,225.0
10046617.0,100680-10_10089403_0110,9115,-101.5
10219691.0,100680-10_10089403_0110,9116,-2821.0
10006244.0,151210-06_10089438_0700,9117,-8.0
10007061.0,151210-06_10089438_0700,9118,-52.0
10007575.0,151210-06_10089438_0700,9119,3.6
10011296.0,151210-06_10089438_0700,9120,3.0
10072390.0,151210-06_10089438_0700,9121,-71.1
10083240.0,151210-06_10089438_0700,9122,-0.2
10204003.0,151210-06_10089438_0700,9123,2.0
10209280.0,151210-06_10089438_0700,9124,0.1
10248387.0,151210-06_10089438_0700,9125,0.4
10411789.0,151210-06_10089438_0700,9126,-0.08
10566223.0,151210-06_10089438_0700,9127,0.16
10603226.0,151210-06_10089438_0700,9128,-0.01
10003689.0,111190-01_10089440_0100,9129,-37.577
10007980.0,111190-01_10089440_0100,9130,-0.094
10072056.0,111190-01_10089440_0100,9131,-49.138999999999996
10096716.0,111190-01_10089440_0100,9132,-13.63
10544332.0,111190-01_10089440_0100,9133,-0.198
10003689.0,111190-01_10089440_0102,9134,-37.577
10007980.0,111190-01_10089440_0102,9135,-0.094
10072056.0,111190-01_10089440_0102,9136,-49.138999999999996
10096716.0,111190-01_10089440_0102,9137,-13.63
10544332.0,111190-01_10089440_0102,9138,-0.198
10003689.0,111190-01_10089440_0107,9139,-37.577
10007980.0,111190-01_10089440_0107,9140,-0.094
10072056.0,111190-01_10089440_0107,9141,-49.138999999999996
10096716.0,111190-01_10089440_0107,9142,-13.63
10544332.0,111190-01_10089440_0107,9143,-0.198
10002174.0,111580-07_10089444_0300,9144,-4.0
10075141.0,111580-07_10089444_0300,9145,-96.0
10545566.0,111580-07_10089444_0300,9146,-0.1
10001972.0,124930-05_10089481_0500,9147,-0.05
10004144.0,124930-05_10089481_0500,9148,-4.03
10040997.0,124930-05_10089481_0500,9149,-0.2
10048895.0,124930-05_10089481_0500,9150,-1.0
10069515.0,124930-05_10089481_0500,9151,-0.52
10084332.0,124930-05_10089481_0500,9152,-62.37
10297609.0,124930-05_10089481_0500,9153,-1.48
10554480.0,124930-05_10089481_0500,9154,-1.45
11000119.0,124930-05_10089481_0500,9155,-33.5
10001972.0,124930-05_10089481_0510,9156,-0.05
10004144.0,124930-05_10089481_0510,9157,-4.03
