P,u
124930-52_10977964_520B,36876.924
151390-01_10978157_0800,915780.492
111260-01_10980711_0100,76656.0
111260-03_10980711_0700,152928.0
111260-10_10980711_0300,273600.0
111260-10_10980711_0600,273600.0
123530-01_10980930_0100,3117.216
123510-02_10981157_1000,10320.0
123540-08_10981182_0300,6300.0
124930-05_10981223_0500,10800.0
123540-12_10981314_0100,3405.6
135100-21_10981325_0100,1116.0
111230-06_10981341_1111,21087.096
123580-01_10981695_0100,72000.0
162030-03_10982241_0100,64864.86486
123530-01_10982954_0100,6821.868
124270-01_10983324_0100,7350.0
111350-14_10983407_6410,12840.0
111350-18_10983407_6814,19560.0
123530-05_10983412_0100,19578.948
123580-02_10983480_0100,18000.0
111230-06_10984174_1111,21087.096
124270-01_10984407_0100,13988.33333
123580-01_10985099_0100,72000.0
111350-16_10985140_6610,12000.0
123520-07_10985159_0100,8160.0
123520-07_10985159_0101,8160.0
111990-01_10985654_0100,405.15
111990-01_10985654_0200,481.79124
111990-01_10985746_0100,635.10876
111990-01_10985746_0300,657.0
111990-02_10985746_0400,401.49999600000007
111990-01_10985748_0100,438.0
111990-01_10985748_0300,580.35
111990-02_10985748_0400,423.39708
110980-02_10985823_0100,11760.0
110980-02_10985823_0101,11760.0
123680-09_10985895_0200,262.068
111190-01_10986196_0100,58575.996
111990-01_10986532_0300,580.35
111990-01_10986533_0100,635.1
100650-01_10986686_0110,2879.6844239999996
100650-01_10986689_0110,2879.6844239999996
100650-01_10986710_0110,2879.6844239999996
100650-01_10986711_0110,2879.6844239999996
100710-30_10987203_0110,450.0
111600-01_10987603_8900,214340.4255
123410-15_10987735_0100,36720.0
123410-15_10987736_0100,600127.56
135120-08_10988162_0100,2626.644
123580-01_10988306_0100,72000.0
123410-15_10988448_0100,40913.46
123410-25_10988449_0200,7632.0
123580-01_10988604_0100,72000.0
123580-01_10989056_0100,72000.0
135120-01_10989132_0100,1587.456
111480-01_10989209_0100,33600.0
100630-30_10989623_0100,287.996844
100630-30_10990011_0100,179.99988000000002
111990-01_10990046_0100,635.10876
111990-01_10990046_0300,657.0
111990-02_10990046_0400,401.49999600000007
111990-02_10990047_0400,189.80292
111990-01_10990048_0100,317.54124
111990-01_10990048_0300,262.8
111990-02_10990048_0400,153.3
135100-21_10990094_0100,198.396
135120-07_10990182_0100,3698.052
111990-02_10990200_0400,262.8
123580-02_10990203_0100,18000.0
123580-02_10990203_0200,18000.0
111990-01_10990206_0830,705.17124
111990-01_10990206_0100,438.0
111990-01_10990207_0830,875.99124
111990-01_10990207_0100,591.3
111990-01_10990208_0100,722.7
111990-01_10990208_0200,930.75876
111990-01_10990208_0300,744.6
111990-02_10990208_0400,313.89999600000004
111990-01_10990209_0100,722.7
111990-01_10990209_0300,700.8
111990-02_10990209_0400,328.5
111990-01_10990210_0100,722.7
111990-01_10990210_0200,875.99124
111990-01_10990210_0300,744.6
111990-02_10990210_0400,313.89999600000004
111990-02_10990211_0400,328.5
111990-01_10990212_0100,438.0
111990-01_10990212_0300,580.35
111990-02_10990212_0400,423.39708
111990-02_10990217_0400,328.5
111990-02_10990218_0400,262.8
111990-02_10990221_0400,219.0
111990-01_10990222_0100,438.0
111990-01_10990222_0200,678.89124
111990-01_10990223_0100,591.3
111990-01_10990223_0200,678.89124
111990-01_10990224_0100,722.7
111990-01_10990224_0200,854.1
111990-01_10990224_0300,744.6
111990-02_10990224_0400,291.99999600000007
111990-01_10990225_0100,722.7
111990-01_10990225_0200,810.29124
111990-01_10990225_0300,744.6
111990-02_10990225_0400,291.99999600000007
111990-01_10990227_0100,722.7
111990-01_10990227_0300,700.8
111990-02_10990227_0400,248.19999600000003
111990-01_10990272_0100,295.65
111990-01_10990272_0300,251.85
111990-02_10990272_0400,153.3
111990-01_10990276_0100,394.2
111990-01_10990276_0200,319.74876
111990-01_10990276_0300,306.6
111990-02_10990276_0400,291.99999600000007
111990-01_10990277_0100,350.39124
111990-01_10990277_0300,284.7
111990-02_10990277_0400,135.0
111990-01_10990281_0100,438.00876
111990-01_10990281_0300,372.3
111990-02_10990281_0400,248.19999600000003
111990-01_10990282_0100,394.2
111990-01_10990282_0300,328.5
111990-02_10990282_0400,204.39999600000002
111990-01_10990288_0100,514.64124
111990-01_10990288_0200,470.85876
111990-01_10990288_0300,416.1
111990-02_10990288_0400,291.99999600000007
111990-01_10990289_0100,492.75
111990-01_10990289_0300,394.2
111990-02_10990289_0400,219.0
123420-18_10990302_0100,3807.684
111190-01_10990438_0100,50468.604
111190-01_10990438_0101,50468.604
111190-01_10990438_0102,50468.604
111190-03_10990438_0300,33645.156
111230-06_10990525_1111,21087.096
111230-06_10990525_0100,36375.264
100630-30_10990533_0110,287.996844
123470-20_10990540_0100,540.0
135150-10_10991113_0100,174.48
135150-12_10991113_0200,287.1
100610-50_10991494_0110,431.999532
100610-50_10991494_0120,360.00493200000005
123590-01_10991724_0100,56352.0
123080-12_10991897_0200,1920.0
123080-13_10991897_0100,894.48
111230-06_10991906_1111,21087.096
111230-06_10991906_0300,31566.9
111230-06_10991907_1111,21087.096
111350-14_10992117_6408,11040.0
111350-18_10992117_6814,18360.0
123580-01_10992124_0100,72000.0
111230-06_10992173_0100,37551.756
111230-06_10992173_0200,37551.756
135150-02_10992713_0100,798.0
135120-08_10993040_0100,3363.504
135130-18_10993040_0400,262.8
123080-08_10993059_0100,226.8
123680-08_10993059_0200,145.116
124270-01_10993262_0100,28714.28572
123680-20_10993673_0100,1488.0
123680-20_10993674_0100,1488.0
123580-02_10994153_0100,18000.0
100710-20_10994197_0110,43.2
111230-06_10994393_0100,36875.556
111230-06_10994393_0200,36875.556
123590-01_10994836_0100,43608.0
123530-03_10995217_0100,3721.488
123580-01_10995492_0100,72000.0
123020-73_10996134_0700,3600.0
123530-01_10996134_0100,5831.412
111230-06_10996523_1111,21087.096
111230-06_10996525_0300,41314.14
111230-06_10996525_0400,41314.14
111260-01_10996525_0500,80904.0
123540-14_10996672_0100,1250.004
135150-10_10996880_0100,174.48
135150-10_10996880_9100,174.48
112020-02_10996900_0100,5008.644
100410-09_10996978_0100,741.0
111260-01_10997060_0100,35160.0
111030-07_10997138_1000,5791.476
123580-01_10997163_0100,72000.0
111260-01_10997229_0100,30165.756
111120-07_10997240_0300,28908.0
100630-30_10997387_0110,287.996844
135150-12_10997663_0100,167.496
111260-01_10997788_0300,66192.0
123350-85_10997924_0100,84.24
100630-30_10997931_0110,287.996844
135150-07_10998003_0100,965.4
100600-01_10998010_0110,647.976924
100410-09_10998165_0100,1036.056
123530-05_10998398_0100,16842.612
134130-05_10998466_1300,3433.92
123530-05_10998633_0101,15680.784
123020-24_10998712_0700,28.125
123020-24_10998800_0700,44.76
123580-02_10998934_0100,18000.0
123580-02_10998934_0200,18000.0
123580-02_10998935_0100,18000.0
123580-02_10998935_0200,18000.0
111190-01_10998936_0100,30536.82
123540-03_10998950_0100,1794.0
111120-07_10999002_0300,28908.0
123540-12_10999058_0100,3171.204
111190-03_10999144_0300,37337.184
124270-02_10999348_0100,1950.0
123520-07_10999580_0100,9600.0
123520-07_10999580_0101,9600.0
123590-01_10999678_0200,69876.0
123590-08_10999678_0100,24000.0
111230-06_10999733_0200,35315.34
111230-06_10999733_0300,35315.34
111230-06_10999735_1111,21087.096
111260-01_10999735_0100,64668.0
111230-06_10999744_1111,32334.672
111230-06_10999744_0100,32483.352
123510-03_10999883_1000,22884.0
111350-16_11000008_6610,12000.0
189070-01_11000119_0200,156006.84
189070-01_11000119_0800,156002.4
189070-01_11000119_4773,156006.84
189070-01_11000119_4775,156006.84
189070-01_11000119_571A,156006.84
123410-15_11000160_0100,42240.0
123530-05_11000314_0100,7250.532
124600-12_11000337_0100,1248.0
124600-05_11000338_0100,723.336
123580-01_11000566_0100,72000.0
135150-15_11000838_0100,820.56
123580-02_11000854_0100,18000.0
124930-21_11001047_2100,6923.64
124270-01_11001150_0100,37352.49
123580-02_11001157_0100,18000.0
123410-15_11001677_0100,53700.0
123410-15_11001677_0200,53700.0
111230-06_11001698_1111,21087.096
134130-02_11001704_1300,2002.284
134130-05_11001706_0100,2354.688
124600-12_11001759_0100,1044.0
151450-01_11001813_0100,12960.0
151450-05_11001814_0100,7200.0
111230-06_11001837_1111,21087.096
151450-11_11001999_0100,3300.0
100650-01_11002299_0110,2879.6844239999996
100650-01_11002299_0220,2879.6844239999996
123470-20_11002422_0100,540.0
123020-84_11002430_0700,2025.0
123020-84_11002431_0700,1500.0
123580-01_11002442_0100,72000.0
123580-01_11002443_0100,72000.0
135150-06_11002519_0100,795.96
123580-01_11002808_0100,72000.0
111350-18_11002941_6814,16800.0
124270-01_11002955_0100,18676.245
123530-05_11002982_0100,15304.056
123580-01_11003212_0100,72000.0
100630-30_11003230_0110,179.99988000000002
100630-30_11003231_0110,179.99988000000002
123590-01_11003259_0100,65616.0
123590-08_11003259_0200,24900.0
123590-01_11003306_0100,65748.0
110980-01_11003335_0100,51000.0
110980-01_11003335_0101,51000.0
110980-01_11003335_0102,51000.0
110980-01_11003335_0103,51000.0
123080-13_11003362_0200,1565.34
124600-12_11003362_0100,742.356
123590-01_11003385_0100,61560.0
123580-02_11003391_0100,18000.0
123580-02_11003453_0100,18000.0
123580-02_11003453_0200,18000.0
134130-08_11003463_1300,876.0
134130-08_11003464_1300,876.0
134130-08_11003465_1300,1752.0
134130-08_11003466_1300,1752.0
151310-02_11003849_0100,312.3
123580-02_11004220_0100,18000.0
135150-02_11004224_0200,638.4
100610-10_11004256_0110,1080.001476
100660-01_11004258_0110,248.397888
111350-18_11004633_6815,18000.0
125040-05_11004958_0100,82.656
123580-01_11005013_0100,72000.0
135100-21_11006009_0100,1116.0
111230-06_11006069_1111,21087.096
135130-33_11006140_0100,2978.4
124270-01_11006153_0100,19597.5
100660-01_11006210_0110,305.999472
135100-21_11006215_0100,1101.12
123020-24_11006316_0100,450.0
151450-02_11006628_0100,20880.0
111990-01_11006774_0100,233.60000399999998
111990-01_11006774_0200,700.8876
111990-01_11006775_0100,277.40000399999997
111990-01_11006775_0200,832.20876
111990-01_11006776_0100,832.2
111990-01_11006776_0200,832.2876
111990-01_11006776_0300,744.6
111990-01_11006777_0100,810.3
111990-01_11006777_0200,810.2124
111990-01_11006778_0100,613.2
111990-01_11006778_0300,700.8
111990-01_11006779_0100,547.5
111990-01_11006779_0300,657.0
123580-02_11006971_0100,18000.0
124270-01_11007013_0100,8639.469468000001
112020-02_11007022_0200,5008.644
135150-02_11007133_0200,798.0
135150-17_11007133_0100,764.52
134130-08_11007134_1300,876.0
123580-01_11007218_0100,72000.0
123520-07_11007382_0100,8160.0
123520-07_11007382_0101,8160.0
100660-01_11007756_0110,248.397888
111480-01_11007843_0100,69600.0
123510-05_11007972_1000,3648.0
111350-16_11008117_6610,12000.0
135150-06_11008600_0100,795.96
123590-01_11008956_0100,46356.0
123540-05_11008988_0100,1680.168
100600-01_11009387_0110,144.000792
100630-30_11009621_0110,379.20436799999993
123590-01_11009655_0100,46788.0
123580-02_11009668_0100,18000.0
151450-01_11009986_0100,37440.0
111230-06_11010065_0200,32180.676
111230-06_11010065_0300,32180.676
123580-02_11010384_0100,18000.0
111190-01_11010454_0100,14492.148
111190-01_11010454_0101,14492.148
111190-01_11010454_0102,14492.148
111190-03_11010454_0300,11855.952
123540-03_11010702_0100,3600.0
134130-05_11010740_1300,3270.396
111230-06_11010808_1111,21087.096
135130-08_11010820_0100,1167.996
135130-09_11010821_0100,1523.052
123080-11_11010914_0100,6186.756
124270-02_11011434_0100,1747.2
123510-02_11011442_1000,6312.0
123410-15_11011443_0100,38160.0
123580-01_11011523_0100,72000.0
123020-30_11011545_0700,2880.0
123530-01_11011680_0100,5775.576
123530-04_11011890_0200,7853.424
123410-15_11012152_0100,54004.44
123680-05_11012298_0100,1800.0
134130-05_11012407_1300,1635.204
110980-01_11016412_0100,78480.0
110980-01_11016412_0101,78480.0
110980-01_11016412_0800,126000.0
110980-03_11016412_0800,40645.164
123590-06_11016416_0100,5544.0
111350-14_11017455_6408,9600.0
111480-01_11017525_0100,32400.0
111480-01_11017526_0100,32400.0
111480-01_11017527_0100,32400.0
111230-06_11017634_1111,21087.096
111230-06_11017665_1111,21087.096
110980-01_11017794_0100,8436.0
110980-02_11017794_0200,183600.0
134130-08_11017802_1300,2102.4
110980-01_11018093_0100,8436.0
111240-06_11018259_0100,2820.0
123580-01_11018699_0100,72000.0
100610-10_11018720_0110,1170.028044
100600-01_11018821_0110,1799.8767240000002
123530-01_11018963_0100,7888.26
100470-06_11019002_0110,7560.0
100470-08_11019280_0110,9000.0
123580-01_11019389_0100,72000.0
123580-01_11019416_0100,72000.0
123580-01_11019440_0100,72000.0
123580-01_11019472_0100,72000.0
123580-02_11019661_0100,18000.0
100630-30_11019744_0110,287.996844
100630-30_11019745_0110,240.0
123580-01_11019780_0100,72000.0
111230-06_11019881_1111,21087.096
111260-02_11019881_0100,215760.0
111260-11_11019881_0100,148857.0
123530-07_11020003_0700,27002.568
123580-01_11020193_0100,72000.0
123680-05_11020316_0100,579.996
111040-04_11020356_0100,12152.16
111040-01_11020356_0200,11886.0
135150-12_11020464_0100,167.496
123590-08_11020555_0100,2940.0
135150-07_11020942_0100,960.54
110980-01_11020949_0100,136800.0
110980-01_11020949_0101,136800.0
110980-01_11020949_0102,136800.0
110980-01_11020949_0104,136800.0
110980-02_11020949_0200,27120.0
123530-04_11021349_0100,12447.648
135150-17_11021952_0100,764.52
135150-17_11021959_0100,664.8
123580-01_11022163_0100,54000.0
111480-01_11022177_0100,33600.0
100650-02_11022371_0110,215.99763600000003
111820-02_11022443_0100,60000.0
111820-02_11022444_0100,60000.0
111230-06_11022520_1111,21087.096
111990-01_11022597_0100,438.0
111990-01_11022597_0200,678.89124
111990-01_11022598_0100,438.0
111990-01_11022598_0300,580.35
111990-02_11022598_0400,423.39708
111480-01_11022662_0100,54000.0
124600-06_11022784_0100,5031.996
134130-05_11022790_1300,4905.6
134130-05_11022791_1300,2452.8
111990-01_11022862_0100,591.3
111990-01_11022862_0200,678.89124
111990-01_11022863_0100,722.7
111990-01_11022863_0200,854.1
111990-01_11022863_0300,744.6
111990-02_11022863_0400,291.99999600000007
111990-01_11022864_0100,722.7
111990-01_11022864_0200,810.29124
111990-01_11022864_0300,744.6
111990-02_11022864_0400,291.99999600000007
111990-01_11022866_0100,722.7
111990-01_11022866_0300,700.8
111990-02_11022866_0400,248.19999600000003
111990-01_11022869_0100,635.10876
111990-01_11022869_0300,657.0
111990-02_11022869_0400,401.49999600000007
111990-02_11022880_0400,394.2
111990-02_11022881_0400,291.996
124870-03_11022888_0100,6300.0
134130-35_11022903_1500,1401.6
123510-02_11023054_1000,6312.0
110980-01_11023066_0100,154440.0
110980-01_11023066_0101,154440.0
110980-01_11023066_0102,154440.0
110980-01_11023066_0103,154440.0
110980-02_11023066_0200,31560.0
110980-02_11023066_0201,31560.0
110980-02_11023066_0202,31560.0
135150-02_11023152_0100,638.4
135150-17_11023152_0200,664.8
135150-02_11023193_0100,638.4
135150-17_11023193_0200,664.8
111230-06_11023382_1111,21087.096
100630-20_11023770_0210,270.003696
100610-70_11024020_0120,360.00493200000005
111120-07_11024103_0300,28908.0
123410-15_11024115_0100,38160.0
135150-02_11024415_0100,638.4
135150-17_11024415_0200,638.4
100660-01_11025444_0110,248.397888
134130-05_11025605_1300,2264.124
134130-05_11025606_1300,2452.8
111220-03_11026183_0300,12132.0
111220-07_11026183_0700,4622.4
111220-03_11026184_0300,6720.0
111220-07_11026184_0700,4764.0
123540-03_11026328_0100,936.0
111120-07_11026352_0300,28908.0
111120-07_11026355_0300,28908.0
123580-02_11026370_0100,18000.0
111120-07_11026372_0300,28908.0
100600-01_11026381_0110,300.0
134130-08_11026756_1300,2102.4
135150-02_11026769_0100,638.4
135150-17_11026769_0200,638.4
100630-20_11026813_0110,270.003696
134130-35_11026843_1500,1251.432
134130-35_11026845_1500,1183.2
123420-17_11026891_0100,1800.0
123420-15_11026891_0100,1800.0
123510-05_11027173_1000,5604.0
134050-01_11027177_0100,435.24
136040-18_11027251_0100,2803.2
123580-01_11027256_0100,72000.0
123580-01_11027259_0100,72000.0
135130-02_11027291_0100,2252.568
135130-02_11027292_0100,1087.452
135130-02_11027293_0100,1087.452
135150-02_11027322_0100,798.0
135150-17_11027322_0200,831.0
100600-01_11027351_0110,647.976924
123580-01_11027431_0100,72000.0
123510-03_11028322_1000,45636.0
123510-03_11028325_1000,34212.0
123510-03_11028399_1000,25248.0
123580-01_11028400_0100,72000.0
123580-01_11028401_0100,72000.0
123510-03_11028800_1000,25068.0
135130-29_11029100_0100,2280.0
111610-02_11029600_0100,52825.344
111480-01_11029937_0100,32400.0
100680-10_11030005_0110,1.216668
100680-10_11030044_0110,3.6500040000000005
123020-30_11030361_0700,3600.0
111120-07_11030690_0300,28908.0
100660-01_11030910_0110,248.397888
123020-03_11030998_0700,1608.0
111350-17_11031270_6710,12000.0
111350-17_11031271_6710,12000.0
111350-17_11031272_6710,12000.0
111350-17_11031273_6710,12000.0
123580-01_11031303_0100,72000.0
123580-01_11031305_0100,72000.0
