K,P,C,r_x
10202794,111990-02_10202794_0400,11021,100.0
10202794,111990-02_10202794_0400,11022,100.0
10202794,111990-02_10202794_0400,11023,100.0
10202794,111990-02_10202794_0400,11024,100.0
10202794,111990-02_10202794_0400,11025,100.0
10202794,111990-02_10202794_0400,11026,100.0
10202795,111990-01_10202795_0100,11027,100.0
10202795,111990-01_10202795_0100,11028,100.0
10202795,111990-01_10202795_0100,11029,100.0
10202795,111990-01_10202795_0100,11030,100.0
10202795,111990-01_10202795_0100,11031,100.0
10202795,111990-01_10202795_0100,11032,100.0
10202795,111990-01_10202795_0100,11033,100.0
10202795,111990-01_10202795_0100,11034,100.0
10202795,111990-01_10202795_0100,11035,100.0
10202795,111990-01_10202795_0100,11036,100.0
10202795,111990-01_10202795_0200,11037,100.0
10202795,111990-01_10202795_0200,11038,100.0
10202795,111990-01_10202795_0200,11039,100.0
10202795,111990-01_10202795_0200,11040,100.0
10202795,111990-01_10202795_0200,11041,100.0
10202795,111990-01_10202795_0200,11042,100.0
10202795,111990-01_10202795_0200,11043,100.0
10202795,111990-01_10202795_0200,11044,100.0
10202795,111990-01_10202795_0200,11045,100.0
10202795,111990-01_10202795_0200,11046,100.0
10202795,111990-01_10202795_0300,11047,100.0
10202795,111990-01_10202795_0300,11048,100.0
10202795,111990-01_10202795_0300,11049,100.0
10202795,111990-01_10202795_0300,11050,100.0
10202795,111990-01_10202795_0300,11051,100.0
10202795,111990-01_10202795_0300,11052,100.0
10202795,111990-01_10202795_0300,11053,100.0
10202795,111990-01_10202795_0300,11054,100.0
10202795,111990-02_10202795_0400,11055,100.0
10202795,111990-02_10202795_0400,11056,100.0
10202795,111990-02_10202795_0400,11057,100.0
10202795,111990-02_10202795_0400,11058,100.0
10202795,111990-02_10202795_0400,11059,100.0
10202795,111990-02_10202795_0400,11060,100.0
10202795,111990-02_10202795_0400,11061,100.0
10202795,111990-02_10202795_0400,11062,100.0
10202795,111990-02_10202795_0400,11063,100.0
10202851,111990-01_10202851_0100,11064,100.0
10202851,111990-01_10202851_0100,11065,100.0
10202851,111990-01_10202851_0100,11066,100.0
10202851,111990-01_10202851_0100,11067,100.0
10202851,111990-01_10202851_0100,11068,100.0
10202851,111990-01_10202851_0100,11069,100.0
10202851,111990-01_10202851_0100,11070,100.0
10202851,111990-01_10202851_0100,11071,100.0
10202851,111990-01_10202851_0100,11072,100.0
10202851,111990-01_10202851_0100,11073,100.0
10202851,111990-01_10202851_0300,11074,100.0
10202851,111990-01_10202851_0300,11075,100.0
10202851,111990-01_10202851_0300,11076,100.0
10202851,111990-01_10202851_0300,11077,100.0
10202851,111990-01_10202851_0300,11078,100.0
10202851,111990-01_10202851_0300,11079,100.0
10202851,111990-01_10202851_0300,11080,100.0
10202851,111990-01_10202851_0300,11081,100.0
10202851,111990-01_10202851_0300,11082,100.0
10202851,111990-02_10202851_0400,11083,100.0
10202851,111990-02_10202851_0400,11084,100.0
10202851,111990-02_10202851_0400,11085,100.0
10202851,111990-02_10202851_0400,11086,100.0
10202851,111990-02_10202851_0400,11087,100.0
10202851,111990-02_10202851_0400,11088,100.0
10202851,111990-02_10202851_0400,11089,100.0
10202851,111990-02_10202851_0400,11090,100.0
10202851,111990-02_10202851_0400,11091,100.0
10202851,111990-02_10202851_0400,11092,100.0
10202852,111990-01_10202852_0100,11093,100.0
10202852,111990-01_10202852_0100,11094,100.0
10202852,111990-01_10202852_0100,11095,100.0
10202852,111990-01_10202852_0100,11096,100.0
10202852,111990-01_10202852_0100,11097,100.0
10202852,111990-01_10202852_0100,11098,100.0
10202852,111990-01_10202852_0100,11099,100.0
10202852,111990-01_10202852_0100,11100,100.0
10202852,111990-01_10202852_0100,11101,100.0
10202852,111990-01_10202852_0300,11102,100.0
10202852,111990-01_10202852_0300,11103,100.0
10202852,111990-01_10202852_0300,11104,100.0
10202852,111990-01_10202852_0300,11105,100.0
10202852,111990-01_10202852_0300,11106,100.0
10202852,111990-01_10202852_0300,11107,100.0
10202852,111990-01_10202852_0300,11108,100.0
10202852,111990-01_10202852_0300,11109,100.0
10202852,111990-01_10202852_0300,11110,100.0
10202852,111990-02_10202852_0400,11111,100.0
10202852,111990-02_10202852_0400,11112,100.0
10202852,111990-02_10202852_0400,11113,100.0
10202852,111990-02_10202852_0400,11114,100.0
10202852,111990-02_10202852_0400,11115,100.0
10202852,111990-02_10202852_0400,11116,100.0
10202852,111990-02_10202852_0400,11117,100.0
10202852,111990-02_10202852_0400,11118,100.0
10202852,111990-02_10202852_0400,11119,100.0
10202852,111990-02_10202852_0400,11120,100.0
10202854,111990-01_10202854_0100,11121,100.0
10202854,111990-01_10202854_0100,11122,100.0
10202854,111990-01_10202854_0100,11123,100.0
10202854,111990-01_10202854_0100,11124,100.0
10202854,111990-01_10202854_0100,11125,100.0
10202854,111990-01_10202854_0100,11126,100.0
10202854,111990-01_10202854_0100,11127,100.0
10202854,111990-01_10202854_0100,11128,100.0
10202854,111990-01_10202854_0100,11129,100.0
10202854,111990-01_10202854_0200,11130,100.0
10202854,111990-01_10202854_0200,11131,100.0
10202854,111990-01_10202854_0200,11132,100.0
10202854,111990-01_10202854_0200,11133,100.0
10202854,111990-01_10202854_0200,11134,100.0
10202854,111990-01_10202854_0200,11135,100.0
10202854,111990-01_10202854_0200,11136,100.0
10202854,111990-01_10202854_0200,11137,100.0
10202854,111990-01_10202854_0200,11138,100.0
10202854,111990-01_10202854_0200,11139,100.0
10202855,111990-01_10202855_0100,11140,100.0
10202855,111990-01_10202855_0100,11141,100.0
10202855,111990-01_10202855_0100,11142,100.0
10202855,111990-01_10202855_0100,11143,100.0
10202855,111990-01_10202855_0100,11144,100.0
10202855,111990-01_10202855_0100,11145,100.0
10202855,111990-01_10202855_0100,11146,100.0
10202855,111990-01_10202855_0100,11147,100.0
10202855,111990-01_10202855_0100,11148,100.0
10202855,111990-01_10202855_0100,11149,100.0
10202855,111990-01_10202855_0200,11150,100.0
10202855,111990-01_10202855_0200,11151,100.0
10202855,111990-01_10202855_0200,11152,100.0
10202855,111990-01_10202855_0200,11153,100.0
10202855,111990-01_10202855_0200,11154,100.0
10202855,111990-01_10202855_0200,11155,100.0
10202855,111990-01_10202855_0200,11156,100.0
10202855,111990-01_10202855_0200,11157,100.0
10202855,111990-01_10202855_0200,11158,100.0
10202855,111990-01_10202855_0200,11159,100.0
10202855,111990-01_10202855_0300,11160,100.0
10202855,111990-01_10202855_0300,11161,100.0
10202855,111990-01_10202855_0300,11162,100.0
10202855,111990-01_10202855_0300,11163,100.0
10202855,111990-01_10202855_0300,11164,100.0
10202855,111990-01_10202855_0300,11165,100.0
10202855,111990-01_10202855_0300,11166,100.0
10202855,111990-01_10202855_0300,11167,100.0
10202855,111990-01_10202855_0300,11168,100.0
10202855,111990-02_10202855_0400,11169,100.0
10202855,111990-02_10202855_0400,11170,100.0
10202855,111990-02_10202855_0400,11171,100.0
10202855,111990-02_10202855_0400,11172,100.0
10202855,111990-02_10202855_0400,11173,100.0
10202855,111990-02_10202855_0400,11174,100.0
10202855,111990-02_10202855_0400,11175,100.0
10202855,111990-02_10202855_0400,11176,100.0
10202855,111990-02_10202855_0400,11177,100.0
10202856,111990-01_10202856_0100,11178,100.0
10202856,111990-01_10202856_0100,11179,100.0
10202856,111990-01_10202856_0100,11180,100.0
10202856,111990-01_10202856_0100,11181,100.0
10202856,111990-01_10202856_0100,11182,100.0
10202856,111990-01_10202856_0100,11183,100.0
10202856,111990-01_10202856_0100,11184,100.0
10202856,111990-01_10202856_0100,11185,100.0
10202856,111990-01_10202856_0100,11186,100.0
10202856,111990-01_10202856_0100,11187,100.0
10202856,111990-01_10202856_0200,11188,100.0
10202856,111990-01_10202856_0200,11189,100.0
10202856,111990-01_10202856_0200,11190,100.0
10202856,111990-01_10202856_0200,11191,100.0
10202856,111990-01_10202856_0200,11192,100.0
10202856,111990-01_10202856_0200,11193,100.0
10202856,111990-01_10202856_0200,11194,100.0
10202856,111990-01_10202856_0200,11195,100.0
10202856,111990-01_10202856_0200,11196,100.0
10202856,111990-01_10202856_0200,11197,100.0
10202856,111990-01_10202856_0300,11198,100.0
10202856,111990-01_10202856_0300,11199,100.0
10202856,111990-01_10202856_0300,11200,100.0
10202856,111990-01_10202856_0300,11201,100.0
10202856,111990-01_10202856_0300,11202,100.0
10202856,111990-01_10202856_0300,11203,100.0
10202856,111990-01_10202856_0300,11204,100.0
10202856,111990-01_10202856_0300,11205,100.0
10202856,111990-01_10202856_0300,11206,100.0
10202856,111990-02_10202856_0400,11207,100.0
10202856,111990-02_10202856_0400,11208,100.0
10202856,111990-02_10202856_0400,11209,100.0
10202856,111990-02_10202856_0400,11210,100.0
10202856,111990-02_10202856_0400,11211,100.0
10202856,111990-02_10202856_0400,11212,100.0
10202856,111990-02_10202856_0400,11213,100.0
10202856,111990-02_10202856_0400,11214,100.0
10202856,111990-02_10202856_0400,11215,100.0
10202858,111990-01_10202858_0100,11216,100.0
10202858,111990-01_10202858_0100,11217,100.0
10202858,111990-01_10202858_0100,11218,100.0
10202858,111990-01_10202858_0100,11219,100.0
10202858,111990-01_10202858_0100,11220,100.0
10202858,111990-01_10202858_0100,11221,100.0
10202858,111990-01_10202858_0100,11222,100.0
10202858,111990-01_10202858_0100,11223,100.0
10202858,111990-01_10202858_0100,11224,100.0
10202858,111990-01_10202858_0100,11225,100.0
10202858,111990-01_10202858_0300,11226,100.0
10202858,111990-01_10202858_0300,11227,100.0
10202858,111990-01_10202858_0300,11228,100.0
10202858,111990-01_10202858_0300,11229,100.0
10202858,111990-01_10202858_0300,11230,100.0
10202858,111990-01_10202858_0300,11231,100.0
10202858,111990-01_10202858_0300,11232,100.0
10202858,111990-01_10202858_0300,11233,100.0
10202858,111990-01_10202858_0300,11234,100.0
10202858,111990-02_10202858_0400,11235,100.0
10202858,111990-02_10202858_0400,11236,100.0
10202858,111990-02_10202858_0400,11237,100.0
10202858,111990-02_10202858_0400,11238,100.0
10202858,111990-02_10202858_0400,11239,100.0
10202858,111990-02_10202858_0400,11240,100.0
10202858,111990-02_10202858_0400,11241,100.0
10202858,111990-02_10202858_0400,11242,100.0
10202858,111990-02_10202858_0400,11243,100.0
10202861,111990-01_10202861_0100,11244,100.0
10202861,111990-01_10202861_0100,11245,100.0
10202861,111990-01_10202861_0100,11246,100.0
10202861,111990-01_10202861_0100,11247,100.0
10202861,111990-01_10202861_0100,11248,100.0
10202861,111990-01_10202861_0100,11249,100.0
10202861,111990-01_10202861_0100,11250,100.0
10202861,111990-01_10202861_0100,11251,100.0
10202861,111990-01_10202861_0100,11252,100.0
10202861,111990-01_10202861_0100,11253,100.0
10202861,111990-01_10202861_0300,11254,100.0
10202861,111990-01_10202861_0300,11255,100.0
10202861,111990-01_10202861_0300,11256,100.0
10202861,111990-01_10202861_0300,11257,100.0
10202861,111990-01_10202861_0300,11258,100.0
10202861,111990-01_10202861_0300,11259,100.0
10202861,111990-01_10202861_0300,11260,100.0
10202861,111990-01_10202861_0300,11261,100.0
10202861,111990-01_10202861_0300,11262,100.0
10202861,111990-02_10202861_0400,11263,100.0
10202861,111990-02_10202861_0400,11264,100.0
10202861,111990-02_10202861_0400,11265,100.0
10202861,111990-02_10202861_0400,11266,100.0
10202861,111990-02_10202861_0400,11267,100.0
10202861,111990-02_10202861_0400,11268,100.0
10202861,111990-02_10202861_0400,11269,100.0
10202861,111990-02_10202861_0400,11270,100.0
10202861,111990-02_10202861_0400,11271,100.0
10202864,111990-01_10202864_0100,11272,100.0
10202864,111990-01_10202864_0100,11273,100.0
10202864,111990-01_10202864_0100,11274,100.0
10202864,111990-01_10202864_0100,11275,100.0
10202864,111990-01_10202864_0100,11276,100.0
10202864,111990-01_10202864_0100,11277,100.0
10202864,111990-01_10202864_0100,11278,100.0
10202864,111990-01_10202864_0100,11279,100.0
10202864,111990-01_10202864_0200,11280,100.0
10202864,111990-01_10202864_0200,11281,100.0
10202864,111990-01_10202864_0200,11282,100.0
10202864,111990-01_10202864_0200,11283,100.0
10202864,111990-01_10202864_0200,11284,100.0
10202864,111990-01_10202864_0200,11285,100.0
10202864,111990-01_10202864_0200,11286,100.0
10202864,111990-01_10202864_0200,11287,100.0
10202865,111990-01_10202865_0100,11288,100.0
10202865,111990-01_10202865_0100,11289,100.0
10202865,111990-01_10202865_0100,11290,100.0
10202865,111990-01_10202865_0100,11291,100.0
10202865,111990-01_10202865_0100,11292,100.0
10202865,111990-01_10202865_0100,11293,100.0
10202865,111990-01_10202865_0100,11294,100.0
10202865,111990-01_10202865_0100,11295,100.0
10202865,111990-01_10202865_0100,11296,100.0
10202865,111990-01_10202865_0100,11297,100.0
10202865,111990-01_10202865_0200,11298,100.0
10202865,111990-01_10202865_0200,11299,100.0
10202865,111990-01_10202865_0200,11300,100.0
10202865,111990-01_10202865_0200,11301,100.0
10202865,111990-01_10202865_0200,11302,100.0
10202865,111990-01_10202865_0200,11303,100.0
10202865,111990-01_10202865_0200,11304,100.0
10202865,111990-01_10202865_0200,11305,100.0
10202865,111990-01_10202865_0200,11306,100.0
10202865,111990-01_10202865_0300,11307,100.0
10202865,111990-01_10202865_0300,11308,100.0
10202865,111990-01_10202865_0300,11309,100.0
10202865,111990-01_10202865_0300,11310,100.0
10202865,111990-01_10202865_0300,11311,100.0
10202865,111990-01_10202865_0300,11312,100.0
10202865,111990-01_10202865_0300,11313,100.0
10202865,111990-01_10202865_0300,11314,100.0
10202865,111990-01_10202865_0300,11315,100.0
10202865,111990-02_10202865_0400,11316,100.0
10202865,111990-02_10202865_0400,11317,100.0
10202865,111990-02_10202865_0400,11318,100.0
10202865,111990-02_10202865_0400,11319,100.0
10202865,111990-02_10202865_0400,11320,100.0
10202865,111990-02_10202865_0400,11321,100.0
10202865,111990-02_10202865_0400,11322,100.0
10202865,111990-02_10202865_0400,11323,100.0
10202865,111990-02_10202865_0400,11324,100.0
10202866,111990-01_10202866_0100,11325,100.0
10202866,111990-01_10202866_0100,11326,100.0
10202866,111990-01_10202866_0100,11327,100.0
10202866,111990-01_10202866_0100,11328,100.0
10202866,111990-01_10202866_0100,11329,100.0
10202866,111990-01_10202866_0100,11330,100.0
10202866,111990-01_10202866_0100,11331,100.0
10202866,111990-01_10202866_0100,11332,100.0
10202866,111990-01_10202866_0100,11333,100.0
10202866,111990-01_10202866_0100,11334,100.0
10202866,111990-01_10202866_0200,11335,100.0
10202866,111990-01_10202866_0200,11336,100.0
10202866,111990-01_10202866_0200,11337,100.0
10202866,111990-01_10202866_0200,11338,100.0
10202866,111990-01_10202866_0200,11339,100.0
10202866,111990-01_10202866_0200,11340,100.0
10202866,111990-01_10202866_0200,11341,100.0
10202866,111990-01_10202866_0200,11342,100.0
10202866,111990-01_10202866_0200,11343,100.0
10202866,111990-01_10202866_0300,11344,100.0
10202866,111990-01_10202866_0300,11345,100.0
10202866,111990-01_10202866_0300,11346,100.0
10202866,111990-01_10202866_0300,11347,100.0
10202866,111990-01_10202866_0300,11348,100.0
10202866,111990-01_10202866_0300,11349,100.0
10202866,111990-01_10202866_0300,11350,100.0
10202866,111990-01_10202866_0300,11351,100.0
10202866,111990-01_10202866_0300,11352,100.0
10202866,111990-02_10202866_0400,11353,100.0
10202866,111990-02_10202866_0400,11354,100.0
10202866,111990-02_10202866_0400,11355,100.0
10202866,111990-02_10202866_0400,11356,100.0
10202866,111990-02_10202866_0400,11357,100.0
10202866,111990-02_10202866_0400,11358,100.0
10202866,111990-02_10202866_0400,11359,100.0
10202866,111990-02_10202866_0400,11360,100.0
10202866,111990-02_10202866_0400,11361,100.0
10202867,111990-01_10202867_0100,11362,100.0
10202867,111990-01_10202867_0100,11363,100.0
10202867,111990-01_10202867_0100,11364,100.0
10202867,111990-01_10202867_0100,11365,100.0
10202867,111990-01_10202867_0100,11366,100.0
10202867,111990-01_10202867_0100,11367,100.0
10202867,111990-01_10202867_0100,11368,100.0
10202867,111990-01_10202867_0100,11369,100.0
10202867,111990-01_10202867_0100,11370,100.0
10202867,111990-01_10202867_0100,11371,100.0
10202867,111990-01_10202867_0300,11372,100.0
10202867,111990-01_10202867_0300,11373,100.0
10202867,111990-01_10202867_0300,11374,100.0
10202867,111990-01_10202867_0300,11375,100.0
10202867,111990-01_10202867_0300,11376,100.0
10202867,111990-01_10202867_0300,11377,100.0
10202867,111990-01_10202867_0300,11378,100.0
10202867,111990-01_10202867_0300,11379,100.0
10202867,111990-01_10202867_0300,11380,100.0
10202867,111990-02_10202867_0400,11381,100.0
10202867,111990-02_10202867_0400,11382,100.0
10202867,111990-02_10202867_0400,11383,100.0
10202867,111990-02_10202867_0400,11384,100.0
10202867,111990-02_10202867_0400,11385,100.0
10202867,111990-02_10202867_0400,11386,100.0
10202867,111990-02_10202867_0400,11387,100.0
10202867,111990-02_10202867_0400,11388,100.0
10202867,111990-02_10202867_0400,11389,100.0
10202892,123680-08_10202892_0100,11390,100.0
10202892,123680-08_10202892_0100,11391,100.0
