K,a
10205582,0.0013557473116071062
10205585,0.0004244879404727198
10205657,0.002149482674176564
10205680,-3.0741232308857185e-05
10205695,0.0
10205736,0.007290118918918918
10205781,0.03879317618447149
10205834,0.0
10205941,0.0009935410915537545
10205953,0.0002603617395883747
10206065,0.006500981997187061
10206138,0.0006289086867078107
10206309,0.0039745395409038235
10206312,0.0013201167938351425
10206323,0.0
10206475,0.039932700163398685
10206520,0.007195869777371151
10206570,0.0012777178838761889
10206641,0.0014924834742143245
10206673,0.0009489989924179878
10206697,0.0007857007622417827
10206830,0.012942870999552733
10206862,0.0009949918588873811
10206947,0.005444079804048821
10206957,0.0006810974025974025
10206982,0.0005869576870772243
10207056,0.044119437831244945
10207069,0.0015385804628275034
10207115,0.0015988327206223315
10207142,0.0013866500000000001
10207201,0.0014251195671317587
10207205,0.000587118400621118
10207217,0.0006306969577386861
10207272,0.0
10207384,0.0008579134363159429
10207412,0.0007339735496804819
10207413,0.020993630573248406
10207414,0.024528385260773066
10207415,0.020050906266359032
10207525,0.0008965738904113359
10207671,0.001054098682549096
10207838,0.0
10207868,0.0010416944489359474
10207870,0.0
10207900,0.0
10207934,0.004874405456685159
10207964,0.0004516846746702312
10208034,0.0012719791843814835
10208133,0.004149879215060501
10208154,0.0
10208173,0.0
10208174,0.0
10208259,0.00047721083530338846
10208278,0.0019328077544426491
10208298,0.005833925191013799
10208326,0.0015455831476428657
10208359,0.0007570760898328728
10208401,0.0010356795545243618
10208445,0.0
10208462,0.001667225783851669
10208495,0.0
10208498,0.0
10208633,0.0017245975213572371
10208660,0.0
10208720,0.0016505607748571512
10208761,0.0
10208776,0.002869586547653116
10208914,0.0014839662616354598
10208979,0.0035820263999999996
10209005,0.0017765608959070492
10209067,0.005049440621415911
10209091,0.0013828932418306595
10209269,0.008345894592163238
10209365,0.05228809344338888
10209464,0.11604383161512029
10209547,0.0
10209602,0.0533750614457072
10209605,0.003711983048948468
10209609,0.0
10209649,0.0
10209676,0.0003289936357415291
10209801,0.007323213361097088
10209817,0.013383482004088215
10209891,0.0
10209893,0.0
10209908,0.00046009230069430854
10209934,0.0006543266237715533
10209942,0.030695629370629373
10210141,0.0007511791782621123
10210208,0.002508264791120216
10210209,0.002380038887674448
10210238,0.0
10210240,0.0011365133269795379
10210252,0.02668588777777777
10210389,0.003099913472290968
10210407,0.0015520485108355543
10210495,0.011288548790966
10210560,0.0
10210649,0.0022602094292803973
10210827,0.0008818276253300406
10210909,0.29554693983124924
10210929,0.001202354606773954
10210963,0.0
10210987,0.0007294984834653307
10210988,0.0009700178624590652
10210989,0.0011827486934960407
10210990,0.0007631511010004302
10211087,0.003915162526918396
10211142,0.0008386423767199386
10211150,0.001156387126538779
10211232,0.001533664671222599
10211274,0.001253657777463394
10211276,0.001333612582781457
10211279,0.0006691596810468206
10211305,0.0006205200493122243
10211337,0.0001998701779267664
10211368,0.0016053829261936776
10211386,0.00039287907323412054
10211397,0.0004130220282446075
10211407,0.1450693990546928
10211469,0.004944220090671424
10211495,0.0
10211496,0.0007791202974500102
10211620,0.0022304904542651835
10211696,0.0003472513942450312
10211856,0.01501878287738888
10212134,0.03665619910196036
10212140,0.0009362543320381232
10212167,0.0
10212187,0.0009153349688820918
10212439,0.0
10212464,0.0
10212535,0.0006455730174081238
10212669,0.002227167373864205
10212829,-0.00018158750000000002
10212831,0.005778685063959337
10212870,0.027004065
10212873,0.004505752176217508
10212942,0.015153790045766589
10213097,0.0008721796694054774
10213413,0.001373485349412075
10213571,0.0049782053751837715
10213750,0.018609137520658847
10213828,0.0
10213952,0.005455015969898392
10214007,0.0024683947429305518
10214019,0.000330626504106219
10214072,0.9279637806016227
10214085,0.0009540125820869296
10214122,0.001272329885378809
10214286,0.012735257257180171
10215690,0.008708882552129746
10218314,0.0005652656407255705
10218506,0.0
10218684,0.01669374662601626
10218798,0.011407824251726786
10219338,0.00649766719586212
10219786,0.0013184948275862072
10219932,0.0
10220499,0.0010520466989338009
10220652,0.0005754006540018686
10220819,0.03995870225694445
10220939,0.0462937919912502
10228315,0.0009364121076854698
10230908,0.00013038405885700186
10231237,0.011181602667102004
10232884,0.0017650480187329383
10233068,0.002329797057071465
10233231,0.024530170212765958
10233232,0.03979727819942424
10233789,0.002708795412034586
10233815,0.0019610146917565263
10233851,0.0006972360070107358
10233864,0.0
10233971,0.0011393871453300214
10234062,0.0008183832762452602
10234172,0.020673293682795697
10234194,-0.026902539335664333
10234216,0.00045391499999999994
10234225,0.02793463174614309
10234226,0.02591739333229683
10234275,0.04680555170753677
10234277,0.06623930138099107
10234281,0.00042024068965517244
10234302,0.015620556049517814
10234339,0.0013373626990396208
10234497,0.0011186791666666668
10234571,0.0
10234631,0.002417129384518023
10234947,0.0009503842161960872
10234986,0.0
10235231,0.0012643233793233797
10235233,0.0020729676081195
10235265,0.0
10235277,0.0011823572454563072
10235299,0.0016545052852109323
10235434,0.0014742646657074257
10235864,0.0007437625870141221
10236625,0.009205062944718118
10237302,0.0013700064159292036
10237353,8.54264735154263e-05
10237415,0.021546766917293233
10237487,0.0007734836051663081
10237540,0.03611183719305751
10237660,0.008449172647257955
10238213,0.0
10239090,0.0010801390443246175
10239240,0.0013715500618046972
10239400,0.001626940357142857
10240164,0.02072030879664116
10240547,0.001366372700882157
10241116,0.05477222222222223
10241175,0.003354661131588419
10241186,0.008664858914981739
10242280,0.0016124433715402474
10242352,0.0017537567910131196
10242411,0.005587486560381799
10242574,0.0019441088761279189
10242618,0.0
10242619,0.0
10242642,0.0017898267003510614
10242647,0.002176014082279408
10242946,0.0663290924369748
10243084,-0.09
10243087,0.001728000626566416
10243745,0.16684840833333334
10244278,0.022545251762724226
10245922,0.0005325803131991052
10247461,0.022373411371863928
10248693,0.0015466751812753283
10248951,0.01054914012367285
10249640,0.001278601676135219
10250027,0.021054137107776268
10250412,0.0
10252506,0.0010723269109751362
10253877,0.0215865672930176
10253878,0.020153973578914852
10253880,0.01669755197078313
10257320,0.0
10261177,0.0011171594700771915
10261993,0.009680962891462893
10262004,0.014381157738614548
10263637,0.0013618361943094643
10264013,0.021471309508450522
10264197,0.010944343996291146
10266204,0.0004664015367556159
10266617,0.001550912549872817
10266619,0.000935823864411272
10266621,0.001032449859367374
10270098,0.0
10277266,0.0
10279822,0.0010682120064161632
10290113,0.0015085752601156069
10290700,0.04107367149758454
10290842,0.037476078694388563
10290843,0.0372110050154321
10291336,0.001230943852167733
10291559,0.007296454785276332
10291717,0.0009779611872407056
10292457,0.0009051404140765278
10292459,0.0009188628952077948
10292461,0.0
10292462,0.0007767593932646814
10292468,-0.0004689110662337994
10292469,0.0004960833333333333
10292471,0.0008693927083333334
10292590,0.021488694475138122
10293575,0.03510513385964912
10293614,0.0011468997493734336
10293678,0.0015154492594755989
10293912,0.0
10294024,0.0
10294143,0.003976894023462271
10294668,0.008542975184806751
10294669,0.012565644963144966
10294679,0.0046567116953411935
10294721,0.0030498634146341463
10295408,0.01303488796415798
10296230,0.000948844025121807
10296835,0.04920108219954648
10296896,0.0019748301587205392
10297064,0.005003633827494937
10297343,0.0007085904264772387
10298193,0.0031684296635798416
10298391,0.0007234989690721649
10298709,0.0040452955931372
10298892,0.0
10299108,0.0
10299315,0.0
10301997,0.0008742103444793478
10304443,0.0
10305500,0.0003091845205154557
10313319,0.006596666147374981
10313320,0.0050532629238029
10313500,0.0020123524423963134
10316502,0.0011781683249770336
10319118,-0.0004151464675473865
10319303,0.0005434271153872929
10319342,0.0005248260430424985
10320974,0.0
10323855,0.0004491923590702645
10326785,-0.0008771219999999999
10327354,0.006539946879150066
10400032,0.005398791346090616
10401366,0.0004437804330104923
10402062,0.0
10411501,0.0010422746517535616
10412384,0.0004971880387931035
10412403,0.0002716875
10490746,0.024451547037858918
10500742,0.0
10500845,0.00578704433497537
10502480,0.002615464724624488
10502817,0.009155739473684211
10502834,0.04134158294535653
10502836,0.04483447684391081
10503069,9.53850153627984e-05
10503079,0.0
10504462,0.0
10504699,0.0006050285887944986
10505034,0.00035499999999999996
10505301,0.00044414198709960816
10505776,-0.0002825176287568697
10506605,0.0007167710384959713
10506832,0.012376868877395803
10506855,0.0
10506875,0.00015947417777563053
10506910,0.0
10506916,0.0007862477045286347
10506917,0.0
10508450,0.0005842378825294543
10510314,0.014833042092154422
10510450,0.0
10510479,0.0025996657018009946
10510492,0.08098504155124656
10510655,0.0015242422222222225
10510698,0.0
10511153,0.0007060941607949052
10511194,0.0014187514245014245
10511200,0.0
10511301,0.0
10511687,0.0014475716734572196
10511986,0.005540567816908823
10512102,0.00035631502717066264
10512248,-0.003669616216216216
10512293,0.0
10513082,0.0006741206893676628
10513472,0.017135148372343287
10513514,0.0055909755288949675
10513517,0.004175369147793729
10513669,0.0007528101711749461
10514003,0.0
10514778,0.00013119243904376142
10514800,0.00017940021581044056
10515045,0.0007634979085331846
10515196,0.0006989435993915619
10515356,0.0014638010456408084
10515400,0.0031138777619387032
10515402,0.003965185048341754
10515486,0.0017099775586682743
10515527,0.0009114435508230514
10515541,0.0
10516038,0.0006595975035027385
10516835,0.03710548671402602
10517804,0.0017211218130311614
10518364,0.0014760262185534593
10518812,0.0018324617249519757
10519187,0.0006818508118327403
10519403,0.004339754064176202
10519730,0.0033568595770679887
10519743,0.005194325871250335
10520104,0.0007721482987968733
10520647,0.0006349003111335352
10520769,0.05604664775470787
10520925,0.0012780947696779568
10521300,0.007386535892716276
10529425,0.000539061760437403
10532328,5.8339807128263786e-05
10532423,0.0023805290482599977
10532872,0.012167346065680276
10537599,0.000881121716518071
10537771,0.0009040833333333332
10538689,0.0009812840749016003
10538696,0.0011553723752741024
10538698,0.0009792042771771012
10538701,0.0011796729883949441
10538939,0.0011491913720710432
10539409,0.02139510897648228
10539864,0.0018430364661221673
10540892,0.0011049377707264192
10540910,0.0009162689326263914
10540926,0.0007416071312037787
10541668,0.02262931573241502
10542148,0.01688787248210421
10542317,0.0012104583762218588
10542329,0.034984071050449636
10542819,0.00282974053030303
10542880,0.0009977101761141627
10543585,0.005453527729468599
10543759,0.0003770808777429467
10543927,0.0003346215313421648
10544021,0.0
10544098,0.0001561244536030973
10544104,0.0005115235310723072
10544185,0.0
10544219,0.00031354650308195657
10544271,0.00045541143896472906
10544278,0.0003267407686224412
10544332,0.00019023129174631896
10544362,0.00045004989443811326
10544367,0.00045902989964277067
10544377,0.006010960239241237
10544389,-0.00096313417721519
10544463,0.009312565077796988
10544920,0.006451423314285715
10544997,0.0003183800130338881
10547097,0.00044982013023512127
10552174,0.0008546171508349889
10552205,0.0010400701223244996
10552353,0.0005528651191903115
10552423,0.0012879745152046295
10552645,0.004732567162438029
10553198,0.0
10553862,0.0002343557894904231
10553863,0.00033020360874786955
10553867,9.231241858878949e-05
10553996,0.0016923048256475468
10554266,0.0013805684165232356
10554456,0.0008812997406209738
10554533,7.359821439079957e-05
10554567,0.00012127917229609615
10554661,0.0012069831913581657
10554716,0.003400231821684677
10555021,0.002468675135869565
10555490,0.008093671428571429
10555563,0.0005687254758313089
10555741,0.0011494736532438091
10555748,0.06654179962370649
10555774,0.0037612035162586516
10555976,0.0012751892951254713
10557952,0.0007822428525107377
10558474,0.030820499077409722
10558694,0.000937748094276869
10558801,0.0007074664031620553
10558848,0.0017845220845183478
10558866,8.32748784560914e-05
10558869,0.00010584706311335194
10558874,0.00016294199810947823
10558882,0.000690363944204827
10558998,0.0024572696332114483
10559254,0.015687333333333334
10559303,0.001219722547947928
10559379,0.0
10559395,0.00018441217455243846
10559398,0.0002379324066038569
10559447,0.0
10559448,0.0025525555730726785
10559454,0.00020260544969409486
10559565,0.005471226190476191
10559679,0.03039921875
10559811,0.006872433178811157
10559846,0.0011361200259934437
10559864,0.0011910230606777884
10559869,0.0009883890888174388
10559979,0.00048633310429811597
10560052,0.0008094551748119112
10560062,0.010147855438813556
10560164,0.000746410827366603
10560468,0.0
10560536,0.001011379797979798
10560570,0.0
10560915,0.020419364971068964
10561179,0.002138243846217173
10561249,0.0015258886045718184
10562125,0.0028746818191528
10562142,0.007349796173705196
10563061,0.0002489061343034372
10563068,0.000451434262903374
10563297,9.606515055620885e-05
10563697,0.0
10563710,0.0
10564020,0.05744574601554761
10564227,0.0023961214007858166
10565258,0.00950095058405494
10565607,0.009654647713052404
10566301,-0.00010039236591027674
10566888,0.0008862740210030426
10567149,0.0009804994487120475
10567469,0.030500521923866524
10567612,0.0
10567614,0.0007213806862266158
10567716,0.0010127275371687137
10567915,0.02002299058473736
10567937,0.0
10568006,3.22e-05
10569503,0.00046986996341041247
10569714,0.0005914465956217407
10569888,0.0015089601912368377
10569968,0.0037491055319148936
10569969,0.0
10574542,0.0
10575702,0.000822061435970258
10575704,0.0007694982220137476
10575966,0.009027028118061699
10575967,0.0
10576189,0.02468638518518519
10576571,0.0018361989080042066
10576627,0.0016480102024065532
10577210,0.0009371734873358348
10577275,0.0014907025423379619
10577276,0.0011908673340624211
10577651,0.002509633921568628
10577763,0.0046972228637896934
10577764,0.004108232011894491
10577767,0.003763115737326136
10577770,0.004206305413832199
10578440,0.0047113698504530075
10579350,0.0
10579351,9.915348897663558e-05
10579452,0.0
10579453,0.001749503409550894
10579655,0.009957741837074287
10579947,0.01118574892562666
10580158,0.02019116650246305
10580300,0.0011232175951134036
10580718,0.009976567548877853
10581044,0.0
10581250,0.0010648675905785845
10582039,0.0046217268907563025
10582364,0.0011769394693200664
10582502,0.023454613807245395
10582753,0.0008240332504796792
10582894,0.0003707422574729198
10582937,0.0
10583298,0.0
10583533,0.04236054767501309
10583546,0.0018157720138720862
10583972,0.0009051522852266264
10584024,0.0
10584117,0.0
10584121,0.0004907854806027271
10584168,0.0
10584170,0.0011500477777777777
10584172,0.0
10584257,0.0
10584331,0.0
10584345,0.0
10584347,0.0003622254478333326
10584838,0.0
10584840,0.00938166
10584895,0.0005353625053227926
10584916,0.0007678356238028489
10584918,0.0038600400963088094
10584977,0.001492155603448276
10585243,0.0005375754925346762
10585404,0.0005408416494563756
10585445,0.0005569144196400531
10585451,0.0007425337142954663
10585641,0.0003052459143400088
10585870,0.0
10585877,0.0
10586240,0.0035730946266405847
10586341,0.00043548504481943614
10586345,0.0014493320638436454
10586658,0.001752921726755218
10586867,0.002174964065934066
10587624,7.993034499499392e-05
10588163,0.0031155045017075443
10588306,0.00034685673206208433
10588411,0.0
10588479,0.004147493471997119
10588639,0.0008039048252923935
10588724,0.008198775000000002
10588840,0.0004964667215142489
10588906,0.045266893454629566
10588920,0.0010753120911979068
10589007,0.002399248666666667
10589082,0.006956163059048227
10589091,0.064945664983165
10589373,-0.005025009831460673
10589380,0.0014771439090856381
10589381,0.0010694605329918578
10589394,0.0014386492647058824
10589430,0.002623755869777539
10589479,0.0006790595776160847
10589790,0.001225944389853988
10590685,0.0011593197540353576
10590861,0.01569860546832107
10591809,0.0014881274509803922
10591909,0.001488383736297909
10592791,0.0
10592956,0.000743731019284736
10592961,0.0
10593121,0.013945379999999999
10593283,0.0006208960376808779
10593589,0.0034512548889594247
10593647,0.01055405107611743
10594674,0.0
10594793,0.00015198111406724464
10594890,0.0030678094989561584
10595091,0.0014737823230815167
10595532,0.0017093966784244563
10595617,0.0012859985593627302
10596319,0.0034863197492163013
10596645,0.0011383941155121975
10596825,0.0
10596827,0.0
10596860,0.0006026148361148967
10597088,0.018090619929453263
10597593,0.001212726973495907
10597636,0.02614993078271028
10597735,0.007965237499295338
10597905,0.0004702960645693653
10598122,0.0025353708376274916
10598261,0.013579326864936512
10598414,-0.0022450019357336437
10599005,0.03424984295774648
10599402,0.0
10599454,0.02789940505617977
10602857,0.001198317994452442
10603449,0.0012586568187895016
10603473,0.0006830145735105015
10603622,0.0
10603624,0.0013890901737531871
10603629,0.1569436255105247
10603731,0.0006572156045828343
10603819,-0.022989722222222227
10603894,0.001207405958702065
10604205,0.0038761269606986328
10604227,0.0010267953590718144
10604281,0.014451915455746365
10604391,0.0008402215281650865
10604399,0.0009355517307692308
10604591,0.0007023255062017644
10604706,0.009207768721344881
10604802,0.0
10606472,0.0
10606482,0.0008746114862705587
10606568,0.004969524013024013
10606772,0.0005177962928729249
10606773,0.00098696603345372
10606955,0.001440635534678088
10607264,0.0056149165701730955
10607294,0.017312193466550253
10608382,0.004618413688599839
10608407,0.0005604689935064935
10608519,0.13498749379652605
10608539,0.0010616888943976203
10608729,0.005365851233094669
10608733,0.0
10609377,0.017838425806451615
10609379,0.002131798299874163
10609381,0.010785169280651048
10609383,0.005447141452206682
10609384,0.005094987361856792
10609448,0.003347774897418045
10609452,0.01852318534197716
10609460,0.0038771699553929637
10609463,0.005338566587253218
10609564,0.0
10609566,0.012519507961357205
10609567,0.012414051232393765
10609568,0.008923139693412697
10609858,0.0007183521823991437
10609863,0.0
10609956,0.0008903783808339714
10610045,0.001455109689811739
10610466,0.004951886458098399
10610528,0.001873504085303089
10610654,0.0010402708053691275
10610736,0.0
10611014,0.07083553816993363
10611145,0.0004275186014939358
10611550,0.005300118888888889
10612561,0.000365885566696899
10612684,0.002574515949898192
10700094,0.0019626606308411213
10700096,0.0012375379645538146
10700274,0.006947589539560489
10700485,0.018728290669821943
10700539,7.128238754880463e-05
10700608,0.00799357831180775
10700726,0.0
10700959,0.005467653089729036
10701220,0.0
10701283,0.0
10701302,0.0006467558761704567
10701693,0.007809123360242179
10701694,0.008635611723676988
10701695,0.03750395409422942
10701710,0.0020627699897413265
10701796,0.000974497667706514
10701797,0.0011292857075941214
10701808,-0.0007097232692307692
10701859,-0.003766879492059885
10701912,0.1327678080808081
10702089,0.002308462420382165
10702664,0.011305189548862176
10703004,0.003149938581733935
10703199,0.0
10703297,0.0014163809287486707
10703380,0.02241844615217762
10703850,0.0013183851888667992
10703866,0.0009426289891820552
10704006,0.015503286483169185
10704620,0.00030513497841174733
10704952,0.00542244872707025
10705035,0.000601686910765183
10705052,0.0
10705173,0.0008597084189719432
10705484,0.0
10705585,0.000619463644524237
10706125,0.003862394886573561
10706761,0.0015422839973873283
10707410,0.0022795771799307956
10707437,0.0028356028924777484
10707462,0.0055493781911935686
10707532,0.0
10707537,0.0018843386166048093
10707854,0.06342656842105264
10709136,0.0009404741868699208
10709148,0.000877846242435859
10709255,0.005549544606835655
10712321,0.0039636239975636995
10712493,0.0015958928695050192
10712519,0.0010343642686804454
10713175,0.0005354287368114667
10713256,0.0008892214028296851
10713425,0.0
10713748,0.0005505611083499005
10713766,0.0014099885709116084
10713816,0.0
10714021,1.2280875088214539e-05
10714352,0.0
10714353,0.010929053731776614
10715100,0.0007442889851063075
10715101,0.0
10715495,0.0032451545520689085
10715496,0.012955887165390402
10716569,0.0
10716755,0.03149380997574607
10716912,0.0006414840885142256
10716916,0.0017285553261883891
10716959,0.00158959561449225
10716969,0.0006613954411764705
10730297,0.0006175008279848556
10736532,0.0007681408732900373
10736856,0.0003867032738970271
10739817,0.0006571991800875775
10743212,0.12829505727224297
10745466,0.0
10745469,0.0004248938360490085
10748671,0.007493230193811628
10748892,0.0005598637236850068
10755801,0.007760223529411764
10756167,0.0014198680454617096
10756229,0.0277388386749036
10756512,0.0012977250481230078
10756611,0.18452968
10756753,0.0023571705153660224
10757257,0.025691373050801408
10757675,0.0030034036231884062
10759038,0.0009077077477671366
10759039,0.0010623355358381197
10760231,0.0
10761806,0.0
10765651,0.02587993372093023
10773608,0.001834494973144195
10773805,0.0014509427906976744
10773913,0.015599774048084828
10774644,0.0004930911434969714
10775686,0.0008335076063334368
10775687,0.0007322084918018932
10775766,0.0
10775768,0.0038094389487039683
10777106,0.0014406274644876242
10778992,0.0008750594232545863
10779519,0.0020606158730158727
10779531,0.0
10781133,0.010549175412293854
10781459,0.0011633588181341721
10781543,0.0009934987571749438
10781664,0.0007951390187357807
10783708,0.0007790595228382322
10783711,0.0008009653665097511
10783718,0.0005823158881340137
10783787,0.0
10783860,0.00035648934390456794
10784130,0.0
10784438,0.0003865784785748676
10785582,0.0010910934286135262
10785583,0.0
10785623,0.011338221897810221
10786219,0.0003622245693857653
10786297,0.0
10811099,0.0
10812282,0.006323617899543378
10813204,0.0012712033527478772
10813496,0.0009780856017298065
10814262,0.0
10814728,0.000795292589344442
10814907,0.0010701642427985848
10816751,0.0007103119991011909
10817484,0.00021253901030723372
10825997,0.0032493156109834813
10826722,0.0
10826726,0.007009866666666666
10827345,0.0006381234830288585
10827729,0.000830608274201336
10827730,0.0
10828794,0.0
10829028,0.003548205555555556
10829333,0.0
10829341,0.009143189423984894
10829348,0.0
10829349,0.0
10831370,0.0005610403095879444
10831845,0.005723817304827052
10836361,0.0006397806658009851
10836720,0.003361279387992933
10837093,0.002465363812633942
10837145,0.0011005078845325292
10837940,0.0
10838035,0.00584896975
10839115,0.002769809696969697
10839311,0.0008974967127937917
10839329,0.007553857070700848
10841961,0.0006923537625220442
10843160,0.0010484315896652668
10844603,0.0
10845477,0.0
10845670,0.012819866465207448
10847031,0.00034244881920310956
10847186,0.03302508869083672
10847612,0.0007204986951221605
10848567,0.0007169067724082844
10849011,0.0015263056722689076
10849238,0.013731782407463596
10849324,0.0004297099643258565
10850356,0.0
10850437,0.0016156157354618016
10851404,0.014297022365100765
10851568,0.00267790859821364
10852181,0.0009626134947652388
10857100,0.0010106514431118905
10860648,0.0
10860884,0.00044630387338129497
10861621,0.006297252044989776
10861788,0.0
10861977,-0.0007062718518518518
10862666,0.004589269928966061
10863162,0.0
10863398,0.0009429968861425276
10863407,0.0
10863813,0.0014814893113694718
10867893,0.004594643104643104
10868065,0.007275698888888888
10868226,0.0
10868280,0.0006188245800133211
10868566,0.0010343765645805594
10868661,0.0008517924242424242
10869337,0.04450232620320856
10869482,0.0004461461164329144
10869859,0.0
10870400,0.0011019679250276928
10870412,0.003618755510653931
10870697,0.0
10871328,0.03483132689759607
10872535,0.002896528333333333
10873562,0.0026681211538461544
10873936,0.001194580510788021
10874067,0.00045211791003073483
10874392,0.0014064241122257373
10874585,0.005004706851777867
10874631,0.0012703337513081355
10874737,0.0
10875385,0.005372188445367183
10875622,0.0
10876350,0.0
10876371,0.012573757407407408
10879445,0.002320245805638132
10879598,0.0011002686170212763
10879645,0.0006000052468277963
10880355,0.0014098915440477547
10880361,0.03907484873487349
10880595,0.0005395877412437455
10882693,0.0022390022233426178
10882701,0.0025219466331666282
10882870,0.0008986831681475443
10883963,0.0007991583875463942
10884342,0.0020942927681300593
10886429,0.0006830771523668641
10891286,0.016600261202531646
10891299,0.010594484505300355
10891463,0.017161939393939396
10891464,0.009557769820971868
10891689,-0.0002581119177929185
10892041,0.018562601217253238
10892062,0.012369718495934962
10892063,0.018141925315916515
10892089,0.011471575846833575
10892252,0.0015345534018403495
10892276,0.006977128554778554
10892636,0.016778279047619048
10892643,0.03393082362728785
10892650,0.03704593713251921
10892737,0.006968148786442626
10892741,0.0021967562028047463
10892794,0.002865804278507163
10892801,0.006328360012080944
10892821,0.010567217757367011
10892839,0.019146119257087
10892844,0.014233996509598607
10895454,0.010197113970588235
10897133,0.002191204869684499
10897500,0.02498780918856809
10897900,0.006205564888888889
10898158,0.0028033077744346307
10898191,0.008652250348814032
10898230,0.0044433520904059885
10898271,0.006890487513973794
10898276,0.002299413826931976
10898281,0.00497043033921088
10898339,0.0098743247943466
10898463,0.004232336354432272
10899264,0.0009108616184306576
10899388,0.0006201998025368856
10899626,0.0
10900960,0.004384866971390506
10902462,0.0
10902547,0.010370505575505576
10903141,0.0013158289779430165
10903414,0.0006964721325296126
10904146,0.003198034640830587
10904886,0.0052616214029913635
10905902,0.0
10906384,0.010757757124294512
10907717,0.0
10908526,-0.006928083182640145
10909073,0.002447988336163259
10909437,0.00751180243018435
10909513,0.007556543060825572
10909520,0.0
10909676,0.0010826829658037711
10910006,0.0009791891056910567
10910196,0.0025081463975030957
10910461,0.002022478960873207
10910669,0.0
10910721,0.03900095036385359
10911052,0.005480917307451023
10911086,0.0017499270501015712
10911158,0.008937648989307028
10911159,-0.0002014576446280992
10911160,0.0007694879013584815
10911161,0.0016126749204065877
10911162,0.0030250787710577503
10911163,0.0005061036811465755
10911164,0.016561054379410547
10911165,0.00932877572301079
10911214,0.053932011661807576
10911219,0.020919100998615787
10911220,0.025626882368703106
10911524,0.0002595050344288829
10911547,0.015274675905528634
10911548,-0.002621176470588235
10911789,0.0032491754423130807
10912789,0.0053104387010593414
10912807,0.0043193766437998014
10912862,0.004170000000000001
10912864,0.00035675271956030923
10912865,0.0052334328358208965
10913078,0.0071715149856302176
10913150,0.0013204721855288148
10913351,0.005329877957150215
10913477,0.0003727375832000231
10913703,0.042757136904761905
10913865,0.0011043551672862452
10913974,0.0026627974204236184
10914252,0.0011526263122154958
10914505,0.0052739575517485645
10914597,0.0010557076154806492
10915393,0.0
10915584,0.0018504491524971016
10916095,0.0
10916742,0.0007351673748619019
10916749,0.005010625828485878
10916953,0.00412479669013748
10917555,0.0008863406825666189
10917556,0.0005943246000795861
10917883,0.004981541747572817
10917963,0.0
10918245,0.011229118509654867
10918249,0.0
10918250,0.004338850574712644
10918670,0.0016988113422071135
10919667,0.0013033259780590718
10919669,0.0012096269927924662
10919680,0.0012856598413245393
10919740,0.0018819479166666668
10920216,0.0005999559399236736
10920323,0.0011476615942028984
10920411,0.0008001034571428572
10921182,0.0001666664
10921365,0.007936261224489797
10923363,0.009482587337864586
10923977,0.0009424982708487466
10924476,0.0
10924477,0.0006992612076095946
10924559,0.0017125199772213752
10925080,0.00045413432007400563
10925235,0.0038147380645161292
10925236,0.0
10925237,0.0017969272727272727
10925289,0.00495835223880597
10925745,0.0009915903898458749
10925794,0.0042103489354366
10926250,0.0007788
10926763,0.001506438547674404
10927241,0.0
10927280,0.0
10927284,0.012120300925925925
10928117,0.0
10928189,0.0005554952119830299
10928540,0.011371421634615386
10928962,0.03275341096641044
10929207,0.0009245716893963568
10929309,0.051236792682926816
10929465,0.027387191401585066
10929473,0.001932468724503672
10929479,0.0033025060096153846
10929601,0.004188734590955997
10929669,0.013401313725490195
10931527,5.6469791833895224e-05
10931687,0.00684482155278944
10931689,0.007342598287223277
10932088,0.0015515090923617148
10932100,0.0011824163892445584
10932973,0.002949327380428849
10933240,0.043071339300112886
10933328,0.02912354797979798
10933615,0.001143332977196553
10933616,0.0011246912301641954
10933617,0.0008225377333333333
10933714,0.0006426847427159014
10933896,0.0017799768523806484
10933957,0.0008816175456783122
10934304,0.031821858333333335
10934610,0.0008596253606451857
10934613,0.0007395098286744815
10935967,0.000228737556561086
10936061,0.00028495912967723195
10936188,0.00102877
10936252,0.0301447987012987
10936378,0.0
10936412,0.0
10936571,0.004500271673469387
10936737,0.014627111689138975
10936914,0.0008252781483557085
10937283,0.014542223738062755
10937401,0.0009229654030398013
10938590,0.001537066888703858
10938777,0.000713615923532287
10939424,0.00045910483152992743
10939960,0.001237305489758952
10940373,0.0014939718160627252
10940639,0.0005792607142857142
10940896,0.0004496648920499979
10941375,0.0005607510714285715
10941969,0.001721135918367347
10942238,0.0005264142857142857
10942406,0.0003382802362331346
10942514,0.011674197851576213
10942643,0.001907266743119266
10948574,0.0
10948639,0.0014137979624980251
10948854,0.0
10949376,0.0005916949999999999
10949401,0.00010345454545454548
10949410,0.0
10950502,0.0019841771153846157
10950750,0.0006018915776804027
10951590,0.002503829432704688
10951890,0.0016152382879045996
10953204,0.0
10953493,0.008231382352941179
10953806,0.0
10953884,0.0008773849959702888
10954664,0.0014313229166666667
10954750,0.0042007992440176315
10954799,0.001174601238721517
10954824,0.0029032005627132565
10954861,0.00142665425
10955317,0.0004200833661227637
10955653,0.00439118683283378
10955677,0.000999253957184774
10955973,0.008410433560440212
10956034,0.0
10956077,0.04575627399474642
10956457,0.0020101728092087002
10956893,0.0
10957089,0.0014077486169738601
10957323,0.009535191744045714
10957381,0.0007299818971759594
