Component,ParameterCM1,Sales Product,Site CodeCM1,2013CM1,2014CM1,2015CM1,January 2015CM1,February 2015CM1,March 2015CM1,April 2015CM1,May 2015CM1,June 2015CM1,July 2015CM1,August 2015CM1,September 2015CM1,October 2015CM1,November 2015CM1,December 2015CM1,Unnamed: 22CM1,Unnamed: 23CM1,Unnamed: 24CM1,ParameterAmount,Site CodeAmount,2013Amount,2014Amount,2015Amount,January 2015Amount,February 2015Amount,March 2015Amount,April 2015Amount,May 2015Amount,June 2015Amount,July 2015Amount,August 2015Amount,September 2015Amount,October 2015Amount,November 2015Amount,December 2015Amount,Unnamed: 22Amount,Unnamed: 23Amount,Unnamed: 24Amount,SpecificCM1
10000100,CM1,60604239,100,170277.77000000002,172366.59000000003,156181.88,18039.06,9284.82,13122.119999999999,12023.11,10851.47,20108.58,3350.39,-0.04,23938.989999999998,17245.11,4293.97,16192.9,0.0,0.0,0.0,Amount,100,30006.5,27830.5,24557.5,2649.5,1763.0,1780.5,1984.5,1773.5,3525.5,886.0,26.0,4185.0,2668.0,666.5,2649.5,0.0,0.0,0.0,6.359844446706709
10000411,CM1,30040233,50,1309965.97,1522442.34,1442080.19,159061.08,91379.08,176433.1,137944.94,103354.78,78999.37,147870.39,94561.61,110084.93,103811.08,108805.33,117844.9,0.0,0.0,0.0,Amount,50,998253.0,1139629.0,984257.0,107132.0,57266.0,119433.0,97653.0,71195.0,54008.0,105449.0,68301.0,77526.0,71001.0,77500.0,77793.0,0.0,0.0,0.0,1.4651459832137337
10000413,CM1,30040234,50,1027634.8,979294.76,1021423.19,54999.04,93044.82,174587.46,71731.44,90776.06,85167.13,108855.89,62773.98,79385.62,92377.48,49264.09,47962.36,0.0,0.0,0.0,Amount,50,349362.0,327561.0,298951.0,17216.0,29617.0,50805.0,19812.0,27438.0,24808.0,30427.0,20612.0,20603.0,28004.0,14803.0,14806.0,0.0,0.0,0.0,3.4166909961833207
10000416,CM1,30040243,50,108857.96,123630.77,123405.2,7830.66,7466.66,20379.44,4270.04,5247.06,10955.41,15835.31,8372.41,10936.71,14559.06,8984.26,4537.25,0.0,0.0,0.0,Amount,50,33511.0,36282.0,35382.0,2406.0,2220.0,5747.0,1310.0,1666.0,3146.0,4261.0,2591.0,3516.0,4441.0,2590.0,1488.0,0.0,0.0,0.0,3.487796054490984
10000425,CM1,90784044,150,3470428.19,2960699.19,2838539.74,259842.58,242763.85,298524.22000000003,257338.66,270867.85,242083.11000000002,293775.1,244382.49000000002,155675.7,255767.81999999998,201057.23,112627.48,0.0,0.0,0.0,Amount,150,5382502.0,5170095.0,4839191.0,437681.0,418046.0,521548.0,468900.0,452011.0,408725.0,482788.0,405501.0,235616.0,413595.0,387005.0,207775.0,0.0,0.0,0.0,0.58657319787543
10000427,CM1,60248297,100,142165.96,177280.66,207033.03,14540.51,11736.34,22308.29,30413.51,16642.850000000002,5680.38,22625.08,12512.84,14281.220000000001,18484.4,14598.8,9588.55,0.0,0.0,0.0,Amount,100,58854.0,71046.0,109354.0,10545.0,5921.0,13320.0,18500.0,10545.0,2965.0,12215.0,3891.0,5552.0,11470.0,9805.0,4625.0,0.0,0.0,0.0,1.8932369186312343
10000433,CM1,30040210,50,1617117.77,1460298.84,1460677.2,135620.22,111530.18,133853.24,115241.58,96996.66,109394.86,147513.64,167620.51,118116.91,104816.61,80385.08,81232.04,0.0,0.0,0.0,Amount,50,523789.4,534851.6,478210.4,48341.6,34823.0,44843.4,39986.4,32408.0,37811.2,50581.6,55455.2,41222.4,36916.0,27912.8,27908.8,0.0,0.0,0.0,3.0544655657844326
10000440,CM1,30041258,50,77924700.05,91855501.29,95306625.99,8955191.85,8579712.96,9008353.97,7029506.64,7796612.97,8122776.31,9348945.74,8770005.09,10580472.22,10796101.46,2213028.99,4106820.86,0.0,0.0,0.0,Amount,50,171019678.50100002,194201616.208,194337700.633,16920981.052,17153329.927,21009644.645,16821058.371,18036145.23,17289129.864,18296432.478,14772321.8,17871237.321,18744390.671,7307985.846,10115043.428,0.0,0.0,0.0,0.4904175858804837
10000441,CM1,30041968,50,177462.36,111656.19,81335.77,-173.96,6910.42,604.09,-8525.71,-6057.74,8535.81,6544.71,10424.78,8854.13,7785.25,31634.62,14799.37,0.0,0.0,0.0,Amount,50,839017.1,611245.4,663313.6,52700.0,64990.0,66520.0,75240.0,33120.0,58280.0,29200.0,66260.9,75440.0,32200.0,67920.0,41442.7,0.0,0.0,0.0,0.12262038649591989
10000446,CM1,30054550,50,6230965.75,2976383.91,720925.03,-57113.67,-41739.99,1487.28,8072.73,11388.46,17227.08,17774.95,451152.85,275783.11,20317.85,11422.46,5151.92,0.0,0.0,0.0,Amount,50,37450945.0,24747404.0,17588076.0,9697975.0,2051150.0,57254.0,45341.0,39681.0,64165.0,66755.0,2111150.0,3280315.0,107824.0,38960.0,27506.0,0.0,0.0,0.0,0.040989419763708096
10000464,CM1,30041207,50,2923197.55,2223380.03,1682615.9,182168.16,168393.72,205584.59,104001.98,111165.3,123130.64,121092.4,64853.24,104155.0,102051.6,140783.4,255235.87,0.0,0.0,0.0,Amount,50,5571111.0,5220050.0,4641768.0,441707.0,421801.0,488460.0,329061.0,349881.0,417363.0,420410.0,227310.0,237452.0,288033.0,425840.0,594450.0,0.0,0.0,0.0,0.36249461412117107
10000467,CM1,30036783,50,1908307.85,2634845.56,3569234.53,249529.4,96984.63,350320.47,259494.41,218657.48,280546.49,382366.23,382314.75,374293.04,434624.03,303477.45,242307.04,0.0,0.0,0.0,Amount,50,1043437.5,1005062.5,1414942.5,90740.0,40480.5,131480.5,100184.0,77400.0,93260.0,149200.5,198782.0,157700.0,158923.0,112881.0,103911.0,0.0,0.0,0.0,2.522529735307265
10000468,CM1,30050750,50,209368.45,213993.71,288811.33,6279.33,22176.66,15043.33,15765.33,18412.09,30230.86,34612.48,33237.46,25603.24,17191.81,34417.4,26412.09,0.0,0.0,0.0,Amount,50,44161.5,38462.5,47584.5,1140.0,3720.0,2400.0,2640.0,3243.5,5460.0,5940.0,5521.0,4860.0,2940.0,5940.0,3780.0,0.0,0.0,0.0,6.069441309670166
10000476,CM1,30034850,50,-11294.9,23688.06,36665.78,0.0,0.0,1633.94,6919.92,19172.25,9389.67,0.0,0.0,0.0,-450.0,0.0,0.0,0.0,0.0,0.0,Amount,50,443480.0,169300.9,93360.0,0.0,0.0,15360.0,15140.0,32760.0,30100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3927354327335047
10000484,CM1,212097894,350,9234932.23,9501553.860000001,12123622.67,1139293.79,1170667.04,1235676.04,1201793.1700000002,838885.2899999999,814179.54,1188661.02,825955.84,1239573.3599999999,840644.74,874721.1299999999,614389.62,0.0,0.0,0.0,Amount,350,11999889.757,12600244.844,11418310.0,1109937.0,1038703.5,1068163.0,1101876.0,927229.5,883459.5,1269575.5,830132.5,1150521.0,795507.5,732827.0,510378.0,0.0,0.0,0.0,1.061770320651655
10000511,CM1,30043902,50,89974.8,94447.95,96169.59,20141.32,6032.35,7919.42,6425.66,1045.82,13007.07,0.0,2911.01,11029.86,5433.95,11178.18,12721.2,0.0,0.0,0.0,Amount,50,63906.5,70630.0,71283.0,15829.5,5800.0,5802.0,4802.0,841.0,8803.0,1.5,2001.0,7802.0,3000.5,7600.5,9000.0,0.0,0.0,0.0,1.3491237742519253
10000533,CM1,30053732,50,85521.53,63400.74,66646.42,2812.26,6238.68,350.88,7766.43,11838.64,8338.93,1238.56,797.11,7492.94,10842.57,1167.81,8013.78,0.0,0.0,0.0,Amount,50,384960.0,340520.0,237460.0,9150.0,27465.0,2600.0,26760.0,40100.0,29300.0,5555.0,1430.0,27560.0,34550.0,3800.0,29190.0,0.0,0.0,0.0,0.2806637749515708
10000554,CM1,30496991,50,26882416.23,24830792.9,29756471.57,3108350.42,2130138.07,2502906.24,2711378.16,2231406.26,2579918.77,2464433.25,2393234.16,2232389.32,2511347.89,2250829.53,2643606.81,0.0,0.0,0.0,Amount,50,33874653.0,31079612.0,35587606.0,3353200.0,2278200.0,2704800.0,2968101.0,2741400.0,3056400.0,3052102.0,3127801.0,2855600.0,3402001.0,2786400.0,3261601.0,0.0,0.0,0.0,0.8361470442827764
10000560,CM1,30042207,50,150823.55,273239.59,98400.23,1820.77,4033.48,4250.88,3819.94,2759.61,654.17,0.0,17731.79,2255.54,53458.73,0.0,-33.05,0.0,0.0,0.0,Amount,50,42992.0,60611.0,17250.0,360.0,990.0,450.0,450.0,540.0,10.0,0.0,4000.0,450.0,10000.0,0.0,0.0,0.0,0.0,0.0,5.70436115942029
10000561,CM1,30042209,50,491575.17,436242.49,416038.93,59590.47,38175.79,27488.43,52268.31,12257.52,47901.08,42491.99,-6729.14,30844.01,38212.72,40163.34,13600.35,0.0,0.0,0.0,Amount,50,133442.0,118224.0,105462.0,14390.0,7450.0,8150.0,12940.0,2060.0,13591.0,10230.0,4800.0,5541.0,12740.0,9970.0,3600.0,0.0,0.0,0.0,3.9449178851150175
10000562,CM1,30042208,50,204306.7,243084.08,280753.57,31754.02,9535.72,19249.41,6089.58,21371.33,36895.2,34669.68,17726.21,60276.82,18780.11,19862.31,1731.59,0.0,0.0,0.0,Amount,50,54876.5,78898.0,72197.0,9451.0,3075.0,6825.0,2700.0,8170.0,14450.0,7740.0,2201.0,7310.0,5100.0,5100.0,75.0,0.0,0.0,0.0,3.888715182071277
10000566,CM1,30041337,50,19110616.4,16626021.77,15564709.73,1427325.01,1344460.22,1333102.56,1300975.05,1222788.53,1425875.45,1141283.57,1122282.74,1232170.71,1153009.65,1281881.43,1513880.22,0.0,0.0,0.0,Amount,50,19890668.634,16622611.0,18483530.0,1447510.0,1334000.0,1346580.0,1378545.0,1339605.0,1856070.0,1284297.0,1353935.0,1450865.0,1385620.0,1538115.5,2768387.5,0.0,0.0,0.0,0.8420853446284341
10000574,CM1,120856460,200,1276685.67,1339462.65,1705152.87,114603.57,164620.94,147175.36000000002,250909.01,64523.24,160505.9,156938.35,94168.69,143946.98,57748.55,74881.82,267753.31,0.0,0.0,0.0,Amount,200,497107.5,517182.5,572064.0,32048.0,53496.0,40367.0,96283.0,17876.5,71547.5,44721.0,30100.0,54250.0,19395.0,25251.5,86728.5,0.0,0.0,0.0,2.9807029807853667
10000575,CM1,30036630,50,280734.88,149375.7,159278.07,4845.12,0.0,21887.57,21361.26,2045.29,49828.35,8858.41,20518.51,30077.9,-144.34,0.0,0.0,0.0,0.0,0.0,Amount,50,36751.5,20408.0,24321.0,720.0,0.0,3060.0,3600.5,180.0,7200.0,1440.0,3080.0,5040.0,0.0,0.0,0.5,0.0,0.0,0.0,6.548993462439867
10000579,CM1,30036914,50,60743.42,291770.51,149103.01,-75.0,49272.75,0.0,3751.77,-13.21,60191.2,-94.91,0.0,6847.25,20.77,0.0,29202.39,0.0,0.0,0.0,Amount,50,20531.0,91640.5,42756.0,0.0,15391.5,1.5,760.0,0.5,16720.0,1.5,0.0,1520.5,0.0,0.5,8360.0,0.0,0.0,0.0,3.487300261951539
10000585,CM1,30036594,50,1628466.13,2750641.23,2368472.29,170636.73,290403.69,162991.89,209339.31,221072.76,186568.91,71630.84,51606.33,107357.79,184642.86,338763.18,383856.72,0.0,0.0,0.0,Amount,50,828423.5,1491759.5,1688765.0,96920.0,176241.0,99520.0,119860.0,124720.0,117840.0,39440.5,21661.0,60800.0,119782.0,296800.0,415180.5,0.0,0.0,0.0,1.4024877884134264
10000586,CM1,30043506,50,1198504.61,1794773.91,1512805.28,-26224.69,-19231.56,-14222.19,6158.41,648305.33,317148.81,622591.74,11004.67,-53100.18,-8780.21,-5672.64,34827.79,0.0,0.0,0.0,Amount,50,3835480.0,5065040.0,3878360.0,22920.0,42460.0,42160.0,93360.0,1238120.0,640520.0,1332960.0,77980.0,56180.0,96200.0,74100.0,161400.0,0.0,0.0,0.0,0.3900631400901412
10000590,CM1,30042276,50,5115349.24,4102344.97,3580482.24,381407.49,396170.32,494308.49,151651.72,441913.47,300445.97,4890.7,263837.28,428051.4,116176.78,292541.67,309086.95,0.0,0.0,0.0,Amount,50,52926990.0,48914590.0,43792870.0,4582590.0,4520840.0,5775220.0,1757730.0,5343850.0,3771540.0,62760.0,3582670.0,5720920.0,1444380.0,3583210.0,3647160.0,0.0,0.0,0.0,0.08175947911155401
10000606,CM1,30042293,50,2278488.48,2063286.19,2271832.78,191003.63,204309.38,171091.42,306100.55,191534.06,238564.92,178681.15,124010.28,157953.66,155535.42,169837.7,183210.61,0.0,0.0,0.0,Amount,50,1846743.0,1559227.7,1578244.2,134869.9,139587.0,120430.3,217564.3,133121.2,166628.7,122858.3,87968.8,110365.8,115601.8,113987.6,115260.5,0.0,0.0,0.0,1.4394684802263171
10000644,CM1,30035137,50,567335.13,586334.58,560749.67,9041.25,57865.29,69501.24,36411.01,47176.64,75248.25,45186.32,85821.78,54919.16,48721.51,30752.23,5597.88,0.0,0.0,0.0,Amount,50,240765.5,231382.5,197136.0,2601.0,21002.0,22063.5,11412.0,16357.5,23850.0,13450.0,25450.0,22500.0,23000.0,13600.0,1850.0,0.0,0.0,0.0,2.8444813225387553
10000647,CM1,91115361,150,1961496.24,2109864.17,2352341.53,199936.32,123803.56999999999,267133.19,225557.93,120861.2,180645.98,252988.18,131321.79,265120.81,204229.27000000002,177427.12,119438.48999999999,0.0,0.0,0.0,Amount,150,504959.0,488324.0,458090.5,42139.0,30262.0,54621.0,45802.0,26969.0,37084.5,48567.5,23953.5,49214.5,35300.0,39912.0,24265.5,0.0,0.0,0.0,5.135102190506024
10000666,CM1,30052926,50,353483.01,423168.0,371481.52,11011.94,39021.11,30865.14,20403.41,55889.23,56420.17,18383.32,4885.84,14842.17,39706.26,17831.54,60611.15,0.0,0.0,0.0,Amount,50,431030.0,586060.0,422960.0,17000.0,56460.0,42000.0,22500.0,51000.0,54000.0,22000.0,8500.0,18500.0,46500.0,14000.0,70500.0,0.0,0.0,0.0,0.8782899564970683
10000685,CM1,90694901,150,615425.35,838276.52,794293.9700000001,31737.809999999998,44331.81,34782.8,130464.71,69703.87000000001,48804.00000000001,81539.57,65329.77,59774.47,55750.310000000005,57877.46000000001,33806.37,0.0,0.0,0.0,Amount,150,638451.0,778199.0,885932.0,36028.0,81396.0,84753.0,100703.0,81601.0,86913.0,109210.0,92516.0,58465.0,55677.0,59378.0,39292.0,0.0,0.0,0.0,0.8965631335136331
10000691,CM1,30036810,50,363583.46,401717.11,452737.39,58593.41,8740.32,-2487.57,28987.28,47711.04,43323.06,66234.99,6428.48,67392.96,10203.09,84468.32,33139.21,0.0,0.0,0.0,Amount,50,196488.0,210255.5,166548.0,28160.0,2560.0,-478.5,7041.0,17760.5,12640.0,22881.0,1923.0,30081.0,2560.0,27340.0,14080.0,0.0,0.0,0.0,2.718359812186277
10000705,CM1,30036735,50,22951.52,168370.19,197725.25,0.0,0.0,198151.5,-59.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.04,0.0,0.0,0.0,Amount,50,10200.0,50222.5,52566.5,0.0,1.0,52560.5,1.0,0.0,2.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.7614307591336686
10000708,CM1,30036917,50,434800.26,415596.32,556436.16,89284.5,9860.06,92234.77,92067.96,-83.91,1880.2,4257.12,86481.36,0.0,5780.73,174673.37,0.0,0.0,0.0,0.0,Amount,50,267104.0,273626.0,313951.0,50050.5,7200.5,51550.0,50600.0,0.0,800.0,1000.0,50700.0,0.0,1600.0,100450.0,0.0,0.0,0.0,0.0,1.7723662609770316
10000712,CM1,30036739,50,3675643.75,4209300.94,5250086.53,733651.48,415820.23,395393.03,421744.02,314863.6,349456.79,543093.48,373591.78,335867.07,600390.8,357307.0,263746.83,0.0,0.0,0.0,Amount,50,4479940.5,4884132.5,5418739.5,810660.0,412063.0,358022.5,454141.0,353560.0,410341.0,609868.5,409400.0,361341.5,612341.0,372600.0,254401.0,0.0,0.0,0.0,0.9688759775220788
10000713,CM1,90724462,150,8805929.38,8740228.129999999,9734270.61,941230.44,932697.1900000001,862306.42,784283.24,763400.08,847642.09,689724.42,699471.44,790425.36,733416.2100000001,814251.45,806810.31,0.0,0.0,0.0,Amount,150,20369231.8,20137469.8,21471300.0,2031460.0,1927147.0,1810282.0,1568961.2,1567060.0,1836603.6,1539401.2,1498124.0,2118506.2,1777641.6,1699773.2,2096340.0,0.0,0.0,0.0,0.453361958055637
10000714,CM1,30036895,50,986983.09,1002746.66,1262344.07,87829.66,76722.56,214583.97,132223.11,102835.92,107546.31,91777.21,35366.85,9140.21,160035.9,25971.69,141595.72,0.0,0.0,0.0,Amount,50,373268.4,353684.0,363753.6,21760.0,22100.0,76708.0,36880.0,30660.0,30940.8,29300.0,9520.0,3402.4,53242.4,8160.0,41080.0,0.0,0.0,0.0,3.470327358959472
10000715,CM1,91198527,150,14879082.06,15432618.02,19685559.7,1652431.13,1417818.06,1995703.92,1708957.61,1588521.11,1599614.2,1770348.04,1429045.71,1794784.0299999998,1506067.3599999999,1807590.53,1403250.1800000002,0.0,0.0,0.0,Amount,150,27155967.75,28846847.25,29770154.25,2363280.0,2180260.4,2848974.5,2196491.8,2629176.35,2478965.9,3158629.5,2421026.8,2560748.6,2267747.25,2549096.35,2115756.8,0.0,0.0,0.0,0.6612515183726332
10000727,CM1,30036718,50,441250.88,638390.54,479997.2,16949.54,38059.18,67200.32,44911.54,26604.79,11710.97,43338.6,52792.82,87832.64,1580.64,47527.6,37970.56,0.0,0.0,0.0,Amount,50,220692.0,338833.0,266031.5,9240.0,26460.0,40081.0,21000.0,11760.0,5040.0,19110.0,30880.0,53900.0,840.5,28400.0,19320.0,0.0,0.0,0.0,1.8042870863036897
10000731,CM1,60386402,100,735222.52,839024.3,884318.07,75894.23,9344.08,53678.689999999995,76974.5,68052.34999999999,47008.13,79088.51000000001,159496.23,119535.91,64401.36,100137.65,27577.5,0.0,0.0,0.0,Amount,100,198896.1,201115.2,190561.8,19055.0,1483.6,13505.4,15170.8,16280.4,9436.2,18316.6,35150.4,25900.8,11656.6,20720.0,3886.0,0.0,0.0,0.0,4.640584156950658
10000735,CM1,30042332,50,1709516.35,2191838.85,1990686.37,238246.29,160375.09,139191.14,65221.31,160975.17,185035.98,181243.92,188938.6,129161.41,200449.03,104731.28,169131.01,0.0,0.0,0.0,Amount,50,1404799.0,1674240.0,1476366.0,165440.0,120092.0,92803.0,57121.0,123316.0,124983.0,137783.0,184622.0,112340.0,150805.0,74701.0,132360.0,0.0,0.0,0.0,1.34836915100998
10000745,CM1,30042259,50,198910.44,239208.31,221212.12,40584.78,13395.42,24271.61,36281.21,8773.38,50015.53,5230.3,17840.8,-104.71,17998.76,0.0,8020.76,0.0,0.0,0.0,Amount,50,15225.0,18260.0,13830.0,2805.0,655.0,1510.0,1905.0,600.0,2800.0,500.0,1250.0,0.0,1200.0,0.0,605.0,0.0,0.0,0.0,15.995091829356472
10000752,CM1,30042230,50,67837.47,68054.97,68216.96,0.0,65040.64,0.0,0.0,0.0,0.0,0.0,0.0,2925.42,0.0,0.0,0.0,0.0,0.0,0.0,Amount,50,5570.0,5500.0,5490.0,0.0,5250.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,12.425675774134792
10000756,CM1,60608664,100,286522.17,364238.44,510341.43,58262.63,87769.72,35120.69,38453.729999999996,15364.94,28343.52,44668.74,26172.74,35875.670000000006,46837.16,68959.57,26189.26,0.0,0.0,0.0,Amount,100,210455.0,297973.0,347860.5,35515.0,58248.5,20112.5,25258.0,9864.5,19469.5,28220.0,15864.0,19160.0,41733.5,45861.5,28553.5,0.0,0.0,0.0,1.4670864613832268
10000757,CM1,30043889,50,147109.78,219377.5,317523.29,20166.25,10287.6,46893.1,25567.66,35454.56,6792.23,62181.34,-1015.25,46752.06,18698.3,3753.31,39579.48,0.0,0.0,0.0,Amount,50,118790.0,191195.0,266550.0,17222.0,5763.0,47143.0,14042.0,38340.0,7560.0,55080.0,0.0,36500.0,11340.0,3240.0,30320.0,0.0,0.0,0.0,1.1912335021571936
10000758,CM1,151780368,250,765993.15,725318.1,817446.8200000001,66405.96,76701.53,41140.149999999994,76344.98,71611.23,37329.0,87443.34,59678.5,85755.01000000001,97954.91999999998,61518.36,47339.41,0.0,0.0,0.0,Amount,250,528405.5,485149.5,499205.0,35926.0,43563.0,25165.5,44520.5,43584.0,24683.5,51394.0,41281.5,51882.0,58441.5,43843.5,34920.0,0.0,0.0,0.0,1.6374972606444247
10000761,CM1,30043897,50,126144.81,36184.81,-12682.67,-264.01,276.12,3550.78,-16245.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amount,50,98788.0,27300.0,20380.0,0.0,120.0,1100.0,19160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6223096172718351
10000762,CM1,30043898,50,127850.43,105622.72,86619.93,-1072.62,12402.34,2035.33,10279.13,8149.81,6129.09,25397.21,7270.6,4457.53,3664.7,1743.92,1517.42,0.0,0.0,0.0,Amount,50,71121.5,50376.5,43459.0,1.5,5240.0,723.0,4755.5,4140.0,3571.5,13561.0,2850.0,3600.0,3343.5,950.0,723.0,0.0,0.0,0.0,1.993141351618767
10000768,CM1,30047743,50,242474.84,271030.59,254688.36,4997.34,7004.08,60283.67,13500.93,6741.17,41868.6,41700.68,9894.64,29046.79,23785.99,2892.16,3596.32,0.0,0.0,0.0,Amount,50,66406.0,69757.0,54353.0,1100.0,1601.0,12451.0,2450.0,1700.0,8250.0,9850.0,2400.0,6751.0,6000.0,700.0,1100.0,0.0,0.0,0.0,4.685819733961327
10000781,CM1,30046605,50,517298.44,547990.8,597273.2,61802.24,54336.77,34272.92,68963.43,64861.48,46410.73,46008.05,36115.28,78114.97,27130.43,41519.91,33720.33,0.0,0.0,0.0,Amount,50,435690.0,475195.0,451865.0,46420.0,43950.0,30755.0,40560.0,43550.0,36240.0,34510.0,58355.0,51440.0,16845.0,30760.0,18480.0,0.0,0.0,0.0,1.3217956690604493
10000786,CM1,30041508,50,677126.36,813110.31,742052.65,49787.67,86105.76,54300.86,69322.73,94832.24,102382.8,27573.32,51863.57,53925.55,46686.55,107859.84,37697.88,0.0,0.0,0.0,Amount,50,550798.0,536650.0,430378.0,29644.0,50506.0,28631.0,36529.0,50950.0,50387.0,20051.0,33103.0,33717.0,26456.0,45003.0,25401.0,0.0,0.0,0.0,1.724188155528396
10000811,CM1,60634068,100,163336.15,291252.61,396666.94999999995,75093.76,9393.06,59911.18,34116.12,17587.73,34249.04,57472.59,46059.54,17891.41,14150.62,16868.05,13214.59,0.0,0.0,0.0,Amount,100,169315.0,284620.5,470861.0,85740.0,18400.0,43820.0,24300.0,16800.0,24860.0,43720.0,46421.0,36800.0,36800.0,55200.0,38000.0,0.0,0.0,0.0,0.84242897585487
10000827,CM1,30036715,50,4679220.23,5478071.35,7160699.08,652533.07,459113.29,828522.78,510394.15,472334.57,475126.95,624091.27,438701.87,562706.37,754535.99,702275.94,635809.62,0.0,0.0,0.0,Amount,50,6848925.5,7604364.5,8845561.5,825571.0,479010.0,969770.5,544470.0,543600.0,653990.0,851600.0,582750.0,733810.0,1020250.0,854660.0,786080.0,0.0,0.0,0.0,0.8095245372495573
10000836,CM1,60083228,100,460647.36,566081.78,414487.04,4221.82,45646.9,6710.91,49975.9,54624.2,45094.57,114600.82999999999,-4292.75,46512.95,1664.24,49815.83,-280.0,0.0,0.0,0.0,Amount,100,238783.0,306720.0,214084.0,2740.0,22600.0,3302.0,25060.0,24220.0,21720.0,64858.0,3940.0,22264.0,560.0,22820.0,0.0,0.0,0.0,0.0,1.9360953644363894
10000839,CM1,30053440,50,110051.09,88739.63,103391.57,21688.05,53999.32,0.0,922.41,3323.28,0.0,-37.55,8672.09,5485.35,2179.77,0.0,7158.85,0.0,0.0,0.0,Amount,50,11641.0,8042.8,10321.9,1800.0,4980.2,0.0,120.0,420.0,0.2,0.0,1080.0,721.5,180.0,0.0,1020.0,0.0,0.0,0.0,10.01671882114727
10000842,CM1,60193474,100,3850459.36,5557250.58,4364364.38,378295.97,397462.04,463681.95,378783.56,345566.26,448561.97,302138.37,286627.46,417417.11,270821.03,318201.06,356807.6,0.0,0.0,0.0,Amount,100,47672510.0,57896440.0,38834715.0,3482480.0,3146670.0,4128850.0,3295890.0,3354770.0,3385080.0,2644440.0,2569090.0,3535020.0,3155070.0,3103805.0,3033550.0,0.0,0.0,0.0,0.11238306705739955
10000878,CM1,30042354,50,13858602.48,15790831.25,17617074.13,1401672.49,1568030.97,896635.17,1615062.7,1427600.62,1538063.67,1473191.41,1245919.57,1546033.72,1722417.71,1416962.74,1731226.86,0.0,0.0,0.0,Amount,50,11697461.0,11921081.0,11545298.0,905353.0,990500.0,565100.0,1067809.0,952302.0,1003000.0,1006005.0,877002.0,1034101.0,1126501.0,948025.0,1069600.0,0.0,0.0,0.0,1.525909000356682
10000902,CM1,30034839,50,2703076.33,3020225.48,3178189.14,219884.32,254363.31,250644.62,272478.78,239111.61,644348.89,233187.98,224609.37,189731.21,369296.21,191803.76,91800.89,0.0,0.0,0.0,Amount,50,11517747.0,10740307.2,12121258.6,730820.8,857010.0,1131334.0,1023968.8,1023050.0,2529434.0,831180.0,693340.0,576240.0,1408621.0,905620.0,410640.0,0.0,0.0,0.0,0.262199598645639
10000922,CM1,60076925,100,478671.55999999994,484238.34,528799.39,60434.69,30571.78,54007.55,39985.11,54275.06,49414.95,28039.48,52924.31,35413.73,54196.49,36972.01,32564.23,0.0,0.0,0.0,Amount,100,2738590.0,2731555.0,2745410.0,266765.0,206745.0,286990.0,201920.0,239585.0,246520.0,178840.0,289740.0,221340.0,250740.0,234025.0,122200.0,0.0,0.0,0.0,0.19261217450216908
10000926,CM1,30034874,50,109901.97,147507.52,122380.05,11339.39,7222.83,7121.54,9799.55,10040.11,8164.4,12320.11,11262.31,8091.77,9937.53,14410.63,12669.88,0.0,0.0,0.0,Amount,50,1076930.0,1861260.0,1205150.0,137640.0,77720.0,65320.0,87205.0,97385.0,253180.0,83080.0,76300.0,70920.0,71540.0,94820.0,90040.0,0.0,0.0,0.0,0.10154756669294279
10000927,CM1,30034927,50,280887.12,242736.7,321050.25,20006.35,24335.74,31959.59,24900.75,52441.38,24169.71,35792.11,2614.71,36929.19,33263.64,34429.87,1645.51,0.0,0.0,0.0,Amount,50,914675.0,637375.0,838500.0,51350.0,70375.0,83275.0,69250.0,123825.0,68600.0,93525.0,4500.0,93500.0,88550.0,88375.0,3375.0,0.0,0.0,0.0,0.38288640429338106
10000938,CM1,30034902,50,88024.3,122243.65,113696.39,7191.79,3878.71,6796.2,7625.73,9938.94,9857.72,3180.75,16961.51,26317.83,8081.23,11549.2,2316.78,0.0,0.0,0.0,Amount,50,94400.0,130300.0,111925.0,7875.0,4500.0,5250.0,8675.0,10125.0,10125.0,3375.0,14325.0,28150.0,8625.0,8625.0,2275.0,0.0,0.0,0.0,1.0158265802993076
10000941,CM1,30034889,50,70201.36,62842.66,39249.18,6416.81,0.0,1090.01,-96.28,1486.18,24307.22,1942.26,3.87,0.0,3294.28,1037.54,0.0,0.0,0.0,0.0,Amount,50,55000.0,58475.0,35375.0,5625.0,0.0,1125.0,0.0,3375.0,14000.0,4500.0,0.0,0.0,5625.0,1125.0,0.0,0.0,0.0,0.0,1.1095174558303886
