K,P,r
10000878,135120-16_10203941_0200,-5.0
10000878,135120-16_10205109_0200,-2.6039999999999996
10000878,135120-16_10544648_0200,-1.057
10000879,135120-07_10000882_0200,-100.0
10000879,135120-15_10000879_0200,100.0
10000882,135120-07_10000882_0200,100.0
10000882,135130-25_10025575_0400,-98.0
10000882,135130-25_10210174_0400,-100.0
10000902,111500-02_10063659_0200,-18.0
10000902,111500-02_10593029_0200,-35.0
10000902,111500-02_10707104_0100,-17.5
10000902,111600-01_10001911_0500,-77.0
10000902,123530-01_10076780_0500,-22.12
10000902,123680-16_10012569_0400,-100.0
10000902,123680-16_10012569_0100,-97.228
10000902,124860-02_10205591_0100,-9.0
10000902,124860-02_10594532_0199,-9.0
10000902,124860-02_10594532_0300,-9.0
10000902,124860-02_10594532_9001,-9.002
10000902,124860-06_10925529_0100,-77.0
10000902,124930-12_10096850_1200,-26.206
10000902,124930-12_10096850_1210,-26.206
10000902,124930-13_10071048_1300,-17.963
10000902,124930-13_10071048_1310,-17.963
10000902,124930-13_10096850_1300,-26.25
10000902,124930-13_10096850_1310,-26.25
10000902,124930-17_10002815_1700,-149.25
10000902,124930-17_10002815_1710,-149.25
10000902,124930-17_10003553_170A,-89.84
10000902,124930-17_10003553_170B,-51.55
10000902,124930-17_10003553_170C,-10.31
10000902,124930-17_10003553_171A,-89.84
10000902,124930-17_10003553_171B,-51.55
10000902,124930-17_10003553_171C,-10.31
10000902,124930-17_10073038_1700,-114.62299999999999
10000902,124930-17_10073038_1710,-114.62299999999999
10000902,124930-17_10076964_170A,-106.53
10000902,124930-17_10076964_170B,-60.57
10000902,124930-17_10076964_170C,-16.73
10000902,124930-17_10076964_171A,-106.53
10000902,124930-17_10076964_171B,-60.57
10000902,124930-17_10076964_171C,-16.73
10000902,124930-50_10071048_5000,-17.963
10000902,124930-50_10071048_5010,-17.963
10000902,124930-70_10071048_7000,-0.815
10000902,124930-70_10071048_7010,-0.815
10000902,151550-05_10000902_0300,100.0
10000902,151560-01_10072390_0300,-1.8
10000902,151560-01_10072390_0400,-1.964
10000956,111470-02_10003320_0101,-0.057
10000960,123540-08_10000960_0200,100.0
10000960,123540-10_10000960_0100,100.0
10000987,110980-01_10000987_0700,100.0
10000987,110980-01_10000987_0701,100.0
10000987,110980-01_10000987_0702,100.0
10000987,110980-01_10000987_0706,100.0
10000987,111190-01_10000987_0100,100.0
10000987,111190-01_10000987_0101,100.0
10000987,111190-01_10000987_0102,100.0
10000987,111190-03_10000987_0300,100.0
10000996,100610-10_10226202_0110,-1.9
10000996,100610-10_10226202_0120,-1.9
10000996,100610-10_10226202_0130,-1.9
10000996,100610-10_10226202_0140,-1.9
10001012,100650-01_10567418_0110,-82.7
10001012,100650-01_10567418_0120,-82.7
10001012,100660-01_11007756_0110,-82.5
10001012,100680-10_10520539_0110,-93.3
10001063,123470-20_10001063_0300,100.0
10001066,123510-02_10011329_1000,-1.5090000000000001
10001066,123510-02_10019448_1000,-0.24600000000000002
10001066,123530-05_10001066_0800,100.0
10001095,110980-01_10006003_0700,-1.505
10001095,110980-01_10014688_0100,-10.3
10001095,110980-01_10070932_0602,-60.68899999999999
10001095,110980-01_10070932_0604,-60.68899999999999
10001095,110980-01_10082444_0700,-1.38
10001095,110980-01_10088926_0700,-22.6
10001095,110980-01_10088926_0703,-22.6
10001095,110980-01_10088927_0700,-10.92
10001095,110980-01_10088927_0701,-10.92
10001095,110980-01_10088927_0702,-10.92
10001095,110980-01_10088927_0703,-10.92
10001095,110980-01_10237302_0701,-28.0
10001095,110980-01_10237302_0702,-28.0
10001095,110980-01_10237302_0703,-28.0
10001095,110980-01_10237302_0704,-28.0
10001095,110980-01_10237302_0705,-28.0
10001095,110980-01_10237302_0706,-28.0
10001095,110980-01_10577205_0400,-11.93
10001095,110980-01_10577205_0401,-11.93
10001095,110980-01_10577205_0402,-11.93
10001095,110980-01_10577205_0403,-11.93
10001095,110980-01_10577205_0404,-11.93
10001095,110980-01_10074572_0700,-2.89
10001095,110980-01_10074572_0701,-2.89
10001095,110980-01_10074572_0703,-2.89
10001095,110980-01_10074572_0705,-2.89
10001095,110980-02_10577205_0300,-11.93
10001095,110980-03_10070932_0800,-60.68899999999999
10001095,111130-10_10001095_0100,100.0
10001095,111180-09_10503264_0201,-14.08
10001095,111180-09_10503264_0202,-14.08
10001095,111180-09_10552964_0100,-6.43
10001095,111180-09_10561313_0102,-18.73
10001095,111180-09_10561313_0103,-18.73
10001095,111180-09_10586867_0100,-50.0
10001095,111190-01_10018369_0101,-16.079
10001095,111190-01_10018369_0106,-16.079
10001095,111190-01_10018369_0108,-16.079
10001095,111190-01_10079216_0107,-22.754
10001095,111190-01_10079216_0108,-22.754
10001095,111190-01_10088926_0100,-22.994
10001095,111190-01_10088926_0101,-22.994
10001095,111190-01_10088926_0102,-22.994
10001095,111190-01_10088931_0100,-5.827000000000001
10001095,111190-01_10088931_0101,-5.827000000000001
10001095,111190-01_10088931_0102,-5.827000000000001
10001095,111190-01_10095837_0101,-12.87
10001095,111190-01_10095837_0103,-12.87
10001095,111190-01_10095837_0104,-12.87
10001095,111190-01_10201765_0101,-7.462999999999999
10001095,111190-01_10201765_0103,-7.462999999999999
10001095,111190-01_10201765_0109,-7.462999999999999
10001095,111190-01_10577205_0100,-23.55
10001095,111190-01_10577205_0101,-23.55
10001095,111190-01_10577205_0102,-23.55
10001095,111190-01_10761199_0102,-20.976999999999997
10001095,111190-01_11010454_0100,-15.097000000000001
10001095,111190-01_11010454_0101,-15.097000000000001
10001095,111190-01_11010454_0102,-15.097000000000001
10001095,111190-03_10088926_0300,-22.994
10001095,111190-03_11010454_0300,-15.097000000000001
10001095,111580-01_10086324_0600,-58.4
10001095,123510-02_10018799_1000,-1.9
10001095,123510-02_10084393_1000,-3.0
10001095,123510-02_11011442_1000,-3.5
10001095,123510-05_10016154_1000,-10.112
10001095,123510-05_10204766_1000,-4.5
10001095,123510-05_10714021_1200,-30.0
10001095,123530-05_10071182_0800,-4.414
10001095,123530-05_10928450_0800,-5.722
10001095,134130-02_10028021_1400,-10.0
10001095,134130-02_10028039_1400,-5.0
10001095,134130-02_10595617_1300,-10.0
10001095,134130-02_10914252_1100,-10.0
10001095,134130-02_11001704_1300,-10.0
10001095,134130-03_10067397_1400,-10.1
10001095,134130-03_10210103_1400,-10.2
10001095,134130-04_10027135_1400,-15.38
10001095,134130-04_10027258_1400,-21.0
10001095,134130-04_10027438_1400,-21.0
10001095,134130-04_10027465_1400,-8.0
10001095,134130-04_10519730_1400,-21.0
10001095,134130-05_10020557_1700,-15.0
10001095,134130-05_10020648_1400,-16.05
10001095,134130-05_10022275_1700,-10.44
10001095,134130-05_10022315_1400,-15.0
10001095,134130-05_10023290_1700,-15.0
10001095,134130-05_10023914_1700,-16.14
10001095,134130-05_10023917_1400,-13.3
10001095,134130-05_10025728_1700,-15.1
10001095,134130-05_10026381_1400,-13.74
10001095,134130-05_10058137_1300,-22.2
10001095,134130-05_10123558_1400,-11.0
10001095,134130-05_10124196_1400,-13.0
10001095,134130-05_10142212_1400,-6.0
10001095,134130-05_10193317_1400,-8.4
10001095,134130-05_10193336_1400,-18.0
10001095,134130-05_10193370_1400,-24.0
10001095,134130-05_10193372_1400,-20.0
10001095,134130-05_10193373_1400,-16.53
10001095,134130-05_10204620_1700,-15.0
10001095,134130-05_10206947_1700,-13.0
10001095,134130-05_10304443_1300,-15.0
10001095,134130-05_10319118_1700,-9.84
10001095,134130-05_10327354_1700,-13.6
10001095,134130-05_10596247_1300,-13.3
10001095,134130-08_10022460_1400,-5.0
10001095,134130-08_10025800_1400,-10.1
10001095,134130-08_10208278_1400,-5.0
10001109,111260-02_10001109_0500,100.0
10001109,111260-02_10001109_0520,100.0
10001109,111260-03_10001109_0510,100.0
10001181,111810-01_10000446_0100,-73.56
10001181,140500-01_10001181_0500,100.0
10001181,140500-02_10047229_0100,-94.022
10001245,111150-01_10004843_0400,-26.99
10001245,111150-01_10012221_0400,-14.34
10001245,111150-01_10095735_0400,-19.71
10001245,111150-02_10004843_0100,-26.99
10001245,111150-02_10012221_0100,-14.34
10001245,111150-02_10095735_0100,-19.71
10001245,111180-05_10088926_0200,-35.0
10001245,111180-05_10088927_0200,-35.0
10001245,111180-05_10088931_0200,-35.0
10001245,111390-01_10292510_0101,-0.001
10001245,111420-12_10001344_0100,-32.82
10001245,111470-08_10233595_0100,-77.531
10001245,111500-01_10003100_0200,-17.0
10001245,111500-01_10005489_0300,-21.0
10001245,111500-01_10018823_0100,-15.0
10001245,111500-01_10064285_0200,-15.0
10001245,111500-01_10071922_0200,-5.0
10001245,111500-01_10082235_0200,-12.0
10001245,111500-01_10204666_0200,-5.0
10001245,111500-01_10205568_0200,-12.0
10001245,111500-01_10209464_0200,-16.0
10001245,111500-01_10935951_0100,-17.0
10001245,111600-01_10001912_0500,-60.0
10001245,111640-07_10002682_0700,-35.0
10001245,111700-03_10003670_0500,-25.0
10001245,111700-03_10013610_0100,-8.0
10001245,111700-03_10064522_0500,-1.1
10001245,123020-24_10236902_0900,-210.0
10001245,123020-24_10595405_0800,-448.718
10001245,123020-24_10603819_0700,-605.196
10001245,123020-24_10998712_0700,-149.02
10001245,123020-24_10998800_0700,-756.495
10001245,123060-01_10084334_0100,-122.0
10001245,123060-02_10084334_0200,-122.0
10001245,123060-03_10084334_0300,-119.5
10001245,123060-04_10084334_0400,-119.5
10001245,123080-08_10594904_0100,-69.875
10001245,123090-12_10001388_0800,-35.0
10001245,123350-80_10936847_0100,-16.11
10001245,123500-01_10205308_0100,-19.8
10001245,123530-04_10207529_0800,-40.9
10001245,123540-10_11036552_0100,-7.67
10001245,123550-04_10542819_1000,-0.91
10001245,123550-06_10243745_1000,-1.3
10001245,123600-01_10228315_0300,-91.0
10001245,123600-01_10228315_0301,-91.0
10001245,123680-07_10234302_0400,-10.0
10001245,123680-07_10264197_0300,-10.0
10001245,123680-08_10910610_0200,-293.999
10001245,123680-08_10952365_0100,-350.0
10001245,123680-09_10985895_0200,-8.4
10001245,123680-09_10910610_0400,-118.619
10001245,124260-14_10002244_0200,-157.0
10001245,124260-14_10006356_0100,-137.2
10001245,124260-14_10006386_0100,-99.3
10001245,124270-01_10077451_0500,-0.85
10001245,124270-01_10204515_0100,-2.0
10001245,124270-01_10543981_0200,-0.05
10001245,124270-01_10544173_0100,-0.094
10001245,124270-01_10591535_0100,-1.56
10001245,124270-01_10591539_0100,-0.079
10001245,124270-01_10591540_0100,-0.4
10001245,124270-01_10591541_0100,-0.97
10001245,124270-01_10591551_0100,-1.86
10001245,124270-01_10591556_0100,-0.083
10001245,124270-01_10591561_0100,-0.079
10001245,124270-01_10591561_0200,-0.79
10001245,124270-01_10591562_0100,-0.055
10001245,124270-01_10591568_0100,-0.03
10001245,124270-01_10591579_0100,-0.085
10001245,124270-01_10591582_0100,-0.46
10001245,124270-01_10591640_0300,-0.78
10001245,124270-01_10592450_0100,-0.094
10001245,124270-01_10592454_0100,-38.5
10001245,124270-01_10592458_0100,-1.14
10001245,124270-01_10592459_0200,-1.82
10001245,124270-01_10592460_0100,-0.08900000000000001
10001245,124270-01_10592481_0100,-0.092
10001245,124270-01_10592486_0100,-0.08900000000000001
10001245,124270-01_10592487_0100,-0.69
10001245,124270-01_10592500_0100,-0.075
10001245,124270-01_10592502_0100,-0.95
10001245,124270-01_10592504_0100,-0.03
10001245,124270-01_10592505_0200,-0.091
10001245,124270-01_10592509_0100,-0.87
10001245,124270-01_10607486_0200,-3.05
10001245,124270-01_10700537_0200,-0.83
10001245,124270-01_10704066_0100,-54.25
10001245,124270-01_10736637_0100,-8.0
10001245,124270-01_10759168_0100,-0.77
10001245,124270-01_10775303_0100,-1.76
10001245,124270-01_10837936_0100,-1.56
10001245,124270-01_10838703_0100,-1.34
10001245,124270-01_10849826_0100,-0.79
10001245,124270-01_10885120_0100,-14.0
10001245,124270-01_10913974_0100,-10.0
10001245,124270-01_10915474_0200,-0.8
10001245,124270-01_10928117_0100,-0.35
10001245,124270-01_10934834_0100,-0.9
10001245,124270-01_10954943_0100,-1.5
10001245,124270-01_10954945_0100,-1.2
10001245,124270-01_10962482_0100,-0.5
10001245,124270-01_10963394_0100,-0.5
10001245,124270-01_10983324_0100,-0.55
10001245,124270-01_10984407_0100,-0.9
10001245,124270-01_10993262_0100,-1.75
10001245,124270-01_11001150_0100,-0.04
10001245,124270-01_11002955_0100,-4.0
10001245,124270-01_11006153_0100,-1.0
10001245,124270-01_11007013_0100,-1.9
10001245,124270-01_10543736_0100,-1.2
10001245,124270-01_11033597_0100,-0.8
10001245,124270-01_11038358_0100,-0.15
10001245,124270-01_11040331_0100,-1.8
10001245,124270-02_10591559_0100,-0.8
10001245,124270-02_10592492_0100,-30.0
10001245,124270-02_10703764_0100,-5.0
10001245,124270-02_10706902_0100,-13.0
10001245,124270-02_10710137_0100,-2.0
10001245,124270-02_10714440_0100,-5.0
10001245,124270-02_10755801_0100,-60.69
10001245,124270-02_10781412_0100,-27.0
10001245,124270-02_10810516_0100,-0.7
10001245,124270-02_10873829_0100,-0.92
10001245,124270-02_10873833_0100,-0.8
10001245,124270-02_10881244_0100,-45.5
10001245,124270-02_10912755_0100,-200.0
10001245,124270-02_10912755_0200,-200.0
10001245,124270-02_10936031_0100,-40.0
10001245,124270-02_10953493_0100,-19.22
10001245,124270-02_10963393_0100,-3.0
10001245,124270-02_10968116_0100,-0.8
10001245,124270-02_10999348_0100,-40.6
10001245,124270-02_11011434_0100,-3.0
10001245,124870-07_10066790_0702,-11.1
10001245,124870-07_10066790_0703,-11.1
10001245,124870-16_10066790_0704,-10.843
10001245,124930-05_10003635_0500,-20.793000000000003
10001245,124930-05_10003635_0502,-20.793000000000003
10001245,124930-05_10012293_0501,-18.617
10001245,124930-05_10012293_0502,-18.617
10001245,124930-05_10202061_0500,-15.742
10001245,124930-05_10202061_0501,-15.302999999999999
10001245,124930-05_10208259_0500,-6.6
10001245,124930-05_10543927_0500,-13.5
10001245,124930-13_10007968_1300,-58.93
10001245,124930-13_10010680_1300,-55.24
10001245,124930-13_10010680_1310,-55.24
10001245,124930-13_10016057_1300,-54.0
10001245,124930-13_10016057_1310,-54.0
10001245,124930-13_10071048_1300,-37.037
10001245,124930-13_10071048_1310,-37.037
10001245,124930-13_10089392_1300,-1.0
10001245,124930-13_10206386_1300,-105.0
10001245,124930-13_10206386_1310,-105.0
10001245,124930-17_10016057_1700,-54.0
10001245,124930-17_10016057_1710,-54.0
10001245,124930-17_10016057_7000,-36.622
10001245,124930-17_10016057_7010,-36.622
10001245,124930-17_10089392_1700,-1.0
10001245,124930-17_10206386_1700,-105.0
10001245,124930-17_10206386_1710,-105.0
10001245,124930-17_10559846_1700,-43.2
10001245,124930-17_10559846_1710,-43.2
10001245,124930-17_11040116_1700,-43.2
10001245,124930-50_10016057_5000,-54.0
10001245,124930-50_10016057_5010,-54.0
10001245,124930-50_10071048_5000,-37.037
10001245,124930-50_10071048_5010,-37.037
10001245,124930-50_10089392_5000,-1.0
10001245,124930-50_10206386_5000,-105.0
10001245,124930-50_10206386_5010,-105.0
10001245,124930-50_10559846_5000,-43.2
10001245,124930-50_10559846_5010,-43.2
10001245,124930-50_11040116_5000,-43.2
10001245,124930-54_10081833_5400,-0.001
10001245,124930-54_10081833_5410,-0.001
10001245,124930-54_10089008_5400,-12.67
10001245,124930-54_10089008_5410,-12.67
10001245,124930-54_10089392_5400,-1.0
10001245,124930-54_10586299_5400,-5.0
10001245,124930-54_10586299_5410,-5.0
10001245,124930-70_10007968_7000,-58.93
10001245,124930-70_10007968_7010,-58.93
10001245,124930-70_10063593_7000,-55.765
10001245,124930-70_10063593_7010,-55.765
10001245,124930-70_10071048_7000,-37.037
10001245,124930-70_10071048_7010,-37.037
10001245,124930-70_10084364_7000,-3.54
10001245,124930-70_10084364_7010,-3.54
10001245,124930-70_10208462_7000,-31.855
10001245,124930-70_10208462_7010,-31.855
10001245,124930-70_10586299_7000,-5.0
10001245,124930-70_10586299_7010,-5.0
10001245,124930-70_10910669_7000,-5.0
10001245,124930-70_10910669_7010,-5.0
10001245,124970-60_10086950_0200,-3.5
10001245,124970-60_10916953_0100,-3.5
10001245,124980-01_10209450_0100,-10.0
10001245,124980-01_10515203_0200,-30.0
10001245,125040-05_10004034_0600,-80.0
10001245,125040-05_10202171_0300,-280.0
10001245,125040-05_10211407_0300,-220.0
10001245,125040-05_10781588_0100,-80.0
10001245,125040-05_11004958_0100,-280.0
10001245,135090-09_10204863_0200,-81.238
10001245,135090-09_10206768_0200,-66.03699999999999
10001245,135090-09_10207688_0200,-76.502
10001245,135090-09_10238180_0100,-65.512
10001245,135090-09_10238181_0100,-63.907
10001245,135090-09_10704791_0100,-81.238
10001245,136040-15_10212441_0100,-26.666999999999998
10001245,136040-15_10596700_0100,-82.47399999999999
10001245,136040-15_10857451_0100,-26.666999999999998
10001245,136060-11_10951922_0100,-144.468
10001245,151140-01_10002173_0300,-47.1
10001245,151140-01_10004837_0100,-0.01
10001245,151140-02_10577602_0200,-12.45
10001245,111040-01_10085796_0900,-2.29
10001245,111040-01_10962482_0200,-0.5
10001247,123080-12_10001247_0700,100.0
10001247,123080-06_10001247_1000,100.0
10001262,111190-01_10535416_0101,-1.989
10001262,111600-05_10008124_0600,-16.5
10001262,111680-01_10014994_0200,-0.2
10001262,111680-01_10014994_0300,-0.2
10001262,112020-01_10511986_0100,-0.1
10001262,123350-80_10202391_0400,-1.5
10001262,123350-84_10202170_0300,-1.5
10001262,123350-86_10202392_0300,-1.5
10001262,123500-03_10205306_0100,-1.0
