K,P,h
10554480,124930-50_10089392_5000,1
10554480,124930-50_10206386_5000,1
10554480,124930-50_10206386_5010,1
10554480,124930-52_10005622_5200,1
10554480,124930-52_10005681_5200,1
10554480,124930-52_10081373_5200,1
10554480,124930-52_10097803_5201,1
10554480,124930-13_10008775_1310,1
10554480,123380-03_10291559_0318,1
10554480,124930-13_10007968_1300,1
10554480,123380-03_58579148_0350,1
10554480,123380-03_58657433_0350,1
10554480,123380-03_58660105_0300,1
10554480,123380-03_58660105_0308,1
10554480,123380-03_58660105_0310,1
10554480,123380-03_58660105_0318,1
10554480,123380-03_58689564_0350,1
10554480,123380-03_58693622_0350,1
10554480,123380-03_58699921_0300,1
10554480,123380-03_58699921_0308,1
10554480,123380-03_58699921_0310,1
10554480,123380-03_58699921_0318,1
10554480,123380-03_58839143_0350,1
10554480,123380-03_58872744_0350,1
10554480,123380-03_58873956_0350,1
10554480,123380-03_58877343_0350,1
10554480,123380-03_58992367_0300,1
10554480,123380-03_58992367_0308,1
10554480,123380-03_58992367_0310,1
10554480,123380-03_58992367_0318,1
10554480,123380-03_50440760_0300,1
10554480,123380-03_50440760_0308,1
10554480,123380-03_50440760_0310,1
10554480,123380-03_50440760_0318,1
10554480,123380-03_58010056_0600,1
10554480,123380-03_58573139_0318,1
10554480,124930-13_10008775_1300,1
10554480,123380-03_58573139_0310,1
10554480,123380-03_58573139_0300,1
10554480,111560-05_10002282_0200,1
10554480,111560-05_10063223_0100,1
10554480,123380-03_10073852_0350,1
10554480,123380-03_10081708_0350,1
10554480,123380-03_10210238_0101,1
10554480,123380-03_10291559_0300,1
10554480,123380-03_10291559_0308,1
10554480,123380-03_10291559_0310,1
10554480,123380-03_10775768_0350,1
10554480,123380-03_10870412_0350,1
10554480,123380-03_58476522_0300,1
10554480,123380-03_58476522_0308,1
10554480,123380-03_58476522_0310,1
10554480,123380-03_58476522_0318,1
10554480,123380-03_58493727_0300,1
10554480,123380-03_58493727_0308,1
10554480,123380-03_58493727_0310,1
10554480,123380-03_58493727_0318,1
10554480,123380-03_58560870_0350,1
10554480,123380-03_58560887_0350,1
10554480,123380-03_58560894_0350,1
10554480,123380-03_58563123_0300,1
10554480,123380-03_58563123_0308,1
10554480,123380-03_58563123_0310,1
10554480,123380-03_58563123_0318,1
10554480,123380-03_58573139_0308,1
10554480,123380-03_58040282_0300,1
10554480,123380-03_58026491_0350,1
10554480,124500-02_10014357_0200,1
10554480,124930-12_10069490_120A,1
10554480,124930-12_10069490_120B,1
10554480,124930-12_10069490_120C,1
10554480,124930-12_10069490_120D,1
10554480,124930-12_10069490_121A,1
10554480,124930-12_10069490_121B,1
10554480,124930-12_10069490_121C,1
10554480,124930-12_10069490_121D,1
10554480,124930-12_10069924_120A,1
10554480,124930-12_10069924_120B,1
10554480,124930-12_10069924_120C,1
10554480,124930-12_10069924_121A,1
10554480,124930-12_10069924_121B,1
10554480,124930-12_10069924_121C,1
10554480,124930-12_10086190_120A,1
10554480,124930-12_10086190_120B,1
10554480,124930-12_10086190_121A,1
10554480,124930-12_10086190_121B,1
10554480,124930-12_10096850_1200,1
10554480,124930-12_10096850_1210,1
10554480,124930-13_10001463_130A,1
10554480,124930-13_10001463_130B,1
10554480,124930-13_10001463_130C,1
10554480,124930-13_10001463_131A,1
10554480,124930-13_10001463_131B,1
10554480,123540-02_10087997_0200,1
10554480,124930-12_10061422_121C,1
10554480,124930-12_10061422_121D,1
10554480,124930-12_10061422_121A,1
10554480,124500-02_10019348_0300,1
10554480,124930-05_10000811_0500,1
10554480,124930-05_10003635_0500,1
10554480,124930-05_10012293_0501,1
10554480,124930-05_10015544_0500,1
10554480,124930-05_10073129_0500,1
10554480,124930-05_10073662_0500,1
10554480,124930-05_10089481_0500,1
10554480,124930-05_10089481_0510,1
10554480,124930-05_10201554_0500,1
10554480,124930-12_10061422_121B,1
10554480,124930-05_10208259_0500,1
10554480,124930-05_10202061_0500,1
10554480,124930-05_10214019_0510,1
10554480,124930-12_10061422_120D,1
10554480,124930-12_10061422_120C,1
10554480,124930-12_10061422_120B,1
10554480,124930-12_10061422_120A,1
10554480,124930-05_10214019_0500,1
10554480,124930-12_10008775_1200,1
10554480,124930-12_10008775_1210,1
10554480,124930-05_10925544_0500,1
10554480,124930-05_10544098_0500,1
10554480,124930-05_10543927_0500,1
10554480,124930-05_10503069_0502,1
10554480,124930-05_10936412_0500,1
10554533,151040-11_10206724_0100,1
10554533,151040-11_10003330_0202,1
10554533,123410-15_10228316_0200,1
10554533,123410-15_10205994_0200,1
10554533,123410-15_10205764_0200,1
10554533,123410-15_10204411_0200,1
10554533,123410-15_10017114_0400,1
10554533,123410-15_10007045_0200,1
10554533,123410-15_10005371_0500,1
10554533,123410-15_10204878_0200,1
10554567,124930-17_10013130_170A,1
10554567,124930-17_10013130_170C,1
10554567,124930-17_10019504_170A,1
10554567,124930-17_10019504_170B,1
10554567,124930-17_10019504_170C,1
10554567,124930-17_10076964_170A,1
10554567,124930-17_10076964_171A,1
10554567,124930-17_10076964_170C,1
10554567,124930-17_10003553_171C,1
10554567,124930-17_10076964_171B,1
10554567,124930-17_10076964_171C,1
10554567,124930-17_10079313_170A,1
10554567,124930-17_10079313_170B,1
10554567,124930-17_10076964_170B,1
10554567,124930-17_10003553_171B,1
10554567,124930-17_10013130_170B,1
10554567,124930-17_10003553_170C,1
10554567,124930-05_10000811_0500,1
10554567,124930-05_10201554_0500,1
10554567,124930-17_10003553_171A,1
10554567,124930-17_10001470_170A,1
10554567,124930-17_10001470_170B,1
10554567,124930-17_10001470_170C,1
10554567,124930-17_10001470_171A,1
10554567,124930-17_10001467_1700,1
10554567,124930-17_10001470_171C,1
10554567,124930-17_10002815_1700,1
10554567,124930-17_10002815_1710,1
10554567,124930-17_10003553_170A,1
10554567,124930-17_10003553_170B,1
10554567,124930-17_10001470_171B,1
10554661,123410-15_10582753_0200,1
10554661,123410-15_10582753_0100,1
10554661,110980-01_10554679_0100,1
10554661,123410-15_10554679_0300,1
10554722,111600-06_10209942_0600,1
10555034,123550-06_10243745_1000,1
10555039,123550-07_10074884_1000,1
10555476,162030-01_10559396_0100,1
10555477,162010-02_10554239_0200,1
10555563,123680-03_10512293_0200,1
10555563,123680-18_10292590_0100,1
10555604,162500-01_10297600_0100,1
10555664,162010-02_10554239_0200,1
10555664,162010-03_10554240_0200,1
10555664,162010-03_10554241_0200,1
10555664,162010-08_10908079_0100,1
10555741,111480-01_11022662_0100,1
10557732,135100-02_10554266_0100,1
10557732,135100-02_10554266_0200,1
10557733,135100-03_10552644_0100,1
10557952,123580-01_11003212_0100,1
10557952,123580-01_11002443_0100,1
10557952,123580-01_11002442_0100,1
10557952,123580-01_11000566_0100,1
10557952,123580-01_10997163_0100,1
10557952,123580-01_10995492_0100,1
10557952,123580-01_10992124_0100,1
10557952,123580-01_10989056_0100,1
10557952,123580-01_10981695_0100,1
10557952,123580-01_10988306_0100,1
10557952,123580-01_10985099_0100,1
10557952,123580-01_11005013_0100,1
10557952,123580-01_10970937_0100,1
10557952,123580-01_10967811_0100,1
10557952,123580-01_10963483_0100,1
10557952,123580-01_10963482_0100,1
10557952,123580-01_10988604_0100,1
10557952,123580-01_11007218_0100,1
10557952,123580-01_11019416_0100,1
10557952,123580-01_11018699_0100,1
10557952,123580-01_11041722_0100,1
10557952,123580-01_11036651_0100,1
10557952,123580-01_11036593_0100,1
10557952,123580-01_11033243_0100,1
10557952,123580-01_11031303_0100,1
10557952,123580-01_11028401_0100,1
10557952,123580-01_11028400_0100,1
10557952,123580-01_11027431_0100,1
10557952,123580-01_11027259_0100,1
10557952,123580-01_11027256_0100,1
10557952,123580-01_11022163_0100,1
10557952,123580-01_11020193_0100,1
10557952,123580-01_11019780_0100,1
10557952,123580-01_11019472_0100,1
10557952,123580-01_11019440_0100,1
10557952,123580-01_10962859_0100,1
10557952,123580-01_11019389_0100,1
10557952,123580-01_11011523_0100,1
10557952,123580-01_10958750_0100,1
10557952,123580-01_11031305_0100,1
10557952,123580-01_10953884_0100,1
10557952,123580-01_10582364_0100,1
10557952,123580-01_10580300_0100,1
10557952,123580-01_10567614_0100,1
10557952,123580-01_10567612_0100,1
10557952,123580-01_10561249_0100,1
10557952,123580-01_10560915_0100,1
10557952,123580-01_10560164_0100,1
10557952,123580-01_10560052_0100,1
10557952,123580-01_10559869_0100,1
10557952,123580-01_10559864_0100,1
10557952,123580-01_10559811_0100,1
10557952,123580-01_10957381_0100,1
10557952,123580-01_10559379_0100,1
10557952,123580-01_10558848_0100,1
10557952,123580-01_10558801_0100,1
10557952,123580-01_10558694_0100,1
10557952,123580-01_10239400_0900,1
10557952,123580-01_10584977_0100,1
10557952,123580-01_10589380_0100,1
10557952,123580-01_10588920_0100,1
10557952,123580-01_10868280_0100,1
10557952,123580-01_10950750_0100,1
10557952,123580-01_10948639_0100,1
10557952,123580-01_10933896_0100,1
10557952,123580-01_10917556_0100,1
10557952,123580-01_10917555_0100,1
10557952,123580-01_10911160_0100,1
10557952,123580-01_10874392_0100,1
10557952,123580-01_10589381_0100,1
10557952,123580-01_10849011_0100,1
10557952,123580-01_10827729_0100,1
10557952,123580-01_10778992_0100,1
10557952,123580-01_10775687_0100,1
10557952,123580-01_10775686_0100,1
10557952,123580-01_10701302_0100,1
10557952,123580-01_10701283_0100,1
10557952,123580-01_10597593_0100,1
10557952,123580-01_10595091_0100,1
10557952,123580-01_10827730_0100,1
10558140,100450-26_10911214_1261,1
10558227,123510-02_10205210_1200,1
10558707,100410-09_10007142_0200,1
10558707,100410-09_10253465_0100,1
10558862,162010-02_10554239_0200,1
10558866,100700-10_10585870_0110,1
10558866,100710-10_10969469_0110,1
10558866,100710-10_10969576_0110,1
10558866,124930-21_10814728_2100,1
10558869,123350-84_10202170_0300,1
10558869,100600-01_10998010_0110,1
10558869,100470-06_11019002_0110,1
10558869,100470-06_10253874_0110,1
10558869,100470-06_10253871_0110,1
10558869,100470-06_10253868_0110,1
10558869,100470-06_10253867_0110,1
10558869,100470-06_10253862_0110,1
10558869,100470-06_10253861_0110,1
10558869,100470-06_10253860_0110,1
10558869,100470-06_10201189_0120,1
10558869,100470-06_10201189_0110,1
10558869,100470-06_10065060_0110,1
10558869,100470-06_10061001_0110,1
10558874,162080-02_10579351_0100,1
10558874,162080-02_10844603_0100,1
10558882,100680-10_10238588_0110,1
10558882,100680-10_10228656_0110,1
10558882,100680-10_10061959_0210,1
10558882,100680-10_10220939_0110,1
10558918,123590-04_10602857_0300,1
10558918,123590-06_10602857_0200,1
10559254,134130-35_10756229_1500,1
10559254,134130-35_11026845_1500,1
10559254,134130-35_11026843_1500,1
10559254,134130-35_11022903_1500,1
10559254,134130-35_10700959_1500,1
10559254,134130-05_10313319_1300,1
10559254,134130-05_10304443_1300,1
10559254,134130-05_10058137_1300,1
10559254,134130-03_10313500_0400,1
10559254,134130-03_10892737_1300,1
10559254,134130-05_10313500_1300,1
10559372,111260-03_10073709_0500,1
10559372,111260-03_10061083_0700,1
10559372,111260-03_10207964_0500,1
10559372,111260-03_10001953_0510,1
10559372,111260-11_10068659_0500,1
10559372,111260-11_10068659_0600,1
10559372,111260-03_10813204_0700,1
10559372,111260-02_10813204_0100,1
10559372,111260-01_10210989_0500,1
10559372,111260-02_10207964_0510,1
10559372,111260-02_10073709_0510,1
10559372,111260-02_10061083_0710,1
10559372,111260-02_10061083_0709,1
10559372,111260-02_10001953_0500,1
10559372,111260-01_10781543_0100,1
10559372,111260-02_10207964_0520,1
10559374,111260-11_10095240_0500,1
10559374,111260-11_10084121_0800,1
10559374,111260-11_10084121_0700,1
10559374,111260-02_10210827_0600,1
10559374,111260-01_10997060_0100,1
10559374,111260-02_10206673_0600,1
10559374,111260-02_10206673_0500,1
10559374,111260-11_10095240_0600,1
10559374,111260-01_10210827_0510,1
10559374,111260-02_10210827_0500,1
10559396,162030-03_10559398_0100,1
10559396,162030-03_10982241_0100,1
10559396,162030-03_10559395_0100,1
10559448,123520-15_10576571_0100,1
10559448,123520-15_10598122_0100,1
10559448,123520-15_10837093_0100,1
10559454,134130-01_10748671_1400,1
10559568,151330-05_10085388_0200,1
10559626,151450-05_10067475_0800,1
10559626,151450-05_10559448_0100,1
10559862,111480-01_10214122_0300,1
10560387,136040-18_10933002_0100,1
10560387,136040-18_10933001_0100,1
10560387,136040-18_10928022_0100,1
10560536,123510-02_10018799_1000,1
10560536,123510-05_10016154_1000,1
10560536,123510-05_10559303_1000,1
10560570,123580-02_10786219_0300,1
10560570,123580-02_11010384_0100,1
10560570,123580-02_11003391_0100,1
10560570,123580-02_11039746_0100,1
10560570,123580-02_10977121_0200,1
10560570,123580-02_10977121_0100,1
10560570,123580-02_10712519_0200,1
10560570,123580-02_10837940_0100,1
10560570,123580-02_10786219_0100,1
10560570,123580-02_10603473_0200,1
10560570,123580-02_10591809_0200,1
10560570,123580-02_10586658_0200,1
10560570,123580-02_10972071_0100,1
10560976,140040-14_10004632_0200,1
10561012,123470-20_11037653_0100,1
10561012,123470-20_11038609_0100,1
10561184,123380-03_58699921_0318,1
10561184,123380-03_58699921_0310,1
10561184,123380-03_58699921_0308,1
10561184,123380-03_58699921_0300,1
10561184,123380-03_58660105_0310,1
10561184,123380-03_58689564_0350,1
10561184,123380-03_58660105_0318,1
10561184,123380-03_58839143_0350,1
10561184,123380-03_58660105_0308,1
10561184,123380-03_58693622_0350,1
10561184,123380-03_58872744_0350,1
10561184,123380-03_58992367_0310,1
10561184,123380-03_58877343_0350,1
10561184,123380-03_58992367_0300,1
10561184,123380-03_58992367_0308,1
10561184,123380-03_58992367_0318,1
10561184,123380-03_50440760_0300,1
10561184,123380-03_50440760_0308,1
10561184,123380-03_58040282_0300,1
10561184,123380-03_50440760_0310,1
10561184,123380-03_50440760_0318,1
10561184,123380-03_58026491_0350,1
10561184,123380-03_58660105_0300,1
10561184,123380-03_58873956_0350,1
10561184,123380-03_58657433_0350,1
10561184,123380-03_10291559_0308,1
10561184,123380-03_58573139_0310,1
10561184,123380-03_58573139_0318,1
10561184,123380-03_10073852_0350,1
10561184,123380-03_10081708_0350,1
10561184,123380-03_10291559_0310,1
10561184,123380-03_10291559_0318,1
10561184,123380-03_10775768_0350,1
10561184,123380-03_58476522_0300,1
10561184,123380-03_58476522_0308,1
10561184,123380-03_58476522_0310,1
10561184,123380-03_58476522_0318,1
10561184,123380-03_58493727_0300,1
10561184,123380-03_10291559_0300,1
10561184,123380-03_58493727_0310,1
10561184,123380-03_58493727_0318,1
10561184,123380-03_58560870_0350,1
10561184,123380-03_58560887_0350,1
10561184,123380-03_58560894_0350,1
10561184,123380-03_58563123_0300,1
10561184,123380-03_58563123_0308,1
10561184,123380-03_58563123_0310,1
10561184,123380-03_58493727_0308,1
10561184,123380-03_58563123_0318,1
10561184,123380-03_58573139_0300,1
10561184,123380-03_58573139_0308,1
10561187,123530-05_10555021_0800,1
10561313,111180-05_10088926_0200,1
10561717,135100-21_10565361_0200,1
10562009,111260-02_10606772_0600,1
10562009,111230-06_10909676_0300,1
10562009,111230-06_10903414_0300,1
10562009,111230-06_10903414_0400,1
10562125,123520-07_10204069_0800,1
10562125,135130-22_10023245_0400,1
10562125,135130-22_10023743_0400,1
10562125,135130-22_10023956_0400,1
10562125,135130-22_10024095_0400,1
10562125,135130-22_10024241_0400,1
10562125,135130-22_10025283_0400,1
10562125,135130-22_10025484_0400,1
10562125,136040-18_10928022_0100,1
10562125,136040-18_10928023_0100,1
10562135,124270-01_10591561_0200,1
10563061,111480-01_10705035_0100,1
10563061,111480-01_10204129_0100,1
10563061,111480-01_10539864_0100,1
10563068,111480-01_10539864_0100,1
10563297,123590-01_10073594_0204,1
10563297,123590-01_10073594_0202,1
10563297,123590-01_10073387_0203,1
10563297,123590-01_10073316_0303,1
10563297,123590-01_10073316_0302,1
10563297,123590-01_10062507_0101,1
10563297,123590-01_10062507_0100,1
10563297,123590-01_10017634_0500,1
10563297,123590-01_10017634_0300,1
10563297,123530-05_10845502_0800,1
10563297,123590-01_10017634_0102,1
10563297,123540-12_10015781_0600,1
10563297,123530-07_11020003_0700,1
10563297,123530-07_10009700_0800,1
10563297,123530-05_11040100_0100,1
10563297,123530-05_10975306_0101,1
10563297,123530-05_10975306_0100,1
10563297,123530-05_10845502_0801,1
10563297,123590-01_10077426_0202,1
10563297,123590-01_10017634_0104,1
10563297,123590-01_10899264_0200,1
10563297,123590-01_10079231_0106,1
10563297,123590-01_10876150_0201,1
10563297,123590-01_10876150_0200,1
10563297,123590-01_10876150_0102,1
10563297,123590-01_10843160_0100,1
10563297,123590-01_10297226_0106,1
10563297,123590-01_10297226_0104,1
10563297,123590-01_10201074_0300,1
10563297,123590-01_10201074_0200,1
10563297,123590-01_10201074_0103,1
10563297,123590-01_10201074_0102,1
10563297,123590-01_10087509_0104,1
10563297,123590-01_10087509_0103,1
10563297,123590-01_10086057_0103,1
